Gene	GMA2a	GMA2b	GMA2c	GMA2d	GMA2e	GMA3a	GMA3b	GMA3c	GMA3d	GMA3e	GMA4a	GMA4b	GMA4c	GMA4d	GMA4e	GMA2a.1	GMA2b.1	GMA2c.1	GMA2d.1	GMA2e.1	GMA3a.1	GMA3b.1	GMA3c.1	GMA3d.1	GMA3e.1	GMA4a.1	GMA4b.1	GMA4c.1	GMA4d.1	GMA4e.1
Gene	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24
74440 -1.019866 -1.0555609 -1.1953055 -1.0827027 -1.2250719 -0.8987005 -1.238615 -1.1639654 -1.3290698 -1.0613763 -1.2558252 -1.2410826 -1.0734235 -1.2447209 -1.1739744 -1.019866 -1.0555609 -1.1953055 -1.0827027 -1.2250719 -0.8987005 -1.238615 -1.1639654 -1.3290698 -1.0613763 -1.2558252 -1.2410826 -1.0734235 -1.2447209 -1.1739744
74441 -1.0747636 -1.3063503 -0.8876991 -0.838864 -1.0583061 -0.8489029 -0.9586679 -1.0815052 -0.9244151 -0.875832 -0.8759269 -0.9246806 -1.1311082 -0.9574191 -1.1181355 -1.0747636 -1.3063503 -0.8876991 -0.838864 -1.0583061 -0.8489029 -0.9586679 -1.0815052 -0.9244151 -0.875832 -0.8759269 -0.9246806 -1.1311082 -0.9574191 -1.1181355
74442 0.127207805 0.121065615 0.22176411 0.3070838 0.098159025 0.326041455 0.357287985 0.194415745 0.278338365 0.29133612 0.41825962 0.29516942 0.12201032 0.312213035 0.268277095 0.127207805 0.121065615 0.22176411 0.3070838 0.098159025 0.326041455 0.357287985 0.194415745 0.278338365 0.29133612 0.41825962 0.29516942 0.12201032 0.312213035 0.268277095
74446 -1.3616606 -1.4100613 -1.259443 -1.1887506 -1.3184639 -1.4158792 -1.4795352 -1.4301024 -1.8770019 -1.1963698 -1.3617129 -1.523737 -1.3737633 -1.5149387 -1.5959254 -1.3616606 -1.4100613 -1.259443 -1.1887506 -1.3184639 -1.4158792 -1.4795352 -1.4301024 -1.8770019 -1.1963698 -1.3617129 -1.523737 -1.3737633 -1.5149387 -1.5959254
74450 -0.9244421 -0.90102795 -0.8853242 -0.9811031 -0.98349495 -0.76786575 -0.9342388 -0.8148137 -0.87315655 -0.9875172 -0.759734275 -0.9066968 -1.0156075 -0.88850685 -0.94401455 -0.9244421 -0.90102795 -0.8853242 -0.9811031 -0.98349495 -0.76786575 -0.9342388 -0.8148137 -0.87315655 -0.9875172 -0.759734275 -0.9066968 -1.0156075 -0.88850685 -0.94401455
74451 -0.4984933 -0.6176265 -0.4386603 -0.6503158 -0.5000282 -0.6305735 -0.5733031 -0.5463038 -0.5784051 -0.5870182 -0.701528 -0.5747441 -0.5299886 -0.6362121 -0.4440748 -0.4984933 -0.6176265 -0.4386603 -0.6503158 -0.5000282 -0.6305735 -0.5733031 -0.5463038 -0.5784051 -0.5870182 -0.701528 -0.5747441 -0.5299886 -0.6362121 -0.4440748
74463 -0.074375 -0.0722648 -0.0984022 -0.0005387 -0.0178051 0.06347388 -0.0085945 0.03438258 0.06415443 0.06659775 -0.0033553 -0.0890913 -0.0862202 0.05859477 -0.0212164 -0.074375 -0.0722648 -0.0984022 -0.0005387 -0.0178051 0.06347388 -0.0085945 0.03438258 0.06415443 0.06659775 -0.0033553 -0.0890913 -0.0862202 0.05859477 -0.0212164
74469 -0.7215914 -0.9484898 -0.8199026 -0.6551973 -0.7782049 -0.6122208 -0.9364945 -0.8224442 -0.6604991 -0.8496824 -0.7220144 -0.891116 -1.0065307 -0.893708 -0.8844648 -0.7215914 -0.9484898 -0.8199026 -0.6551973 -0.7782049 -0.6122208 -0.9364945 -0.8224442 -0.6604991 -0.8496824 -0.7220144 -0.891116 -1.0065307 -0.893708 -0.8844648
74477 0.92162548 0.78783557 0.90197835 0.93105328 0.78629639 0.85901775 0.76052742 0.84058723 0.79934052 0.75727399 0.84884201 0.83421805 0.78002485 0.86802535 0.8588703 0.92162548 0.78783557 0.90197835 0.93105328 0.78629639 0.85901775 0.76052742 0.84058723 0.79934052 0.75727399 0.84884201 0.83421805 0.78002485 0.86802535 0.8588703
74493 -0.030023527 -0.12651393 -0.008515217 0.093773477 0.050528233 -0.016387943 0.163903227 0.029596833 0.085358587 0.045778127 -0.001901513 0.079665747 0.155035773 -0.010971177 0.085578283 -0.030023527 -0.12651393 -0.008515217 0.093773477 0.050528233 -0.016387943 0.163903227 0.029596833 0.085358587 0.045778127 -0.001901513 0.079665747 0.155035773 -0.010971177 0.085578283
74504 0.26082286 0.04082185 0.30222061 0.35432448 0.14005057 0.15641572 0.09322632 0.09742397 0.18163957 0.11396974 0.11841303 0.17559984 0.17571667 0.21005634 0.0853175 0.26082286 0.04082185 0.30222061 0.35432448 0.14005057 0.15641572 0.09322632 0.09742397 0.18163957 0.11396974 0.11841303 0.17559984 0.17571667 0.21005634 0.0853175
74513 -1.6916381 -2.0789822 -1.8509661 -1.9245581 -2.10641675 -1.8268232 -1.89183435 -2.02075955 -1.8881541 -1.90128115 -1.77501405 -1.93736655 -2.05614345 -1.7773878 -1.9375926 -1.6916381 -2.0789822 -1.8509661 -1.9245581 -2.10641675 -1.8268232 -1.89183435 -2.02075955 -1.8881541 -1.90128115 -1.77501405 -1.93736655 -2.05614345 -1.7773878 -1.9375926
74522 -0.82138615 -1.08408755 -0.81325235 -0.72684325 -0.95205665 -0.72228335 -0.9567276 -1.0828304 -0.8761599 -0.8926218 -0.8797996 -0.90694285 -0.9617651 -0.6773113 -1.018997 -0.82138615 -1.08408755 -0.81325235 -0.72684325 -0.95205665 -0.72228335 -0.9567276 -1.0828304 -0.8761599 -0.8926218 -0.8797996 -0.90694285 -0.9617651 -0.6773113 -1.018997
74525 0.116421575 0.241920515 0.2416886 0.1605033 0.264875595 0.25297521 0.40741412 0.405630085 0.31176008 0.27068604 0.30823903 0.2369415 0.34768549 0.338958305 0.341398495 0.116421575 0.241920515 0.2416886 0.1605033 0.264875595 0.25297521 0.40741412 0.405630085 0.31176008 0.27068604 0.30823903 0.2369415 0.34768549 0.338958305 0.341398495
74528 -0.34440748 -0.5449553 -0.527747945 -0.25320405 -0.462726555 -0.171279545 -0.569829255 -0.439305115 -0.70504843 -0.25502314 -0.471159865 -0.61593079 -0.955624215 -0.66829102 -0.531873065 -0.34440748 -0.5449553 -0.527747945 -0.25320405 -0.462726555 -0.171279545 -0.569829255 -0.439305115 -0.70504843 -0.25502314 -0.471159865 -0.61593079 -0.955624215 -0.66829102 -0.531873065
74549 0.28695195 0.488028955 0.29998521 0.49076245 0.38522867 0.389000455 0.59351769 0.572486 0.368652925 0.336304755 0.58094919 0.536655445 0.43618508 0.440092585 0.47238948 0.28695195 0.488028955 0.29998521 0.49076245 0.38522867 0.389000455 0.59351769 0.572486 0.368652925 0.336304755 0.58094919 0.536655445 0.43618508 0.440092585 0.47238948
74551 0.31676147 0.01322376 0.26072726 0.18791152 0.12710654 0.06455035 -0.0194406 0.048865 0.2114682 0.32927924 0.04739529 0.1112824 0.10290999 0.21131403 0.12176327 0.31676147 0.01322376 0.26072726 0.18791152 0.12710654 0.06455035 -0.0194406 0.048865 0.2114682 0.32927924 0.04739529 0.1112824 0.10290999 0.21131403 0.12176327
74569 -0.1505455 -0.5316759 -0.1559882 -0.2638011 -0.4991488 -0.3518363 -0.5745675 -0.4094965 -0.1683702 -0.2015809 -0.4218502 -0.4655589 -0.3525516 -0.3380758 -0.430454 -0.1505455 -0.5316759 -0.1559882 -0.2638011 -0.4991488 -0.3518363 -0.5745675 -0.4094965 -0.1683702 -0.2015809 -0.4218502 -0.4655589 -0.3525516 -0.3380758 -0.430454
74570 0.76026219 0.4315085 0.77095576 0.135656095 0.198266035 0.464089405 0.23361722 0.5209962 0.58871869 0.65349491 0.459274495 0.40156053 0.622883215 0.655011365 0.30222914 0.76026219 0.4315085 0.77095576 0.135656095 0.198266035 0.464089405 0.23361722 0.5209962 0.58871869 0.65349491 0.459274495 0.40156053 0.622883215 0.655011365 0.30222914
74574 -1.2469594 -1.2301153 -1.2867603 -1.4036272 -1.3086637 -1.239359 -1.3114636 -1.2179165 -1.3150442 -1.2619544 -1.4483587 -1.3533414 -1.3356226 -1.2628058 -1.367969 -1.2469594 -1.2301153 -1.2867603 -1.4036272 -1.3086637 -1.239359 -1.3114636 -1.2179165 -1.3150442 -1.2619544 -1.4483587 -1.3533414 -1.3356226 -1.2628058 -1.367969
74585 0.16297607 0.04756049 0.26133477 0.09263786 -0.0634983 0.11037275 -0.0702479 0.00446926 0.2178086 -0.0987817 0.06029461 0.04497349 0.11326294 0.18593308 0.07908714 0.16297607 0.04756049 0.26133477 0.09263786 -0.0634983 0.11037275 -0.0702479 0.00446926 0.2178086 -0.0987817 0.06029461 0.04497349 0.11326294 0.18593308 0.07908714
74603 -0.7515586 -0.7780965 -0.7900936 -0.8126926 -0.8569185 -0.8769125 -0.7965328 -0.8513899 -0.7540042 -1.0000534 -0.874469 -0.7085799 -0.7552035 -0.8248087 -0.7891688 -0.7515586 -0.7780965 -0.7900936 -0.8126926 -0.8569185 -0.8769125 -0.7965328 -0.8513899 -0.7540042 -1.0000534 -0.874469 -0.7085799 -0.7552035 -0.8248087 -0.7891688
74610 -0.2203376 -0.1196105 -0.2451362 -0.2642291 -0.1315922 -0.0902531 -0.1047015 -0.0090267 -0.1692112 -0.2239159 0.0673908 -0.0591594 -0.1530068 -0.1388832 0.00111975 -0.2203376 -0.1196105 -0.2451362 -0.2642291 -0.1315922 -0.0902531 -0.1047015 -0.0090267 -0.1692112 -0.2239159 0.0673908 -0.0591594 -0.1530068 -0.1388832 0.00111975
74616 -1.1187018 -1.09804475 -1.09549945 -0.74199295 -1.0427654 -0.95748395 -0.90781125 -0.93685355 -0.84014415 -0.9479149 -0.828101 -0.8355239 -1.00665845 -0.8782726 -0.82552685 -1.1187018 -1.09804475 -1.09549945 -0.74199295 -1.0427654 -0.95748395 -0.90781125 -0.93685355 -0.84014415 -0.9479149 -0.828101 -0.8355239 -1.00665845 -0.8782726 -0.82552685
74646 0.27291369 0.27789983 0.31103239 0.22994381 0.25779959 0.13174322 0.21709054 0.1792228 0.10590061 0.14505215 0.07380714 0.19699261 0.33639819 0.17430836 0.22975114 0.27291369 0.27789983 0.31103239 0.22994381 0.25779959 0.13174322 0.21709054 0.1792228 0.10590061 0.14505215 0.07380714 0.19699261 0.33639819 0.17430836 0.22975114
74648 -0.22868557 -0.380024015 -0.66915744 -0.12657764 -0.200708425 -0.12531945 -0.08875647 -0.067342715 -0.162451795 -0.1667887 -0.147116045 -0.17389462 -0.16617126 -0.21922326 -0.142007445 -0.22868557 -0.380024015 -0.66915744 -0.12657764 -0.200708425 -0.12531945 -0.08875647 -0.067342715 -0.162451795 -0.1667887 -0.147116045 -0.17389462 -0.16617126 -0.21922326 -0.142007445
74653 0.21111891 0.03740622 0.25941393 0.20133175 0.12331807 0.09831361 0.25666019 0.0720162 0.11261926 0.27100142 -0.0143768 0.2082278 0.22208484 0.25248584 0.2480309 0.21111891 0.03740622 0.25941393 0.20133175 0.12331807 0.09831361 0.25666019 0.0720162 0.11261926 0.27100142 -0.0143768 0.2082278 0.22208484 0.25248584 0.2480309
74670 0.60073543 0.6963011 0.523301 0.38914158 0.54166856 0.6483544 0.64533132 0.77960347 0.66495378 0.35228462 0.72984295 0.60404247 0.46049111 0.65332924 0.57962167 0.60073543 0.6963011 0.523301 0.38914158 0.54166856 0.6483544 0.64533132 0.77960347 0.66495378 0.35228462 0.72984295 0.60404247 0.46049111 0.65332924 0.57962167
74682 0.224606585 0.300642 0.326584825 0.31451203 0.258724725 0.269543495 0.169221855 0.23787256 0.29434166 0.16513621 0.1579415 0.227161285 0.323245135 0.2195808 0.21764693 0.224606585 0.300642 0.326584825 0.31451203 0.258724725 0.269543495 0.169221855 0.23787256 0.29434166 0.16513621 0.1579415 0.227161285 0.323245135 0.2195808 0.21764693
74685 -1.5517721 -1.8019497 -2.2119999 -1.462618 -1.9050565 -1.564311 -1.8867387 -1.5351689 -1.5192542 -1.449595 -1.681749 -1.5332435 -1.6743216 -1.8794053 -1.578969 -1.5517721 -1.8019497 -2.2119999 -1.462618 -1.9050565 -1.564311 -1.8867387 -1.5351689 -1.5192542 -1.449595 -1.681749 -1.5332435 -1.6743216 -1.8794053 -1.578969
74691 1.11611 1.06173239 1.3462552 1.36430919 0.97135861 0.90532212 0.94580661 0.7264848 1.0786611 1.02753409 0.95901574 1.04158921 0.84260097 1.11719621 1.12439502 1.11611 1.06173239 1.3462552 1.36430919 0.97135861 0.90532212 0.94580661 0.7264848 1.0786611 1.02753409 0.95901574 1.04158921 0.84260097 1.11719621 1.12439502
74734 0.8879006 1.05242359 0.88405642 0.78050647 0.88168567 1.10312172 1.06313058 1.1433124 0.94321493 0.74905223 1.2158045 1.07038969 1.01089782 0.92195774 0.8525834 0.8879006 1.05242359 0.88405642 0.78050647 0.88168567 1.10312172 1.06313058 1.1433124 0.94321493 0.74905223 1.2158045 1.07038969 1.01089782 0.92195774 0.8525834
74741 0.274910875 0.40991065 0.302777725 0.31068401 0.449242185 0.46647256 0.443874595 0.46349842 0.4059943 0.315510485 0.53353869 0.526478215 0.318471895 0.384102925 0.410157475 0.274910875 0.40991065 0.302777725 0.31068401 0.449242185 0.46647256 0.443874595 0.46349842 0.4059943 0.315510485 0.53353869 0.526478215 0.318471895 0.384102925 0.410157475
74754 -0.2514443 -0.1364758 -0.1564451 -0.3966078 -0.2283457 -0.4408843 -0.2433696 -0.3362423 -0.480389 -0.3827145 -0.448439 -0.2093145 -0.1688356 -0.4034154 -0.1774246 -0.2514443 -0.1364758 -0.1564451 -0.3966078 -0.2283457 -0.4408843 -0.2433696 -0.3362423 -0.480389 -0.3827145 -0.448439 -0.2093145 -0.1688356 -0.4034154 -0.1774246
74764 -0.2874078 -0.3289514 -0.0696833 -0.1158953 -0.2521124 -0.1914313 -0.1249902 -0.1728711 -0.0170249 -0.4378563 -0.0772781 -0.1450605 -0.2071982 -0.0338901 -0.1186809 -0.2874078 -0.3289514 -0.0696833 -0.1158953 -0.2521124 -0.1914313 -0.1249902 -0.1728711 -0.0170249 -0.4378563 -0.0772781 -0.1450605 -0.2071982 -0.0338901 -0.1186809
74769 1.03292675 1.05909605 1.06652835 1.25348223 1.08719542 1.16459347 1.22913622 1.16874369 1.08406601 1.08152715 1.20323442 1.22988697 1.13077222 1.15006982 1.2367449 1.03292675 1.05909605 1.06652835 1.25348223 1.08719542 1.16459347 1.22913622 1.16874369 1.08406601 1.08152715 1.20323442 1.22988697 1.13077222 1.15006982 1.2367449
74776 -0.2196199 -0.1207924 -0.2134308 -0.2435347 -0.1761538 -0.0984921 -0.1601135 -0.23164 -0.3862103 -0.3603302 -0.1505857 -0.1789701 -0.263668 -0.472464 -0.1378848 -0.2196199 -0.1207924 -0.2134308 -0.2435347 -0.1761538 -0.0984921 -0.1601135 -0.23164 -0.3862103 -0.3603302 -0.1505857 -0.1789701 -0.263668 -0.472464 -0.1378848
74838 -0.189302115 -0.190751148 -0.206584345 -0.12101402 -0.058414313 -0.138937078 -0.172228815 -0.148549418 -0.140608688 -0.1952234 -0.20605853 -0.193084618 -0.125496278 -0.14131166 -0.107774153 -0.189302115 -0.190751148 -0.206584345 -0.12101402 -0.058414313 -0.138937078 -0.172228815 -0.148549418 -0.140608688 -0.1952234 -0.20605853 -0.193084618 -0.125496278 -0.14131166 -0.107774153
74840 0.05845331 -0.3532507 0.01433711 -0.119119 -0.0728305 -0.0906286 -0.2502975 -0.2067411 0.12195015 -0.0575093 -0.2526356 -0.14863 -0.1260608 0.1603511 -0.1872798 0.05845331 -0.3532507 0.01433711 -0.119119 -0.0728305 -0.0906286 -0.2502975 -0.2067411 0.12195015 -0.0575093 -0.2526356 -0.14863 -0.1260608 0.1603511 -0.1872798
74919 0.22055864 0.0781753 0.134406305 0.15112578 0.29452293 0.035787715 0.084756855 0.14750201 0.184260015 0.220761955 0.076164685 0.2195893 0.252666735 0.147626825 0.128238015 0.22055864 0.0781753 0.134406305 0.15112578 0.29452293 0.035787715 0.084756855 0.14750201 0.184260015 0.220761955 0.076164685 0.2195893 0.252666735 0.147626825 0.128238015
74998 0.096332435 0.123008255 0.155368555 0.10164278 0.08074971 0.029136035 0.06390764 0.107953585 0.081538435 0.00410024 0.037150445 0.13673132 0.12389194 0.057973165 0.11697211 0.096332435 0.123008255 0.155368555 0.10164278 0.08074971 0.029136035 0.06390764 0.107953585 0.081538435 0.00410024 0.037150445 0.13673132 0.12389194 0.057973165 0.11697211
75007 -0.520741 -0.4551543 -0.4483946 -0.4514514 -0.491638 -0.423863 -0.5740706 -0.4316104 -0.604213 -0.2313755 -0.6372745 -0.551571 -0.707221 -0.5244991 -0.4525639 -0.520741 -0.4551543 -0.4483946 -0.4514514 -0.491638 -0.423863 -0.5740706 -0.4316104 -0.604213 -0.2313755 -0.6372745 -0.551571 -0.707221 -0.5244991 -0.4525639
75062 -0.8659524 -1.2109519 -1.2505311 -1.3773558 -0.8787906 -1.1168076 -1.6191906 -1.1474334 -1.0620707 -0.9106981 -1.1679819 -1.3316042 -1.2763009 -1.4614553 -1.3074445 -0.8659524 -1.2109519 -1.2505311 -1.3773558 -0.8787906 -1.1168076 -1.6191906 -1.1474334 -1.0620707 -0.9106981 -1.1679819 -1.3316042 -1.2763009 -1.4614553 -1.3074445
75084 0.60077218 0.27447827 0.422933855 -0.039000885 -0.094686975 0.32178347 0.082405405 0.366683145 0.3548393 0.395902625 0.388038875 0.33898088 0.33075391 0.35631188 -0.012058415 0.60077218 0.27447827 0.422933855 -0.039000885 -0.094686975 0.32178347 0.082405405 0.366683145 0.3548393 0.395902625 0.388038875 0.33898088 0.33075391 0.35631188 -0.012058415
75099 0.03387516 -0.0925542 -0.044972 -0.0732254 -0.3003902 -0.0929612 -0.0577562 -0.0974516 -0.020628 -0.1460276 -8.24e-05 -0.1550742 -0.0098465 -0.0104495 -0.1249243 0.03387516 -0.0925542 -0.044972 -0.0732254 -0.3003902 -0.0929612 -0.0577562 -0.0974516 -0.020628 -0.1460276 -8.24e-05 -0.1550742 -0.0098465 -0.0104495 -0.1249243
75104 -0.3031128 -0.3149947 -0.3789693 -0.3803896 -0.1738296 -0.4336633 -0.2892684 -0.3457565 -0.32002 -0.3398065 -0.5171195 -0.2789612 -0.2224151 -0.4046315 -0.3562637 -0.3031128 -0.3149947 -0.3789693 -0.3803896 -0.1738296 -0.4336633 -0.2892684 -0.3457565 -0.32002 -0.3398065 -0.5171195 -0.2789612 -0.2224151 -0.4046315 -0.3562637
75115 0.34460852 0.54675455 0.44335333 0.55104796 0.52920441 0.48232183 0.56412114 0.4080468 0.43423034 0.23719741 0.51704942 0.6347719 0.39998673 0.37166765 0.6535303 0.34460852 0.54675455 0.44335333 0.55104796 0.52920441 0.48232183 0.56412114 0.4080468 0.43423034 0.23719741 0.51704942 0.6347719 0.39998673 0.37166765 0.6535303
75137 -1.5072368 -1.4837985 -1.2997074 -1.6358688 -1.8066774 -1.7522341 -1.4957832 -1.4715719 -1.5021738 -1.525676 -1.6286394 -1.711972 -1.4716916 -1.6624034 -1.3999395 -1.5072368 -1.4837985 -1.2997074 -1.6358688 -1.8066774 -1.7522341 -1.4957832 -1.4715719 -1.5021738 -1.525676 -1.6286394 -1.711972 -1.4716916 -1.6624034 -1.3999395
75141 -0.9042129 -0.7801329 -0.8105139 -0.7890133 -0.848561 -0.6202406 -0.867054 -0.7295252 -0.7563176 -0.7320044 -0.7268812 -0.8164923 -0.8015782 -0.7859232 -0.819042 -0.9042129 -0.7801329 -0.8105139 -0.7890133 -0.848561 -0.6202406 -0.867054 -0.7295252 -0.7563176 -0.7320044 -0.7268812 -0.8164923 -0.8015782 -0.7859232 -0.819042
75164 0.09678053 -0.1079357 0.08525747 0.16098494 -0.1470258 0.03818187 0.10886573 -0.2025213 0.03435165 0.04648704 0.10750238 0.12712029 0.00252993 0.12348792 0.04067165 0.09678053 -0.1079357 0.08525747 0.16098494 -0.1470258 0.03818187 0.10886573 -0.2025213 0.03435165 0.04648704 0.10750238 0.12712029 0.00252993 0.12348792 0.04067165
75210 -0.6607533 -0.606528 -0.4893199 -0.533848 -0.4362311 -0.6023898 -0.558448 -0.5850355 -0.7660969 -0.5844031 -0.6244924 -0.4433412 -0.5634 -0.613137 -0.5399103 -0.6607533 -0.606528 -0.4893199 -0.533848 -0.4362311 -0.6023898 -0.558448 -0.5850355 -0.7660969 -0.5844031 -0.6244924 -0.4433412 -0.5634 -0.613137 -0.5399103
75212 0.320929193 0.336891227 0.420895513 0.3667754 0.309412963 0.46940228 0.411921107 0.36273425 0.42032186 0.412021963 0.47186061 0.417351573 0.340703453 0.445272763 0.400429143 0.320929193 0.336891227 0.420895513 0.3667754 0.309412963 0.46940228 0.411921107 0.36273425 0.42032186 0.412021963 0.47186061 0.417351573 0.340703453 0.445272763 0.400429143
75234 0.600064985 0.39422622 0.630789195 0.622627785 0.37209154 0.578751475 0.480505765 0.505174105 0.544300705 0.600087765 0.511112385 0.53950821 0.57711427 0.63022238 0.52440013 0.600064985 0.39422622 0.630789195 0.622627785 0.37209154 0.578751475 0.480505765 0.505174105 0.544300705 0.600087765 0.511112385 0.53950821 0.57711427 0.63022238 0.52440013
75273 -1.632579 -1.4396707 -1.5359045 -1.4900756 -1.3368121 -1.3870437 -1.468569 -1.5787039 -1.5742031 -1.7136214 -1.5638505 -1.454702 -1.5025637 -1.6368386 -1.4586059 -1.632579 -1.4396707 -1.5359045 -1.4900756 -1.3368121 -1.3870437 -1.468569 -1.5787039 -1.5742031 -1.7136214 -1.5638505 -1.454702 -1.5025637 -1.6368386 -1.4586059
75292 -1.017876783 -1.101050843 -0.931445543 -0.883040887 -1.218500123 -0.85447749 -0.91321015 -0.918269103 -0.68951411 -0.897451653 -0.868655953 -0.892366097 -1.037874037 -0.90170851 -0.98968718 -1.017876783 -1.101050843 -0.931445543 -0.883040887 -1.218500123 -0.85447749 -0.91321015 -0.918269103 -0.68951411 -0.897451653 -0.868655953 -0.892366097 -1.037874037 -0.90170851 -0.98968718
75302 1.10063854 1.24352481 0.72850623 1.14370059 1.25138857 1.30639191 1.21737823 1.39637516 1.23756946 1.23747732 1.35379888 1.25470741 1.23513894 1.19598163 1.26241724 1.10063854 1.24352481 0.72850623 1.14370059 1.25138857 1.30639191 1.21737823 1.39637516 1.23756946 1.23747732 1.35379888 1.25470741 1.23513894 1.19598163 1.26241724
75311 0.274474265 0.24531239 0.165479795 0.21912342 0.39114941 0.285404935 0.279344525 0.202008245 0.246162325 0.28351659 0.156021445 0.29705753 0.275946385 0.112371835 0.249545465 0.274474265 0.24531239 0.165479795 0.21912342 0.39114941 0.285404935 0.279344525 0.202008245 0.246162325 0.28351659 0.156021445 0.29705753 0.275946385 0.112371835 0.249545465
75316 -0.0637776 0.08533339 -0.1055566 0.06593872 0.01424228 -0.0784628 0.08239263 0.05058695 0.04037381 -0.1893207 0.04136864 0.15897178 0.06115333 -0.0245073 0.08841829 -0.0637776 0.08533339 -0.1055566 0.06593872 0.01424228 -0.0784628 0.08239263 0.05058695 0.04037381 -0.1893207 0.04136864 0.15897178 0.06115333 -0.0245073 0.08841829
75320 0.28608239 0.343383175 0.324856538 0.322425053 0.290078618 0.34523598 0.383260835 0.38854198 0.34346318 0.321337603 0.313952113 0.379838573 0.343324255 0.34595843 0.36780994 0.28608239 0.343383175 0.324856538 0.322425053 0.290078618 0.34523598 0.383260835 0.38854198 0.34346318 0.321337603 0.313952113 0.379838573 0.343324255 0.34595843 0.36780994
75339 0.681444355 0.59014151 0.57218927 0.524601465 0.53750247 0.508584335 0.45999215 0.532791065 0.577288385 0.55092053 0.4781272 0.497912285 0.560731495 0.57260808 0.55976272 0.681444355 0.59014151 0.57218927 0.524601465 0.53750247 0.508584335 0.45999215 0.532791065 0.577288385 0.55092053 0.4781272 0.497912285 0.560731495 0.57260808 0.55976272
75359 -0.7623582 -0.4748225 -0.4627534 -0.5871267 -0.479008 -0.493596 -0.4802946 -0.3512151 -0.4383147 -0.5583673 -0.5703473 -0.3429186 -0.4114812 -0.3301509 -0.5273918 -0.7623582 -0.4748225 -0.4627534 -0.5871267 -0.479008 -0.493596 -0.4802946 -0.3512151 -0.4383147 -0.5583673 -0.5703473 -0.3429186 -0.4114812 -0.3301509 -0.5273918
75396 0.48655599 0.44552973 0.39886875 0.22101708 0.33955472 0.54464308 0.36369866 0.52353747 0.62554129 0.29762154 0.32243224 0.44471605 0.45497557 0.75806949 0.28901923 0.48655599 0.44552973 0.39886875 0.22101708 0.33955472 0.54464308 0.36369866 0.52353747 0.62554129 0.29762154 0.32243224 0.44471605 0.45497557 0.75806949 0.28901923
75398 -0.0873706 -0.4077539 -0.1258235 -0.2404069 -0.2781451 -0.3247927 -0.3177906 -0.375271 -0.1212268 -0.0572852 -0.3992107 -0.2986623 -0.2672389 -0.1718903 -0.3286853 -0.0873706 -0.4077539 -0.1258235 -0.2404069 -0.2781451 -0.3247927 -0.3177906 -0.375271 -0.1212268 -0.0572852 -0.3992107 -0.2986623 -0.2672389 -0.1718903 -0.3286853
75406 0.40470785 0.51153985 0.46890893 0.50849889 0.42706133 0.55191482 0.50722145 0.4423153 0.54033817 0.52974161 0.54732076 0.47092471 0.46396388 0.48792671 0.64717898 0.40470785 0.51153985 0.46890893 0.50849889 0.42706133 0.55191482 0.50722145 0.4423153 0.54033817 0.52974161 0.54732076 0.47092471 0.46396388 0.48792671 0.64717898
75410 -0.3535989 -0.5910134 -0.3718226 -0.3556274 -0.5918968 -0.5203468 -0.7030335 -0.5273836 -0.4714678 -0.535177 -0.4263741 -0.5971901 -0.5506623 -0.4370444 -0.7703315 -0.3535989 -0.5910134 -0.3718226 -0.3556274 -0.5918968 -0.5203468 -0.7030335 -0.5273836 -0.4714678 -0.535177 -0.4263741 -0.5971901 -0.5506623 -0.4370444 -0.7703315
75415 -2.8652718 -5.1579142 -2.810542 -3.7604448 -2.5625059 -3.459526 -2.4280323 -2.9480089 -2.6457308 -2.890586 -2.8619982 -2.5035688 -2.5061252 -2.5372861 -3.7923909 -2.8652718 -5.1579142 -2.810542 -3.7604448 -2.5625059 -3.459526 -2.4280323 -2.9480089 -2.6457308 -2.890586 -2.8619982 -2.5035688 -2.5061252 -2.5372861 -3.7923909
75416 0.41057585 0.106513035 0.324713775 0.40201082 0.39133673 0.301821625 0.30542517 0.230148155 0.24490707 0.44636505 0.10694893 0.31485994 0.296279845 0.285341665 0.26705969 0.41057585 0.106513035 0.324713775 0.40201082 0.39133673 0.301821625 0.30542517 0.230148155 0.24490707 0.44636505 0.10694893 0.31485994 0.296279845 0.285341665 0.26705969
75420 0.30100408 0.37366691 0.36606696 0.16006145 0.42870476 0.35121146 0.36344117 0.36171427 0.31233044 0.19116142 0.4859706 0.51556395 0.30559433 0.28856497 0.32201048 0.30100408 0.37366691 0.36606696 0.16006145 0.42870476 0.35121146 0.36344117 0.36171427 0.31233044 0.19116142 0.4859706 0.51556395 0.30559433 0.28856497 0.32201048
75422 -0.738103 -0.9704267 -0.8582279 -1.2107916 -0.9530069 -0.9914365 -1.0476666 -0.9761983 -0.7728974 -0.9144588 -1.1915098 -0.9748116 -0.8889831 -0.8030404 -0.9856057 -0.738103 -0.9704267 -0.8582279 -1.2107916 -0.9530069 -0.9914365 -1.0476666 -0.9761983 -0.7728974 -0.9144588 -1.1915098 -0.9748116 -0.8889831 -0.8030404 -0.9856057
