Gene	AdFA2a	AdFA2b	AdFA2c	AdFA2d	AdFA2e	AdFA3a	AdFA3b	AdFA3c	AdFA3d	AdFA3e	AdFA4a	AdFA4b	AdFA4c	AdFA4d	AdFA4e	AdMA2a	AdMA2b	AdMA2c	AdMA2d	AdMA2e	AdMA3a	AdMA3b	AdMA3c	AdMA3d	AdMA3e	AdMA4a	AdMA4b	AdMA4c	AdMA4d	AdMA4e
65945 -0.242512455 -0.022947605 -0.142336785 0.04669725 -0.15974415 -0.186271945 -0.185952475 -0.095935695 -0.044297915 -0.05256619 -0.16800582 -0.125317805 -0.236165125 0.01994013 0.07918995 -0.140543695 -0.071364135 -0.015867615 -0.025744485 -0.050591235 -0.15598253 -0.00484708 -0.262366585 -0.14934677 -0.106993385 -0.337287045 -0.255034855 -0.091961665 0.026774405 0.12078208
65960 -0.125579375 -0.220525505 -0.042936365 -0.114638805 -0.06359122 -0.273101735 -0.137508 -0.204666095 -0.12157452 -0.033456245 -0.2630972 -0.17304074 -0.30615043 -0.2269409 -0.22708135 -0.43954446 -0.38339783 -0.22240181 -0.249885425 -0.314886345 -0.429715845 -0.12265713 -0.33269919 -0.218487745 -0.052498825 -0.23383282 -0.23374906 -0.58555608 -0.993476545 -0.12653084
65963 0.19970942 -0.2975254 0.05795711 -0.0932513 0.30503724 0.08592866 0.20722874 0.14694005 0.26770136 0.07417058 0.00377578 0.19488301 0.14949102 0.10766803 -0.1068643 -0.0434363 -0.027022 0.27337021 0.06214926 0.15474245 -0.0017791 0.00150575 -0.0081543 0.01427507 0.00496959 0.0272039 0.31223717 0.044872 -0.0535294 0.08539324
65969 1.51832686 1.66889785 1.57296161 1.5148089 1.44775239 1.42473627 1.53936788 1.37819653 1.61241609 1.6614613 1.41815931 1.37302946 1.43874439 1.48858834 1.34108187 1.43688144 1.46982015 1.42012747 1.44587749 1.62013576 1.37402556 1.1982475 1.38034497 1.5122491 1.60312218 1.2675956 1.42154079 1.40585292 1.39699936 1.48182725
65970 0.30529328 0.292022543 0.274621727 0.34195322 0.484067793 0.231177533 0.367560493 0.27908859 0.355472363 0.416337667 0.323994787 0.194461857 0.30995551 0.338444303 0.283289157 0.21875266 0.269119603 0.248427967 0.324348433 0.29869227 0.253599243 0.396398557 0.183176203 0.31169248 0.42238932 0.37789175 0.223918313 0.259610073 0.163784813 0.36193731
65973 -0.1588562 -0.3337992 -0.1888892 -0.1911015 -0.1069704 -0.3394648 -0.0986758 -0.0480747 -0.0524072 -0.2728877 -0.2115261 -0.12686 -0.1668571 -0.5080672 -0.4363212 -0.2879474 -0.2385431 -0.0811885 -0.1762024 -0.3202878 -0.5051547 -0.2869466 -0.188277 -0.3735596 -0.224888 -0.4265216 -0.2822821 -0.2359369 -0.281048 -0.1578484
66043 0.50450085 0.38272252 0.45032198 0.50153778 0.75470919 0.63122182 0.49243283 0.67650209 0.64073909 0.35586037 0.67785502 0.34461622 0.57380424 0.64437231 0.46771207 0.30914247 0.39874774 0.48652017 0.5796941 0.60159339 0.55660424 0.53784663 0.54167695 0.35055849 0.50196682 0.58888001 0.59999621 0.40047694 0.35107422 0.91290157
66044 -1.4848472 -1.1529038 -1.4291074 -1.2723134 -2.5867297 -1.2860629 -1.3467608 -1.4955609 -0.8296122 -1.1214187 -0.9653667 -1.4254188 -2.8982726 -0.9299354 -1.3164618 -2.0316848 -1.1978251 -0.8495296 -0.9681325 -2.7575372 -0.958127 -0.6917024 -1.1658263 -0.9825116 -1.1701809 -1.4011268 -1.7818924 -1.2701362 -1.1598986 -1.1145015
66046 -0.57915445 -0.6315112 -0.49247362 -0.61618855 -0.5943526 -0.54415845 -0.6021968 -0.53554425 -0.495419475 -0.525860975 -0.623328 -0.58174425 -0.7704043 -0.66252515 -0.8034065 -0.3477939 -0.6723353 -0.73961185 -0.71385535 -0.4406746 -0.59930075 -0.69577475 -0.60031265 -0.67009245 -0.5396234 -0.79581575 -0.5832645 -0.51238725 -0.5835201 -0.4629118
66048 0.55379501 0.49245185 0.52155444 0.41853095 0.50622744 0.60996162 0.65740987 0.70379969 0.49892892 0.57496829 0.67756413 0.71738993 0.55449576 0.273879 0.61913286 0.42201767 0.51982636 0.44731328 0.17116801 0.52311546 0.30135663 0.48984465 0.66391545 0.1013152 0.2921401 0.58401275 0.65951169 0.51774491 0.41768655 0.37090778
66049 1.25418124 1.14108717 1.25685307 1.37699423 1.45148531 1.13545899 1.15976652 1.25121733 1.47814699 1.26138775 1.28425964 1.14060176 1.42179012 1.41369583 1.14988444 1.24277285 1.16469158 1.3895049 1.453445 1.29223619 1.41552163 1.19036234 1.22528131 1.24099664 1.31028772 1.09514444 1.26351686 1.03010598 1.0545005 1.55770895
66052 -0.656163 -0.6480931 -0.7098923 -0.7552959 -0.4700168 -0.4943695 -0.3929439 -0.5666148 -1.3092335 -0.5978686 -0.2861737 -0.3262442 -0.3686341 -0.4195302 -0.3291482 -1.042604 -0.4081683 -0.1787991 -0.9403939 -0.6594555 -0.8504031 -0.6181222 -0.5932748 -1.0156209 -0.8303078 -0.5696556 -0.2455081 -0.6261697 -0.6315843 -0.6635277
66054 1.12229531 1.01378624 0.95692391 0.84728637 1.02569387 1.11769187 1.02110067 1.22860894 0.97627603 0.9065937 1.14933693 1.12937432 0.93592534 0.86545603 1.01759403 0.9368627 0.92678914 0.94933186 0.84347595 0.75092874 0.88730424 0.79291632 1.10715053 0.84779527 0.67010184 1.11533363 0.96205507 0.99730785 1.00750922 0.8310552
66055 -0.50871515 -0.4584741 -0.4289949 -0.45918285 -0.61696035 -0.4700247 -0.5064615 -0.51970535 -0.45737475 -0.4720235 -0.4344836 -0.4957087 -0.5794165 -0.5055203 -0.52503855 -0.3208009 -0.48293005 -0.6461958 -0.52051915 -0.4892387 -0.4283154 -0.5194319 -0.3978202 -0.37350955 -0.375261 -0.48813955 -0.5148343 -0.568447 -0.51696265 -0.39176645
66058 -0.3197472 -0.2439425 -0.1589081 -0.0943675 -0.3227668 -0.2293813 -0.3736473 -0.350219 -0.3466467 -0.210575 -0.234257 -0.1802933 -0.4284337 -0.1740492 -0.2018465 -0.3556162 -0.2227198 -0.103658 -0.2124338 -0.2212121 -0.4024286 -0.4372267 -0.1712278 -0.4087011 -0.1892289 -0.4790979 -0.3639516 -0.3289815 -0.4483438 -0.2959065
66059 -0.524067 -0.4114391 -0.5960268 -0.6532876 -0.6116308 -0.191044 -0.39154 -0.2028955 -0.6127723 -0.6586625 -0.2470482 -0.4172478 -0.4929146 -0.5726113 -0.4605618 -0.3568383 -0.3497396 -0.5176356 -0.5357403 -0.6888282 -0.316794 -0.3056908 -0.4174618 -0.5549574 -0.5827491 -0.2532258 -0.4739185 -0.3398237 -0.7233404 -0.6127741
66061 -0.1124798 -0.4528095 -0.0297468 -0.0925637 -0.1992344 -0.1556462 -0.2608814 -0.3866107 -0.2761991 -0.2877865 -0.4560047 -0.102449 -0.0970686 -0.1754676 -0.2431615 -0.741738 -0.3399396 -0.1542123 -0.5492946 -0.3760449 -0.4142212 -0.4600523 -0.3345903 -0.4759588 -0.4206339 -0.24657 0.0519815 -0.4341309 -0.5015493 -0.6590336
66067 -1.1285859 -1.2883709 -1.2176537 -1.0758336 -0.8255729 -0.8561027 -0.7018651 -0.4768813 -0.4633027 -1.0308975 -0.7750375 -0.8773518 -1.3183211 -0.8343925 -0.5496163 -0.6400706 -0.8182078 -0.8783825 -0.9743482 -1.1808901 -0.887876 -0.3454809 -1.7068144 -0.9836039 -1.3790833 -1.511821 -0.6803468 -1.6842923 -0.1738736 -0.6302939
66069 -1.1969663 -1.186008 -1.2796015 -0.8967464 -0.7287392 -1.0684106 -1.1933863 -0.8345209 -0.9379496 -1.0822182 -1.02634 -0.9233836 -0.8782871 -1.0745419 -1.1520657 -1.0777064 -1.2928825 -1.0397437 -0.9145008 -1.009097 -0.91915 -1.2633792 -0.9134215 -1.0438279 -0.9652251 -1.1784223 -0.928043 -1.2665713 -1.288383 -0.7913191
66070 0.23251706 0.38802907 0.17203695 0.38570173 0.52212237 0.20174454 0.47806214 0.41006389 0.49880618 0.3064042 0.39365916 0.15818937 0.23282126 0.2987473 0.16534453 0.36891732 0.16198043 0.29391111 0.45947138 0.48483687 0.45791353 0.89269648 0.31257366 0.37919935 0.34638234 0.01506624 0.05377369 0.41597957 0.47217144 0.53062397
66072 0.4283082 0.50474683 0.2855072 0.28081567 0.333543995 0.75326238 0.38559284 0.507414085 0.2301523 0.369710575 0.655006805 0.41704168 0.23066398 0.3246611 0.52507009 0.39369219 0.63831937 0.33372619 0.239880775 0.201767315 0.21990539 0.315934065 0.44544719 0.116142665 0.269077515 0.552535935 0.399845245 0.445509025 0.311933485 0.18966414
66074 -0.411211255 -0.82999374 -0.196652805 -0.363058065 -0.44819404 -0.6276648 -1.18076855 -0.582000595 -0.35086095 -0.45563032 -0.662108115 -0.47194302 -1.12050897 -0.437419015 -0.719382435 -0.59020725 -0.581176255 -0.33021519 -0.64262944 -0.36531474 -0.465593845 -0.968130295 -0.19068773 -0.51233157 -0.395445955 -0.38701487 -0.501196105 -0.54715422 -0.798198875 -0.546630945
66075 1.055311155 1.099425505 0.987534135 1.01414564 1.014531825 1.19753781 1.08460603 1.012815075 0.909993985 0.81507112 1.092770015 1.045700045 0.967579235 0.864630895 1.123268695 1.097285845 1.198994315 0.86579395 1.001262945 0.94144212 1.036061095 0.999546185 1.113082115 1.02407229 0.94337153 1.15737898 0.98882914 1.161041165 1.09655208 0.91419759
66077 0.35654088 0.27265717 0.28604262 0.36611974 0.47329947 0.44792519 0.38325621 0.44015201 0.58430489 0.36346848 0.56464276 0.44359804 0.50090579 0.51339408 0.30395666 0.22658307 0.32806859 0.48306333 0.53073273 0.48005755 0.49676466 0.48412804 0.3695422 0.43847509 0.54018579 0.34070566 0.37344304 0.32140304 0.17447463 0.65236375
66078 0.14724754 0.38222346 0.26848345 0.31052198 0.30609859 0.24581776 0.29750239 0.36416624 0.09869513 0.25792183 0.2351873 0.26960246 0.23000286 0.19557862 0.10404567 0.47332334 0.22214327 -0.3067492 0.27420764 0.52982328 0.52443425 0.48753201 0.53310571 0.44541908 0.42381602 0.08427174 0.2985686 0.44602958 0.50312312 0.33094483
66083 -0.3383259 -0.3585294 -0.3669132 -0.4363421 -0.2507375 -0.305871 -0.2648871 -0.3609338 -0.4178498 -0.4296492 -0.4878343 -0.3429031 -0.4955077 -0.4735591 -0.5448412 -0.4536163 -0.4928671 -0.3643079 -0.3305828 -0.5227792 -0.1883639 -0.4951415 -0.4381271 -0.3554063 -0.7008861 -0.5279645 -0.4316553 -0.3999617 -0.5202127 -0.5404862
66085 -0.4087042 -0.495264 -0.4445206 -0.3797216 -0.391205 -0.292158 -0.2696339 -0.3494423 -0.5420852 -0.2801604 -0.3803699 -0.1699242 -0.3357121 -0.4205551 -0.4781173 -0.8609564 -0.3020575 -0.648069 -0.3096409 -0.5073737 -0.3602041 -0.4114771 -0.3633029 -0.530785 -0.4898601 -0.3738533 -0.3887149 -0.4213717 -0.1833277 -0.5715608
66087 0.23970582 0.15083741 0.12926834 -0.025646 0.09768554 0.61318509 0.25116012 0.22437343 -0.1221003 0.0881566 0.63922076 0.2297675 0.03174722 -0.006837 0.3583455 0.27310326 0.4712472 -0.014643 -0.0128077 -0.2113501 -0.0094692 0.29739493 0.35198476 -0.0048419 -0.2767094 0.63829764 0.14242595 0.32057621 0.06426443 -0.1810649
66089 -0.6789052 -0.5100568 -0.6442535 -0.5575596 -0.6470422 -0.4372837 -0.5735235 -0.5763072 -1.0613249 -0.6698479 -0.4231598 -0.5862773 -0.5559294 -0.4279023 -0.4461836 -0.5475737 -0.1686115 -0.3399881 -0.381678 -0.5300047 -0.7787829 -0.6040765 -0.221477 -0.7141703 -0.5462629 -0.580668 -0.6369276 -0.4501774 -0.3868997 -0.5999422
66090 -0.9597076 -0.7561779 -1.0852106 -1.0446279 -1.140072 -0.7799278 -0.7477996 -0.954069 -1.0872301 -1.0347447 -0.7924241 -0.9764455 -0.6340165 -1.1075948 -0.7617828 -0.8483236 -0.8491054 -1.0340197 -0.993746 -1.3221045 -0.666574 -0.8570964 -0.7518085 -0.9936634 -1.2442534 -0.8106531 -1.2044704 -0.9800759 -1.0444983 -0.9589079
66092 -0.073788225 -0.12949846 -0.154988075 -0.06889995 -0.136748645 -0.118131015 -0.09085732 -0.08341836 -0.036675415 0.03285608 -0.19349115 -0.04491855 -0.31010191 -0.079859085 -0.4813338 -0.284802325 -0.257906215 -0.235573195 -0.271698695 0.034143395 -0.094984325 -0.205868515 -0.213517715 -0.209652235 0.07073833 -0.37161424 -0.108636275 -0.172744525 -0.15630374 -0.066536885
66098 -0.0782568 -0.1105738 0.00872311 -0.2981305 -0.0474378 -0.1650502 -0.0573787 -0.1219518 -0.0922056 0.06050479 -0.1669817 -0.1016109 -0.21923 -0.2403123 -0.4198542 -0.2328115 -0.1268779 -0.0337849 -0.2186002 -0.1954662 -0.1849335 -0.2323423 -0.1111327 -0.1311087 0.02366658 -0.2595386 -0.3320404 -0.0819505 -0.1773779 -0.2266516
66101 -0.59675935 -0.6511962 -0.4762853 -0.4453029 -0.5615135 -0.49184695 -0.5599054 -0.4355858 -0.5246884 -0.60558095 -0.4336213 -0.426847945 -0.2440285 -0.4559294 -0.53564345 -0.2996082 -0.29190025 -0.29187445 -0.3434279 -0.62086535 -0.67287055 -0.5045098 -0.42737145 -0.41982725 -0.3421009 -0.49413145 -0.477352665 -0.44225955 -0.40536825 -0.38911955
66105 0.42481241 0.261141605 0.237985025 -0.067525925 0.090689325 0.16086749 0.337164035 0.438412835 -0.02496359 0.244293225 0.00980272 0.20137672 -0.02177035 -0.147329885 0.115557015 -0.234587215 0.19362473 -0.044450045 -0.13609626 -0.068155385 -0.062718485 0.246138035 0.007151765 -0.012935415 0.000944215 0.39715662 -0.07804237 0.38661423 0.27155332 -0.34710489
66114 0.17313045 0.17929739 0.03670942 0.07867861 0.0588069 0.20607267 0.23692739 0.28218844 -0.1022348 0.003985 0.17608942 0.1367488 0.15075155 -0.1676518 -0.2661589 0.20133671 0.21763984 0.18749099 -0.1217238 0.01645631 -0.0983747 0.1478257 0.16665167 0.06410686 0.03248779 0.0503476 0.24351629 0.18827062 0.03564996 -0.0244551
66118 1.35354928 1.50291884 1.39789961 1.46457664 1.31090726 1.45368335 1.46759724 1.38385499 1.54220691 1.47696496 1.32837362 1.41758667 1.35177305 1.54486889 1.61204217 1.38559975 1.37650764 1.50498378 1.51200189 1.50095863 1.34325215 1.52010288 1.35461241 1.61151668 1.50476624 1.17078849 1.36259846 1.44340944 1.08543001 1.51709764
66120 -1.324054 -0.9796965 -1.3922787 -1.3762893 -1.5727672 -1.3110778 -1.7115595 -1.3480062 -1.2860267 -1.1605106 -1.433692 -1.4205457 -1.1896497 -1.2517009 -1.0929269 -0.1648538 -1.414785 -1.0391551 -1.2513573 -1.4011288 -1.7179768 -1.2132643 -1.5425792 -1.5045785 -1.3083923 -1.5217698 -1.5280654 -1.44328 -1.5447737 -1.0983389
66124 0.15614581 0.28239433 0.27249515 0.340507 -0.0351397 -0.0074888 0.00404832 -0.0323524 0.06069529 0.09282901 0.14903675 0.02425418 -0.0232176 0.27415169 0.07800694 -0.07971 0.10156701 0.15998152 0.34439075 0.13807144 -0.0991427 0.17100352 0.00951799 0.1777753 0.15934753 0.09925166 0.13512265 0.03202152 -0.1955169 0.03529659
66125 -0.8092897 -0.7616051 -0.9746191 -0.7022555 -1.0614194 -0.7267926 -0.945414 -0.9746391 -1.0554417 -0.8394522 -0.9114242 -0.7488012 -0.8647442 -1.0573941 -0.8204843 -1.0718292 -0.7781217 -0.6741411 -0.7817142 -1.1080799 -0.9734613 -1.05229 -0.9247087 -1.1181182 -0.9202018 -1.1340586 -0.8219373 -0.9708735 -0.9460084 -1.073088
66126 0.49248136 0.45424439 0.47905338 0.38759796 0.516873 0.75992354 0.70462523 0.66919546 0.34535599 0.15566659 0.69570099 0.79452354 0.6194199 0.53180219 0.78121923 0.50191207 0.47023059 0.47637012 0.08333461 0.33612511 0.07324459 0.56218096 0.64597792 0.36997951 0.13600857 0.47433201 0.68552806 0.49175097 0.44442209 0.23809504
66128 -0.23892 -0.0810374 0.07224646 -0.1877313 -0.0669127 -0.3168397 -0.5547914 -0.1143569 -0.0071864 -0.1384701 -0.2512381 -0.2660438 -0.1235124 -0.1365175 -0.3302515 -0.2033553 -0.0961718 -0.1254984 -0.2110634 -0.1067995 -0.2904167 -0.2824869 -0.2235232 -0.0528901 0.13929613 -0.5172433 -0.1015218 -0.1617666 -0.2514598 -0.1937244
66131 -1.6702734 -1.5608279 -1.5825133 -1.2686358 -1.4741371 -1.4785923 -1.6089652 -2.3117112 -1.3798992 -1.292344 -1.34632 -1.4293881 -1.1849557 -1.6424402 -1.5269434 -1.5351057 -1.6944158 -4.1072914 -1.8430271 -2.7575372 -1.0704679 -1.1361667 -1.3910947 -1.7732979 -2.1841249 -1.9083862 -0.2323562 -1.7605745 -1.2447797 -2.1582544
66132 1.34881228 1.51490669 0.94741538 1.59904583 1.27873529 1.14432924 1.37675562 1.53756535 1.21580248 1.4881273 1.30357244 1.2792072 1.51462817 1.64893248 1.65535872 1.40773983 1.3149951 1.08145381 1.58824829 1.32750517 1.57552661 1.71474531 1.71297403 1.47158268 1.17987212 1.47342634 1.01461257 1.80039618 1.69760651 1.4040518
66141 -0.6298404 -0.4792316 -0.3996585 -0.4079627 -0.4335978 -0.3669079 -0.4010495 -0.5399453 -0.5705872 -0.6789214 -0.4387256 -0.2693349 -0.4039277 -0.4841453 -0.4856258 -0.4901767 -0.4953598 -0.2985714 -0.7800156 -0.5011979 -0.6519863 -0.7904755 -0.4984356 -0.9452946 -0.3603182 -0.4662745 -0.4896803 -0.5370493 -0.5212826 -0.3914571
66142 -1.0284152 -1.0068059 -1.1677832 -1.2264239 -1.2076368 -1.0251392 -0.969844 -0.9752704 -0.7197881 -1.4415017 -0.9763658 -0.5867407 -1.060303 -1.1737404 -1.1526907 -1.1258979 -0.9671456 -1.1312665 -0.9584125 -1.0575093 -1.0879341 -1.1827311 -1.0805087 -1.0224818 -1.1737567 -1.0303349 -0.8155999 -1.0367265 -1.0575974 -1.3080564
66146 -0.01360745 -0.11225208 -0.003116675 -0.058746855 0.081524885 0.122603185 0.072626825 0.043364515 0.181054835 -0.026517 0.156647525 0.06716262 0.137052875 0.091922225 -0.07769526 -0.12608153 -0.0490479 0.1704906 0.16041797 -0.14652805 -0.1278426 -0.121978305 -0.057055285 0.04227645 0.052728175 -0.08219335 0.047748225 0.045934585 -0.01747651 0.022770465
66147 0.68898284 0.60986317 0.60510133 0.75721519 0.8631318 0.73717541 0.59808059 0.8607647 0.65062103 0.59691209 0.87698611 0.60669612 0.90359656 0.85886554 0.75784849 0.7821337 0.53805608 0.7099481 0.70718751 0.75068329 0.89596192 0.78836594 0.7838019 0.57490067 0.76445449 0.87042647 0.72377628 0.60815204 0.54110711 1.01003795
66148 -1.4301332 -1.3938743 -1.4600683 -1.3921874 -1.3877057 -1.1970141 -1.2806344 -1.603756 -1.4029334 -1.3991669 -1.5444792 -1.6393641 -1.5407635 -1.5869908 -1.3483814 -1.3196045 -1.4621675 -2.427165 -1.4285219 -1.9430873 -1.4768536 -1.7408917 -1.3832645 -1.5132412 -1.3968075 -1.2660658 -1.8300559 -1.4041236 -1.3436591 -1.5868414
66153 -1.3158204 -1.0234654 -1.0848888 -0.8405397 -0.7999921 -1.1756822 -1.3200311 -1.1219362 -0.9303709 -0.9026593 -1.0667985 -1.2742478 -0.5359906 -0.9015141 -0.803619 -1.1895828 -1.7392071 -1.0587529 -0.7095654 -0.458892 -0.4594832 -0.8204995 -1.1526405 -1.2410842 -0.8216672 -0.998358 -1.3636207 -0.997521 -0.586154 -0.5481086
66154 -0.8067034 -0.9323026 -0.9880244 -0.7984186 -1.0581728 -1.0193546 -1.1141047 -0.9180084 -0.9361676 -0.8596934 -1.0013434 -1.0414619 -0.9951491 -0.9710592 -1.0366563 -0.9444408 -1.1320711 -1.0466402 -0.9152822 -1.1040224 -0.8112714 -1.2262713 -0.8809184 -0.9568951 -1.0178132 -1.014187 -0.7980462 -0.9762403 -0.7781528 -1.0590494
66155 -2.38797725 -0.86911075 -1.2573977 -1.29024495 -1.66284105 -1.4674769 -1.46158735 -1.16935035 -1.61882185 -1.027624 -1.2180957 -1.0664617 -1.346247 -1.30102295 -1.02608735 -0.72216015 -0.96067595 -1.5105483 -1.25642515 -1.39144335 -1.59636545 -1.5004255 -1.09131225 -1.4373142 -1.3836567 -0.87486365 -1.4475089 -1.15902275 -1.826981 -1.4864015
66156 -0.9482381 -0.8997362 -0.8651215 -0.9747994 -0.8446706 -0.8477068 -0.7839668 -0.9672934 -0.2820482 -0.9018881 -0.7369334 -0.9212643 -0.6158225 -0.8696668 -0.5681884 -1.2966016 -0.9694475 -1.1155425 -0.7629197 -0.6740448 -0.4094631 -0.7986162 -1.1159712 -0.7806826 -0.8702915 -0.9777023 -0.7018222 -0.9419054 -0.4798774 -0.6836674
66161 0.36670535 0.23784287 0.71006038 0.21863999 0.32193077 0.15619236 0.38029751 0.33133904 0.1716353 0.19053718 0.27022417 0.23195814 0.20424345 0.25719169 0.12212061 0.26269103 0.27974549 0.35323799 0.50376906 0.17951278 0.21434671 0.28185773 0.08565543 0.19403804 0.18057107 0.30567065 0.18822237 0.21664685 0.16556403 0.06175443
66162 -0.717983 -0.8053347 -0.9292467 -1.2529998 -0.7781977 -0.8473068 -0.6525147 -0.483632 -1.1629439 -1.1082011 -0.9626039 -0.8099549 -1.1052059 -1.124013 -1.0507463 -1.0955227 -0.7415012 -1.0156374 -1.30359 -1.2687304 -0.9328611 -0.8024279 -1.0193613 -1.1539909 -1.3679429 -0.520948 -1.2429347 -0.9315854 -0.7703332 -1.212103
66164 0.243558065 0.03154971 0.229156365 0.217622585 0.254819345 0.06480467 0.34620271 0.108122885 0.24877153 0.11286924 -0.019969605 0.45384819 -0.018693785 0.13968744 0.057732915 0.16930285 -0.037457975 0.16109177 0.039152275 0.20558878 0.464606425 0.121251845 0.064641585 0.213224585 0.46944731 0.11884983 0.28428959 0.4023238 0.36381438 0.106473665
66168 1.80987441 1.63881015 1.76837269 1.60724397 1.77189129 1.82739921 1.57713291 1.71165081 1.60778291 1.66119532 1.78339221 1.68643389 1.70315853 1.56048638 1.84612395 1.79846092 1.70452072 1.54131551 1.40336616 1.57624075 1.75490735 1.58085746 1.6500362 1.51779095 1.47480347 1.87121404 1.7950519 1.65288593 1.75809113 1.48589211
66169 1.21398972 1.23972791 1.06716102 1.12191838 1.19293376 1.32014403 1.31432963 1.32235034 1.10480405 1.12998774 1.27614717 1.18755021 1.16010702 1.08691251 1.35756656 1.08407847 1.25441125 1.0007323 1.14459296 0.77262034 1.12539347 1.2437184 1.20195418 1.06169027 0.98224996 1.32947954 1.12950949 1.25479619 1.21272269 1.16455937
66172 -0.8906137 -0.9725637 -0.8272013 -0.7669823 -0.7054497 -1.0886989 -0.8903522 -0.9407339 -0.7246277 -0.8988887 -0.9419789 -0.6801974 -1.0127683 -0.945316 -0.691073 -0.9529884 -0.6474206 -1.2977985 -0.8417827 -0.4688419 -0.9828991 -0.9639337 -0.969411 -0.8339114 -1.0017496 -0.8036238 -0.6817352 -1.0860177 -0.1229053 -1.1204631
66174 0.9945026 0.95789039 1.00020727 0.79266986 0.87886695 0.90364845 0.97086601 0.89511025 0.83383516 0.91707336 0.86375799 0.9146385 0.76481962 0.78557082 0.81394366 0.95696871 0.98747521 0.13482511 0.79533794 0.93686728 0.82535163 0.82893255 1.03423959 0.9038156 0.87258663 1.02368595 0.84978016 1.06585054 1.06662567 0.74597382
66192 -0.1656565 -0.3795395 -0.3747621 -0.2320766 -0.1155881 -0.3249756 -0.0240147 0.02136032 -0.1114072 -0.4120907 -0.2158905 -0.0861423 -0.2822968 -0.2448327 -0.3736606 -0.1618382 -0.0165147 -0.1758717 -0.2650011 -0.3136281 -0.3817698 -0.195841 -0.3007952 -0.1710748 -0.2653039 -0.3334279 -0.1590445 -0.2481087 -0.2247702 -0.0390319
66193 -0.194197 -0.0583246 -0.2190752 -0.2764491 -0.0439901 -0.1426966 0.07692652 0.01368722 -0.0443586 -0.2073865 -0.1399445 -0.1397411 -0.0130067 -0.1182469 -0.1411333 -0.2068443 -0.2061543 -0.0456124 -0.1666402 -0.0232731 -0.1377041 -0.0476442 -0.1780555 -0.1306569 -0.160752 -0.2856581 -0.0178224 -0.1793202 -0.2018514 -0.0217406
66194 1.2156012 1.21035213 1.27989794 1.39617352 1.17019854 0.94256546 1.20909518 0.97655001 1.30851374 1.2544704 1.03425181 1.24790217 1.20941652 1.33150624 1.04694852 1.2840115 1.12560648 1.27007111 1.38448395 1.5175392 1.21912122 1.26924534 1.18588904 1.46651183 1.47232265 1.1014913 1.07683603 1.22096647 1.15467055 1.19559613
66197 -1.0465224 -1.0225716 -0.8791395 -1.125263 -1.0035967 -1.1991703 -1.4299161 -1.069458 -0.8273872 -1.0517248 -1.3179045 -1.1168809 -1.1615243 -0.9817661 -1.0009042 -1.1409343 -1.0387704 -1.1513537 -0.9305964 -0.9467628 -1.4135079 -1.2626992 -1.0588846 -1.2090609 -0.980576 -0.9757418 -1.5486171 -0.8659101 -1.1364819 -1.4529374
66201 0.549554893 0.542276843 0.395711633 0.562359615 0.557856565 0.356914313 0.497737003 0.47317862 0.547675935 0.492130988 0.38847825 0.377413083 0.476616875 0.54078659 0.473182745 0.435334903 0.45247109 0.443466348 0.572281838 0.518346695 0.35671842 0.510661868 0.517591698 0.526095268 0.478325995 0.421292893 0.36788957 0.585463578 0.513870265 0.585538473
66206 -0.194109 -0.4673912 -0.0448181 -0.3439642 -0.0078213 -0.2570645 -0.1675937 -0.2662643 -0.1730212 -0.3594555 -0.2782015 -0.2931539 -0.2319078 -0.1710045 -0.2335747 -0.1463959 -0.0759871 -0.1412619 -0.1558962 -0.2038665 -0.2519117 -0.0553012 0.01796033 -0.3066116 -0.1164766 0.29132436 -0.4232498 -0.1861466 -0.3439131 -0.0927589
66209 1.48329037 1.51111809 1.41459065 1.16910604 1.41558618 1.56901642 1.44788158 1.45759616 1.18195068 1.23900293 1.44133153 1.38226745 1.27658674 1.11791989 1.4919141 1.50553199 1.4356745 1.15553406 1.17965969 1.15721527 1.39141217 1.19813503 1.37741089 1.22592142 1.12385875 1.63443632 1.44320322 1.41881311 1.352984 1.0132869
66213 0.75272265 1.12351374 0.79047546 0.46180373 0.64679334 1.05860871 0.96335873 1.02843229 0.28079412 0.59962267 1.18810937 0.90153465 0.4436063 0.32827912 1.03583381 1.09917292 0.94589972 0.37392559 0.32423609 0.41486059 0.32268159 0.77225199 1.12663268 0.52390799 0.38731594 1.17421302 0.6838458 1.01834974 0.97992869 0.1957514
66218 -0.3241283 -0.3211111 -0.377994 -0.3394932 -0.7259705 -0.2821193 -0.4731635 -0.5841086 -0.3973136 -0.4557837 -0.3141743 -0.3465479 -0.4965829 -0.3810422 -0.2972145 -0.2374826 -0.3559244 -0.3762776 -0.5298903 -0.4036497 -0.4834003 -0.2100625 -0.4555657 -0.207609 -0.5873043 -0.2755534 -0.2303094 -0.4357804 -0.5434641 -0.4472069
66220 -0.4079498 -0.2627683 -0.0350529 -0.3633207 -0.0079221 -0.6740273 -0.1126711 -0.2618686 -0.097103 -0.2615748 -0.3848197 -0.215546 -0.1996041 -0.3305013 -0.3941791 0.15882059 -0.3861692 -0.5052778 -0.3408618 -0.2249551 -0.1172043 -0.208032 -0.3668758 -0.3171562 -0.1998958 -0.4947543 -0.2528625 -0.2552426 -0.0530044 -0.3892312
