Gene	MsFA2a	MsFA2b	MsFA2c	MsFA2d	MsFA2e	MsFA3a	MsFA3b	MsFA3c	MsFA3d	MsFA3e	MsFA4a	MsFA4b	MsFA4c	MsFA4d	MsFA4e	MsMA2a	MsMA2b	MsMA2c	MsMA2d	MsMA2e	MsMA3a	MsMA3b	MsMA3c	MsMA3d	MsMA3e	MsMA4a	MsMA4b	MsMA4c	MsMA4d	MsMA4e
140742 0.68022941 0.65159753 0.74242025 0.67344654 0.62119753 0.86172865 0.57541213 0.79568083 0.72334699 0.69431037 0.78808546 0.21828197 0.47923177 0.69425097 0.66475642 0.6251071 0.4940533 0.40855668 0.56559209 0.82145306 0.60043148 0.71196958 0.68176418 0.25346604 0.73635394 0.67999624 0.52143152 0.61442364 0.44799749 0.69347654
140780 0.299486495 0.49215977 0.458477735 0.561677585 0.56506117 0.708953015 0.08682856 0.630817915 0.45695379 0.358417685 0.21016596 0.366285245 0.3674713 0.575945905 0.59007682 0.593026365 0.385998395 0.34197385 0.48464937 0.631396405 0.27821817 0.54830581 0.601614015 0.009208025 0.28622375 0.347323005 0.4297017 0.609052175 0.085009845 0.50360164
140810 0.51243561 0.766022415 0.7722973 0.543278385 0.469173815 0.47339318 0.630395615 0.521002295 0.652165495 0.70900986 0.658830215 0.629540085 0.72222521 0.59889588 0.54909117 0.596869245 0.545617345 0.75160375 0.610245965 0.55498297 0.737814335 0.465426045 0.60516615 0.56492613 0.650079565 0.63087547 0.59921764 0.68515925 0.71464892 0.5943722
140858 0.598538403 0.61952956 0.630309435 0.708533733 0.658349098 0.556303573 0.683181855 0.608287395 0.664963538 0.61608891 0.72690659 0.720770653 0.723975675 0.71503669 0.690483928 0.63122642 0.67039612 0.719083555 0.7215295 0.617997253 0.678467845 0.67617705 0.656559073 0.86132612 0.55267742 0.641603958 0.673504578 0.613774868 0.70201703 0.74311339
140859 0.33504091 0.68300194 0.49732264 0.5511808 0.32498262 0.34512974 0.4557249 0.3602538 0.41433671 0.39092067 0.45959682 0.7647151 0.70659996 0.70285346 0.51272059 0.4853521 0.6018601 0.80168611 0.72300671 0.28807665 0.48604657 0.39573471 0.70373737 1.20374157 0.7231729 0.64728548 0.64373658 0.4519892 0.52553404 0.66525398
140887 -0.057196275 -0.01583212 0.016637775 0.060647145 0.00948694 -0.0299449 0.067161605 -0.15004576 0.006002105 -0.04858657 -0.133727105 0.12044895 0.13217911 0.11457433 0.03908144 0.00732933 0.16223204 0.17788382 0.07370073 -0.085726765 -0.043626925 -0.02707336 0.087940855 0.326099355 0.02919688 0.133826115 0.140860155 0.03439769 0.074999095 -0.04559784
140904 -0.5687382 0.23163252 -0.1316474 0.04132846 -0.6665112 -0.3703925 -0.3325528 -0.4410534 -0.0914805 -0.1983356 -0.2319539 -0.1281641 -0.0536143 0.03427275 -0.4681646 -0.2234773 0.08497533 0.10002405 0.09798323 -0.3257924 0.02934908 -0.3763945 0.05626162 0.22257724 0.0846431 0.17211327 -0.151325 -0.2647015 -0.2326684 -0.0197427
140919 -0.164847 -0.0052144 -0.1265945 -0.2004206 -0.0452543 -0.243985 -0.0175597 -0.1501926 -0.0255829 -0.0206335 -0.0880051 0.19494256 0.25603148 -0.0311738 -0.0091495 -0.065291 -0.1296886 0.16908291 -0.1430192 -0.257843 0.05443174 -0.086787 -0.1230395 0.25480588 -0.0315839 -0.0752274 0.13673724 -0.0540628 0.01349869 -0.0244617
142682 -0.3993702 -0.6130957 -0.6044717 -0.9084206 -0.8720487 -0.5931565 -0.4379317 -0.5529176 -0.9336103 -0.7579838 -0.969001 -0.350197 -0.3228346 -0.7059014 -0.8544575 -0.7357124 -0.3516388 -0.325458 -0.707086 -0.7080084 -0.9056111 -0.8322452 -0.4390231 -0.4472084 -0.8935055 -0.5618566 -0.3393984 -0.5191906 -0.4351218 -0.6695641
142688 0.9988643 0.95850373 0.76077438 0.73834692 0.80583274 0.5998238 0.93935157 0.78507439 0.87550252 0.93375465 0.90682065 0.9687615 0.89480074 0.79715219 0.804835 0.96450992 0.7634389 0.92480715 0.86138773 0.75751474 0.742235 0.75221152 0.95858313 1.04787631 0.85862254 0.74758495 0.85396453 0.90443646 1.08529539 0.83685687
170439 -0.285726186 -0.390818672 -0.344175896 -0.272697586 -0.38322866 -0.290850134 -0.281762814 -0.37756128 -0.365675934 -0.358649584 -0.327731512 -0.229351512 -0.296941328 -0.331164016 -0.256630142 -0.398509442 -0.274391992 -0.387531916 -0.305635244 -0.334264132 -0.374873534 -0.315062426 -0.346826928 -0.274475478 -0.318269528 -0.305706672 -0.229896736 -0.348024264 -0.315186242 -0.309922486
170459 -0.9310227 -1.1445585 -1.0811372 -1.0033797 -1.0706319 -0.9004138 -1.0076769 -0.9025206 -0.9482637 -1.1143709 -1.2524997 -1.256743 -1.3369179 -1.0388886 -1.107158 -0.975672 -0.9065933 -1.1851982 -1.0887597 -0.9780775 -1.0514046 -1.130283 -1.0495252 -1.3361639 -1.1468386 -1.1155772 -1.0741342 -1.0586167 -1.0962108 -1.0218178
170460 -1.0414286 -1.3160229 -1.1722295 -1.1874841 -1.0480301 -0.8563333 -1.2110579 -1.0900244 -1.1949422 -1.2376372 -1.317922 -1.1817765 -1.2738212 -1.0767315 -1.2831707 -1.0009321 -1.1251059 -1.4220436 -1.1860768 -1.0759378 -1.3186141 -1.1956063 -1.1602614 -1.3083911 -1.1373174 -1.1626001 -0.9708973 -1.1414565 -1.3376668 -1.2100327
170644 -0.6016213 -1.0305724 -0.8515228 -0.9388676 -0.678461 -0.5287827 -0.8440519 -0.7140439 -0.8229292 -0.826044 -1.2810008 -1.0174936 -0.9869334 -0.9708279 -0.9816243 -0.6631363 -0.5736135 -0.8877559 -1.0986171 -0.6624789 -0.8701634 -0.7553113 -0.6907363 -1.1652339 -0.7011248 -0.6436963 -0.8115373 -0.5953425 -0.8735305 -0.8722344
170676 -0.6256427 -0.7990344 -1.0016425 -1.0332786 -0.7262132 -0.9625403 -0.709441 -0.5433326 -0.7670583 -0.8645471 -0.6676842 -1.0082113 -1.1022263 -1.048455 -0.8888944 -0.7374708 -1.0020408 -1.052248 -0.9109883 -0.7415582 -1.0506458 -0.8083896 -1.0586065 -1.069473 -1.1574817 -1.1759094 -1.0982184 -0.8704262 -0.8112118 -0.8939239
170706 -1.1072068 -1.136999 -0.9126284 -1.0355851 -1.158514 -0.9868631 -1.3509619 -1.0832292 -1.0037269 -1.0536212 -1.0854499 -0.9658054 -1.1390411 -1.1101125 -1.200289 -1.0110537 -0.9752752 -0.9213533 -0.9735159 -1.0464687 -0.8764135 -1.0451222 -1.3120537 -1.2220392 -1.1068059 -1.0289158 -1.0547237 -1.1012602 -1.127409 -0.9968301
170707 -0.171587593 -0.35692054 -0.24948867 -0.270221755 -0.245921295 -0.164790275 -0.202594433 -0.20954583 -0.285467423 -0.3149461 -0.384825358 -0.401352 -0.386019508 -0.29886389 -0.22192336 -0.32177113 -0.274233838 -0.32087111 -0.34978592 -0.223311288 -0.335802015 -0.2971148 -0.262115698 -0.444252945 -0.2371099 -0.315503928 -0.247853035 -0.23425802 -0.308233633 -0.40344566
170718 -0.1719966 -0.1375101 -0.10826875 -0.20672065 -0.00049576 -0.2257637 0.015882075 -0.1440683 -0.1051181 -0.068795455 0.028116135 -0.1720316 -0.2788778 -0.22101 -0.0907306 -0.1436469 -0.009400745 -0.35495765 -0.208761 0.024273425 -0.2816168 -0.01999946 -0.22530475 -0.19369615 -0.1493899 -0.310113 -0.14345975 -0.2094789 -0.11995115 -0.2417814
170750 -0.4476042 -0.315829215 -0.486712 -0.29270907 -0.48693257 -0.4377052 -0.416646875 -0.5583742 -0.308430775 -0.4916747 -0.41867406 -0.19499789 -0.1702677 -0.30825445 -0.39759595 -0.4335945 -0.277970345 -0.17274089 -0.080730065 -0.51238295 -0.256438535 -0.37788704 -0.337273915 -0.10147866 -0.21232024 -0.19908906 -0.179726005 -0.306038635 -0.38391517 -0.111848925
170759 1.68969687 1.551535895 1.65544149 1.40952278 1.571403685 1.64893478 1.645770865 1.708589435 1.69628817 1.674302585 1.64246059 1.39616721 1.445174795 1.420975295 1.479671245 1.53396595 1.52665441 1.390506635 1.475793415 1.714448875 1.600615495 1.59355757 1.46674218 1.2395938 1.592620095 1.602192525 1.565594085 1.617762305 1.623519185 1.501578075
170760 -0.18541158 -0.29007235 -0.368765783 -0.20502768 -0.300279277 -0.1906377 -0.253530107 -0.284261757 -0.24406138 -0.282056497 -0.256035683 -0.25724564 -0.210350503 -0.178826423 -0.10038959 -0.33478169 -0.226774627 -0.250329517 -0.14240428 -0.278948337 -0.293844067 -0.156219943 -0.223263277 -0.05804863 -0.228842 -0.256415417 -0.18725192 -0.329769263 -0.288736863 -0.232488927
170761 -0.3904496 0.31404555 0.04494016 0.27472794 -0.4315266 -0.2043984 -0.1825738 -0.3582401 0.12428016 -0.0543967 -0.1274547 0.12363694 0.10666909 0.36686916 0.01095674 -0.1030219 0.20450594 0.22534844 0.3177092 -0.1983035 0.12315671 -0.2638547 0.19279061 0.36900166 0.27800356 0.36442809 0.02482663 -0.0713804 -0.062025 0.26369292
170762 0.819349335 0.97183455 0.95338175 1.04903018 0.939603965 0.912903765 0.776681445 0.801006795 0.90376351 0.97725042 0.877385005 1.04502928 1.06584078 1.121306645 1.05740877 0.961613115 0.88694109 1.089068195 0.930206625 0.95337493 0.901313 0.933943125 1.025462085 1.07472564 0.97140744 1.07049377 1.0050551 0.909706255 0.92224894 0.952553185
170765 0.35510992 0.45619089 0.25491009 0.32266656 0.44924177 0.12626568 0.37171285 0.18289013 0.30483833 0.38827061 0.36800752 0.65332144 0.66191403 0.40365703 0.3472298 0.42825846 0.18646864 0.69685007 0.43916457 0.20525863 0.35687597 0.3254853 0.47537995 0.93351713 0.37836842 0.29874432 0.51716119 0.47933564 0.58584053 0.4532655
170768 -2.010587 -2.5202575 -1.9028419 -1.8251228 -1.8352095 -1.9113219 -1.7441144 -1.9757022 -1.8695766 -2.2009966 -1.4680089 -1.5995012 -1.5722013 -1.5590473 -1.8311678 -1.9410058 -2.2038381 -1.5806319 -1.6006704 -2.1925031 -1.525978 -1.7153335 -2.2214221 -1.7369757 -2.1400916 -1.6232902 -2.0679714 -2.5166762 -2.0030744 -1.6895223
170771 0.73175659 0.57219077 0.78322111 0.66049396 0.71976421 0.87349474 0.65494916 0.86731824 0.78144916 0.68186923 0.86793292 0.22733209 0.57284187 0.71382912 0.66933626 0.65758016 0.47524087 0.51309686 0.54331003 0.8349446 0.67505016 0.73842011 0.61828822 0.2125806 0.81005751 0.67315409 0.48087685 0.57509764 0.45471851 0.57836554
170772 -0.34108797 -0.64048702 -0.37811225 -0.40655041 -0.44143994 -0.180092157 -0.4581215 -0.165900207 -0.318191953 -0.460861307 -0.372286993 -0.741261833 -0.6206188 -0.45596216 -0.527625007 -0.52572759 -0.57563525 -0.736724767 -0.523145973 -0.239708173 -0.47999309 -0.449769913 -0.520862867 -0.7953451 -0.4504799 -0.49116899 -0.578146167 -0.5871482 -0.662002917 -0.432833753
170787 -0.626244 -0.5318771 -0.5865082 -0.6064806 -0.638817 -0.4330158 -0.6150742 -0.577768 -0.6124792 -0.6342177 -0.6609292 -0.6998981 -0.608273 -0.5743769 -0.6497885 -0.4807506 -0.6742299 -0.6011037 -0.5087684 -0.4583321 -0.5787472 -0.5866843 -0.4991307 -0.8092384 -0.5397027 -0.5422108 -0.5205436 -0.4479404 -0.5896192 -0.4139587
170822 -1.0546833 -1.0906178 -0.9850969 -1.0232692 -0.8971542 -0.9382145 -1.0638173 -0.8388488 -0.8643739 -0.9492371 -1.1063438 -1.6385039 -1.2746863 -1.044962 -1.0041394 -1.1179045 -1.3163337 -1.2367177 -1.2524229 -1.0018945 -0.9781487 -1.070038 -1.1254527 -1.3833219 -1.0145953 -1.1668151 -1.1425112 -1.1230254 -1.3315753 -1.0186673
170823 -0.3721283 -0.2685986 -0.4728561 -0.3535481 -0.3770066 -0.4499417 -0.2496896 -0.8083976 -0.7027002 -0.3724481 -0.3207965 -0.1094582 -0.210172 -0.3551292 -0.301314 -0.4315856 -0.335236 -0.2605311 -0.0571488 -0.5334625 -0.3214355 -0.1156677 -0.3976336 -0.0526878 -0.647057 -0.3106026 -0.0938532 -0.3284726 -0.2222331 -0.9933105
170829 0.26536183 0.63659459 0.60934052 0.73631985 0.86857965 1.20613176 -0.0621261 1.30147376 0.66859905 0.40318558 -0.1459862 0.32192807 0.17843988 0.72907901 0.83953076 0.8264395 0.30662363 0.18191491 0.54102455 1.0365348 0.28380775 0.77832941 0.63571855 -0.4011429 0.42536863 0.27801287 0.53815154 0.91508055 -0.2070585 0.58595585
170834 -1.2282216 -1.1892221 -1.3552973 -1.4270548 -1.1597089 -1.1860493 -1.0355005 -1.2377456 -1.1268662 -1.1977888 -1.1488342 -1.1984991 -1.17107 -1.4203541 -1.1989863 -1.1675486 -1.3986209 -1.3425162 -1.2544678 -1.2581186 -1.2135941 -1.1185236 -1.2903976 -1.3539636 -1.3786606 -1.4536587 -1.17983 -1.3621855 -1.2284576 -1.1957999
170930 0.905568703 0.909597213 0.916194217 0.92952944 0.93624148 0.90968271 0.872266373 0.873500233 0.87310185 0.902667233 0.945684303 1.00575895 0.96669204 0.911008357 0.939828927 0.938379877 0.931448533 0.92604951 0.887107267 0.90296645 0.975604043 0.880163427 0.98918051 1.05828795 0.94529462 0.980654097 0.907107217 0.995772353 0.983910883 0.881287683
170936 -0.6283285 -0.8729193 -0.7196002 -0.6208776 -0.9497321 -0.5469366 -0.7020666 -0.6100094 -0.7704272 -0.7735993 -0.5206528 -0.71948 -0.6844676 -0.8057495 -0.786654 -0.9534773 -0.6733218 -0.8577335 -0.5837165 -0.7267871 -0.7941197 -0.6729364 -0.7592405 -0.6362633 -0.907321 -0.6666946 -0.75769 -0.7495172 -0.9110213 -0.6157052
171095 -1.7742501 -1.902414 -1.9119377 -1.8326988 -1.6713287 -1.7900296 -1.7748937 -1.7193091 -1.7750315 -1.8706612 -1.5807785 -1.8302442 -1.7314344 -1.7106412 -1.7311732 -1.9625697 -1.7299947 -1.9501549 -1.9009269 -1.7293144 -1.9066538 -1.6444304 -1.8120567 -1.556575 -1.7340893 -1.835202 -1.7667168 -1.8555137 -1.8739562 -1.6144231
171166 -0.9814283 -0.7368862 -0.9221008 -0.8176803 -0.9887997 -1.1236162 -0.7429926 -1.0680201 -0.9229545 -0.7696969 -0.5611805 -0.4630003 -0.5713602 -0.7126728 -0.8694567 -0.8345044 -0.623461 -0.6598737 -0.7038491 -0.8805031 -0.862001 -0.9029953 -0.6504686 -0.2000851 -0.6211167 -0.6866672 -0.8260215 -0.7514771 -0.5522745 -0.5910845
171167 -1.8223071 -0.8800966 -1.1119609 -1.2746013 -2.2735386 -1.5572552 -1.3000296 -1.4329878 -1.3195776 -1.2157698 -1.2477572 -1.3789641 -1.3922969 -1.2720091 -1.7575861 -1.3085613 -1.1080102 -0.9321509 -1.1014947 -1.5552891 -1.0429962 -1.8824786 -1.183223 -1.1220815 -1.0699188 -1.1842506 -1.4904353 -1.3734891 -1.4830894 -1.1708092
171170 1.35919743 1.1286514 1.29041109 1.40354378 1.17024373 1.40333527 1.2354203 1.37378098 1.17887044 1.21998563 1.28787155 1.20047868 1.22222043 1.29682499 1.28826299 1.14151192 1.38230919 1.16343346 1.219734 1.33742134 1.22766444 1.29480073 1.24107184 1.29296035 1.29231136 1.26521871 1.26079427 1.07635056 1.18141999 1.15815926
171212 0.522499255 0.77564896 0.708749465 0.81800532 0.850672875 0.88286848 0.41846398 0.84933647 0.68323599 0.679250455 0.34016188 0.571517935 0.669819795 0.82183406 0.832323285 0.773677335 0.50710998 0.758562455 0.689199685 0.813247345 0.707399235 0.759622075 0.7364139 0.30796496 0.600846975 0.65240183 0.757007385 0.84344716 0.33372654 0.799856645
171283 -0.3853944 0.01933614 -0.2530408 -0.1916093 -0.3830742 -0.4301107 -0.1584352 -0.42363 -0.1548075 -0.2647248 -0.1181743 0.15258532 0.15230977 -0.0973928 -0.3190971 -0.2989233 -0.0617571 0.01620985 0.10329735 -0.5060697 -0.0806191 -0.2690033 -0.3312499 0.08989081 -0.4651433 -0.0312672 0.03971803 -0.1485806 -0.0458049 -0.4104453
171284 -0.3774483 -0.267011343 -0.29318571 -0.264884387 -0.2523112 -0.350029213 -0.337268517 -0.4261424 -0.284588277 -0.31120396 -0.33153483 -0.130115327 -0.13104704 -0.199931023 -0.295659407 -0.304054993 -0.341427533 -0.137472533 -0.230626047 -0.480173367 -0.242598093 -0.3786623 -0.24102301 -0.044118313 -0.2491598 -0.286040457 -0.2035156 -0.235642213 -0.162758967 -0.215410323
171388 0.68103453 0.9950523 0.70716993 0.85835015 0.63472652 0.62458787 0.8344905 0.63690734 0.72248806 0.81273066 0.89542748 1.11240976 0.98732109 0.84562758 0.81920358 0.8098041 0.90662217 1.02841809 0.84122743 0.67657416 0.80950876 0.69514718 1.03412011 1.32393283 0.89240179 0.90994713 0.86083665 0.83239845 0.94593622 0.87859222
171395 -0.5738589 -0.2899022 -0.3220444 -0.5196817 -0.4609847 -0.5485979 -0.3051412 -0.4173821 -0.1776952 -0.3953018 -0.3502128 -0.2939944 -0.2336913 -0.4703289 -0.5798702 -0.3814037 -0.3393915 0.05015182 -0.1960539 -0.5988159 -0.3206756 -0.6151964 -0.383603 -0.3217741 -0.3076734 -0.2892518 -0.3768695 -0.2976721 -0.3021386 -0.2874791
171486 -1.2004054 -1.4437829 -1.1188028 -1.1969968 -1.2901786 -1.0934672 -1.0132505 -1.2548622 -1.4182717 -1.3048149 -1.5669615 -1.0855828 -1.298771 -1.2563636 -1.2935863 -0.9458012 -0.9800328 -1.2038227 -1.3052202 -1.065625 -1.1268141 -1.3617328 -1.027955 -0.9573991 -1.2203859 -1.0031124 -1.1661711 -1.0350765 -1.2735833 -1.2344518
171506 -0.7960623 -0.9068075 -0.8945736 -1.0707242 -0.8905109 -0.8735209 -0.814627 -0.9096447 -0.9137871 -0.9041391 -0.8289695 -0.9881105 -0.735209 -0.921523 -0.8921332 -0.8755643 -0.9330514 -1.1065042 -0.9925476 -0.8662476 -1.0449039 -0.7850638 -0.9077022 -0.8486251 -0.8598784 -0.9513268 -0.8896719 -0.859992 -0.8653416 -1.0336913
171531 -1.2235529 -1.3627834 -1.1292658 -1.0826039 -1.1069526 -1.1507516 -1.1850626 -1.1864328 -1.1888292 -1.2458783 -1.4793555 -1.1571839 -1.249368 -1.223784 -1.2955243 -1.2158211 -1.2390843 -1.0758018 -1.0520239 -1.1498256 -1.1950869 -1.1878906 -1.1618297 -1.5224234 -1.1376775 -1.227561 -1.0448124 -1.0629236 -1.3865352 -0.978711
191578 0.620778885 0.46892628 0.43989581 0.48673386 0.633296295 0.367084525 0.52739683 0.33994995 0.29726 0.49204142 0.43075811 0.633981695 0.537213065 0.497268675 0.55840416 0.634912205 0.496732845 0.51733357 0.428127635 0.387345345 0.495536495 0.44710184 0.510618075 0.7193392 0.46874249 0.423615205 0.485680035 0.54074108 0.653008535 0.427858325
192119 -0.09752857 0.00891001 -0.104414575 -0.024858165 -0.01850816 -0.053372745 0.02454975 -0.21161036 -0.07706838 -0.029789715 -0.164323705 0.124767565 0.04662669 -0.066753525 -0.10529955 0.043093715 -0.192726975 0.043349485 -0.062662265 -0.098639255 0.043835615 -0.148628905 -0.036655985 0.03760978 -0.064500695 -0.08802709 0.045468865 0.032377035 0.023386045 0.01506121
192156 -0.0902268 -0.2967381 -0.3212594 -0.4531774 -0.0097891 -0.30674 -0.0751162 -0.1852641 -0.2115479 -0.194841 -0.1390607 -0.0369403 -0.048346 -0.5004243 -0.3423328 -0.1165699 -0.2797964 -0.1596576 -0.2386578 -0.3410129 -0.2114226 -0.2391701 -0.1365814 -0.2231953 -0.7679868 -0.3240871 -0.1271069 -0.1108454 -0.1293959 -0.3291088
192157 0.824519205 0.52538614 0.52163775 0.474689615 0.58466482 0.55712145 0.66207113 0.698442755 0.51344794 0.59726459 0.77085553 0.38265251 0.430597775 0.44877507 0.57245977 0.48099527 0.52804807 0.45959793 0.439556575 0.631268275 0.45195588 0.601444475 0.5405965 0.57396388 0.467070945 0.47174471 0.34121522 0.393794875 0.588932955 0.52109981
192159 0.54969211 0.73175514 0.61726405 0.69160586 0.65037195 0.66587735 0.6330516 0.65343113 0.81324266 0.60482372 0.62480673 0.8585183 0.87843049 0.72194613 0.66181389 0.70040689 0.74488829 0.72312869 0.87296959 0.53662227 0.77698993 0.6547059 0.68067452 0.79836136 0.75081619 0.73364788 0.81066941 0.63425613 0.70622251 0.8206356
192160 1.72773364 1.65225341 1.71415151 1.620472015 1.703419175 1.760645455 1.646286535 1.66081152 1.71982523 1.661253995 1.71804782 1.65841734 1.672537475 1.631126345 1.637612355 1.721492625 1.689792545 1.61032413 1.58289274 1.80509778 1.757452825 1.672168505 1.72565186 1.435624 1.72700143 1.705585835 1.668574595 1.7482139 1.697972975 1.633245685
192173 1.86011199 1.37231997 1.70969633 1.72872864 1.72924002 2.11055749 1.62835403 1.93284362 1.86389976 1.48177274 1.66192657 1.12410254 1.4190124 1.54028621 1.53056819 1.57792046 1.5684301 1.35079746 1.69241581 1.83154541 1.72544751 1.90144371 1.55446748 0.68832025 1.67712488 1.58613957 1.45458875 1.45038508 1.14202283 1.72656297
192174 -0.05894294 0.220210565 0.041753995 -0.130419465 0.04129172 -0.2157449 0.10210885 -0.0908157 0.086814955 0.068458205 0.04264281 0.17099446 0.251571505 0.03098268 -0.100137305 0.072165625 -0.010367085 0.218285995 0.127091165 -0.13597205 0.091718375 -0.09751435 0.05180049 0.251523385 0.043128255 0.044297925 0.1170266 0.16849887 0.247834505 0.04574767
192176 0.10575927 0.225158725 0.31297414 0.18018818 0.129682055 0.158911305 0.1472645 0.23593773 0.36254168 0.22907077 0.13704259 -0.13708153 0.2270888 0.1721712 -0.000130785 0.07773961 0.18394337 0.11436998 0.17875545 0.122267245 0.201538505 0.15925261 0.13957809 -0.06387836 0.21008695 0.274364615 0.21611638 0.09302059 0.163479055 0.26399271
192185 -0.12589796 0.270925755 0.15567387 0.06751138 -0.12828048 -0.23541212 -0.195594865 -0.063490695 0.218732535 0.013018235 -0.111723545 0.25282591 0.260616805 0.205240875 -0.25852477 -0.09608586 0.09993383 0.39629739 0.405880975 -0.16535974 0.262648095 -0.198394805 -0.16937769 0.131510485 0.18665451 0.42484286 0.21474285 0.15952825 -0.1884536 0.30170595
192187 -0.8522228 -0.9561382 -0.672545 -0.7963311 -0.8286736 -0.737936 -0.8304686 -0.7618005 -0.7088956 -0.8699733 -1.1158554 -0.8879128 -0.8227072 -0.7895019 -0.972977 -0.7604779 -0.6275825 -0.8090372 -0.835572 -0.8676727 -0.7449699 -0.7793105 -0.659127 -1.0598783 -1.1037072 -0.8590906 -0.741521 -0.7313764 -0.9179044 -0.7432125
192190 -0.4811284 -0.4057707 -0.5162536 -0.3880242 -0.4190671 -0.3436402 -0.3712634 -0.4033062 -0.3437872 -0.427888 -0.3749517 -0.3394318 -0.3550724 -0.4024487 -0.338961 -0.3861228 -0.4135668 -0.4499907 -0.3172912 -0.4971869 -0.4131469 -0.3651601 -0.4135971 -0.2834836 -0.3052758 -0.4337638 -0.3974077 -0.3870465 -0.418505 -0.2748257
192192 -0.9784213 -1.2295411 -0.9074029 -1.0220664 -0.9850408 -0.9096987 -1.0955867 -0.9221745 -1.0078194 -0.978643 -1.0871357 -1.083627 -1.2747015 -1.0425895 -1.199458 -1.0763884 -1.1284734 -1.0626444 -1.0540039 -0.9534507 -0.9269221 -1.0905297 -1.1579381 -1.3481528 -0.9760574 -1.1236773 -0.9503053 -1.0279957 -1.0948204 -0.9930971
192193 0.09091631 0.23990008 0.211611475 0.242791125 0.13035871 0.088339205 0.110210715 0.06603679 0.26774469 0.160756075 0.17774621 0.35939812 0.448457525 0.278411015 0.18054716 0.07379958 0.132860185 0.400479265 0.2683223 0.07168111 0.237399465 0.117225355 0.21262131 0.65958879 0.16092494 0.3070074 0.30659729 0.25496948 0.24352989 0.190441915
192196 -0.07344131 -0.165393298 -0.10163272 -0.066396013 -0.078893963 -0.160126433 -0.126886385 -0.162438188 -0.182402778 -0.10272455 -0.07454953 -0.070828878 -0.107573983 -0.094378213 -0.132890713 -0.126251055 -0.224273575 -0.118447378 -0.13801471 -0.195534473 -0.141983958 -0.148850433 -0.156611243 -0.078477738 -0.10598387 -0.133131543 -0.143139295 -0.18570463 -0.11089155 -0.156031143
192197 -0.22441203 -0.236269985 -0.260247288 -0.27036285 -0.144111475 -0.199743283 -0.15435879 -0.22349211 -0.15891828 -0.251915815 -0.22044721 -0.184576698 -0.186538955 -0.267795625 -0.17935114 -0.200440778 -0.306132215 -0.286818375 -0.165864175 -0.27511476 -0.23185965 -0.1482364 -0.267068383 -0.22139903 -0.284342718 -0.220010888 -0.127369658 -0.23193197 -0.227487218 -0.173828228
192201 0.36189358 0.52836405 0.49667737 0.48440994 0.24425948 0.26337345 0.43226859 0.22296454 0.41363152 0.52803933 0.47737043 0.70282121 0.61431429 0.53267877 0.38838723 0.38053061 0.4714446 0.80257307 0.4950772 0.333277 0.4794845 0.31374837 0.46599086 0.80178849 0.40691868 0.4580332 0.47390826 0.35094675 0.64753057 0.5103075
192232 0.77497645 1.00006715 0.88090307 0.87078208 0.75009155 0.53752196 0.87355529 0.51664519 0.73226043 0.86650986 0.76352013 1.41413648 0.99586986 0.99427506 0.87892961 0.92017697 1.00439525 1.15915743 0.79720916 0.68771078 0.93174273 0.67765911 0.83165646 1.46547341 1.03510884 0.92627245 0.90217397 0.92571359 1.15428755 0.87178145
192236 -0.3646312 -0.5507668 -0.2014976 -0.4679401 -0.3640755 -0.1568365 -0.5374591 -0.1314107 -0.3679484 -0.4862804 -0.9357168 -0.5986222 -0.5313053 -0.427861 -0.4875476 -0.264132 -0.3158996 -0.5730523 -0.6928206 -0.17027 -0.4839929 -0.4656449 -0.3348633 -0.8516456 -0.3577318 -0.364253 -0.4972805 -0.3049518 -0.6319125 -0.4846055
192285 0.68795208 0.76666877 0.75064546 0.58171452 0.72017405 0.3111492 0.61060436 0.53543866 0.42899991 0.72961685 0.56513345 0.85571527 0.48517249 0.62413618 0.70385156 0.77076954 0.62672589 0.78497417 0.48215853 0.48699284 0.56198755 0.52586916 0.79509715 0.84886281 0.44467676 0.45928874 0.50687134 0.87742728 0.83877343 0.41128843
192287 -0.208053935 -0.44159465 -0.130721195 -0.45751236 -0.27780191 -0.097973035 -0.359136985 -0.116749875 -0.2638006 -0.26235747 -0.231819185 -0.63877165 -0.50359555 -0.39105849 -0.4252941 -0.38012129 -0.5155135 -0.49385095 -0.451311115 -0.220480415 -0.32323961 -0.35176926 -0.4866125 -0.71648885 -0.54715555 -0.44545725 -0.4133795 -0.58383255 -0.42578295 -0.53278675
192652 0.033017825 0.33288108 0.25962224 0.274328355 0.166857795 0.13333281 0.07325205 0.09149606 0.235719775 0.2135105 0.07952801 0.26037562 0.21931149 0.266666325 0.20619684 0.249567765 0.176824875 0.283987805 0.158121195 0.20617527 0.318276775 0.124051025 0.3157274 0.25549821 0.34012813 0.28835337 0.234939495 0.30774464 0.14534153 0.262999965
192654 -0.4577904 -0.2428706 -0.375542 -0.3526309 -0.3249139 -0.4746681 -0.358134 -0.5207789 -0.3468275 -0.3725383 -0.2675872 -0.1964136 -0.1557197 -0.398327 -0.306052 -0.2748158 -0.3585512 -0.2848764 -0.3121667 -0.481185 -0.2900694 -0.3188813 -0.4530731 -0.0785944 -0.3239711 -0.3717953 -0.1939513 -0.3173562 -0.2102474 -0.2847364
