Gene	SFA2a	SFA2b	SFA2c	SFA2d	SFA2e	SFA3a	SFA3b	SFA3c	SFA3d	SFA3e	SFA4a	SFA4b	SFA4c	SFA4d	SFA4e	SMA2a	SMA2b	SMA2c	SMA2d	SMA2e	SMA3a	SMA3b	SMA3c	SMA3d	SMA3e	SMA4a	SMA4b	SMA4c	SMA4d	SMA4e
70508 -0.385934 -0.40106178 -0.186957905 -0.181834645 -0.5655918 -0.296244015 -0.34846919 -0.389399115 -0.146499365 -0.23032301 -0.03088338 -0.33542978 -0.199167535 -0.29737385 -0.41561414 0.2668676 -0.278810065 -0.14092425 -0.19530581 -0.205403595 -0.341267695 -0.067122505 -0.394922175 -0.439393255 -0.22484143 -0.153711795 -0.237593515 -0.25428756 -0.4062784 -0.3217329
70510 0.5762839 0.46751604 0.69457655 0.69694829 0.72919599 0.8261383 0.75770884 0.61397471 0.91399449 0.58574259 0.72437515 0.82144484 0.70765499 0.72281288 0.53621874 0.24219491 0.56500635 0.63459312 0.66017504 0.68156184 0.65760797 0.58473202 0.45479962 0.42093893 0.79579001 0.77301814 0.66615067 0.5429817 0.66545471 0.94552863
70533 -0.4722967 -0.4898344 -0.5403886 -0.43792425 -0.45322725 -0.4360183 -0.5597533 -0.5047633 -0.54243355 -1.18694685 -0.641361 -0.53877895 -0.3620004 -0.328281 -0.356291 -1.22147925 -0.5302802 -0.5865861 -0.67379965 -0.4864476 -0.47357045 -0.5504516 -0.45044675 -0.37919395 -0.58969665 -0.41240825 -0.42640925 -0.5238617 -0.32691555 -0.3260774
70544 -0.5219736 -0.7185413 -0.6418222 -0.5533799 -0.5119005 -0.5180417 -0.7907326 -0.7046001 -0.4936258 -0.8250527 -0.6747915 -0.6018123 -0.56439 -0.493162 -0.8652473 -0.6092177 -0.5940163 -0.6762868 -0.7012656 -0.7765348 -0.4724632 -0.6737922 -0.7509349 -0.66298 -0.6582808 -0.4286753 -0.5210131 -0.7770165 -0.7719608 -0.4270877
70546 0.92858818 1.03883192 0.67892707 0.64080658 0.85701555 1.06718847 1.00383685 1.19555809 0.56659621 1.20491715 1.24973267 0.77014072 0.90890126 0.72415816 1.18797913 1.00380304 0.76006288 0.65576677 0.75618513 1.0011145 0.78972302 1.01057608 1.04410521 0.99846642 0.77154974 0.8750172 0.96479069 1.01641693 0.94570088 0.71440373
70548 0.43615636 0.51265696 0.68037774 0.46516956 0.75262382 0.59634923 0.62299823 0.65516017 0.68505812 0.64386637 0.67978285 0.60842747 0.35487149 0.63253699 0.7098324 0.46919592 0.71799847 0.61714598 0.66321101 0.49388174 0.72254312 0.55772373 0.69548599 0.50394619 0.75014915 0.48195206 0.30428215 0.64757071 0.5668384 0.60228888
70551 -0.4442115 -0.52789195 -0.41481005 -0.39705425 -0.289622885 -0.2988179 -0.4411766 -0.35996945 -0.309213265 -0.4258763 -0.2956173 -0.3423441 -0.3873926 -0.3894405 -0.3131607 -0.6880198 -0.27628025 -0.3715713 -0.3946651 -0.41723075 -0.2925221 -0.43174245 -0.3654992 -0.41678715 -0.30929375 -0.27569727 -0.30343559 -0.39354205 -0.44136685 -0.30821415
70552 -0.6469612 -0.4613217 -0.6478092 -0.6138825 -0.6814882 -0.7474115 -0.8304324 -0.4715923 -0.4086629 -0.7394406 -0.6723662 -0.5045405 -0.5837705 -0.3772267 -0.9112764 -0.2972939 -0.249412 -0.7581664 -0.6505415 -0.8625046 -0.2458099 -1.0013848 -0.6786321 -0.4412002 -0.5757368 -0.7021867 -0.6907047 -0.662416 -0.4925001 -0.2413398
70560 -1.3103506 -1.2329437 -1.5182936 -1.7435354 -1.5841432 -1.6922667 -1.4011056 -1.4232805 -1.7231911 -1.5597704 -1.2386863 -1.8198692 -1.2822158 -1.8362973 -1.224053 -1.2345385 -1.7343459 -1.6890899 -1.7124413 -1.6798493 -1.3968029 -1.3477383 -1.4310271 -1.4837008 -1.5862875 -1.6516467 -1.6460767 -1.2951997 -1.633331 -1.7328105
70564 0.751121925 0.74403448 0.63061422 0.56702733 0.708483805 0.746805355 0.87633491 0.939253815 0.609874035 0.830068225 0.85620841 0.760169865 0.63979325 0.627309015 0.729981675 0.839673345 0.514992055 0.64647849 0.663325625 0.76815121 0.520027315 0.757221625 0.744162275 0.75695558 0.69012445 0.75356479 0.708930515 0.820894935 0.763764115 0.618294805
70568 0.12094249 -0.67010985 -0.12890415 0.02223656 -0.03450143 -0.604610395 -0.53834185 -0.82424915 0.262842095 -0.365785045 -0.90373155 -0.25814067 0.10064668 -0.02925744 -0.56572295 -0.843272 -0.069982005 0.076499995 -0.132253495 -0.19560259 0.08966569 -0.21839789 -0.5680428 -0.585883 0.080746935 0.063525775 -0.116077805 -0.49496495 -0.42724545 0.23047454
70572 0.501636923 0.441199143 0.44440483 0.38359068 0.559327755 0.513259593 0.432000413 0.57756829 0.502867465 0.667808343 0.700720575 0.440403303 0.405716213 0.438645308 0.643894435 0.543078618 0.560629625 0.592701175 0.477449278 0.60688558 0.454407978 0.41064105 0.548216748 0.625157588 0.443124978 0.53136108 0.423419205 0.518924953 0.486678218 0.425456925
70573 0.05720749 0.15732901 -0.0194909 0.09952324 -0.0492761 -0.016343 -0.061815 0.11233591 0.12911862 -0.1568973 0.19506875 0.10697918 -0.1033336 0.06807373 -0.0849631 -0.1498442 0.49367 0.03728699 0.13818848 -0.1301747 0.19826114 0.01817389 0.23617541 0.00392026 0.2279581 -0.0803949 -0.1521562 -0.1610705 -0.0044052 0.13815795
70584 1.001699 0.94315457 1.09953261 1.00832255 0.67659035 0.89920177 1.05123629 1.02013018 0.87022126 1.2816432 1.24999872 0.88412919 0.94148399 0.90837998 1.2867027 1.06439551 0.86807647 0.84563121 1.18655118 1.206225 0.72902409 1.18962976 0.72185237 1.04761257 0.88279997 0.96435772 0.75394143 0.92647392 0.76199854 0.5514346
70599 -1.9983276 -1.8078857 -1.4118758 -1.7491495 -1.7256476 -1.9401452 -1.5677822 -1.4631378 -1.6813806 -1.9363299 -1.3687717 -1.739346 -1.8451145 -1.6228922 -1.9092474 -1.8693613 -1.5466915 -2.0250943 -1.4413254 -1.6085549 -1.7596855 -1.4787546 -2.0981285 -1.8963798 -1.4109268 -1.7003286 -1.9447596 -1.5060477 -1.5939909 -1.8777503
70601 -0.94215285 -1.149902713 -1.07983815 -0.96160072 -0.995372423 -1.014809223 -1.10185361 -1.10555842 -0.94383996 -0.944086503 -0.89940077 -1.0034273 -1.368927167 -1.075874343 -0.88027853 -0.75122871 -0.99691007 -1.888586847 -0.934164397 -1.10340512 -1.10804191 -1.181741543 -1.31624954 -1.109582717 -1.136538667 -1.437358847 -0.966944023 -0.995723973 -1.08266356 -0.948707227
70603 0.1295147 -0.6982997 -0.2111887 0.1628753 0.00924597 -0.0024528 -0.5584128 -0.7533202 0.22612021 -0.2783976 -0.5839689 -0.0970719 -0.0290337 -0.0208838 -0.6249282 -0.93625 0.08552365 0.08731568 -0.2081728 -0.0684501 0.06314335 -0.1233189 -0.4624687 -0.642633 0.09166679 0.02441078 0.01108512 -0.4810584 -0.3015547 0.1825742
70605 -0.356042 -0.3219503 -0.4136274 -0.6704603 -0.6198145 -0.4435325 -0.2499761 -0.4793044 -0.6216607 -0.2726535 -0.5334501 -0.6041611 -0.6428926 -0.6248627 -0.4180799 -0.1869989 -0.6664417 -0.4762847 -0.5197227 -0.560258 -0.7094913 -0.2929695 -0.4525546 -0.4705773 -0.4974929 -0.6349496 -0.4070445 -0.3378215 -0.4241307 -0.7842888
70616 -0.9880488 -0.7531516 -0.7711243 -0.8698091 -0.8220203 -0.6614053 -0.7275404 -0.6419526 -0.6948925 -0.4558985 -0.4262155 -0.6355928 -0.831296 -0.9901563 -0.5196858 -0.6411201 -0.7974706 -0.7655523 -0.685541 -0.6353517 -0.7795454 -0.9196199 -0.727613 -0.8972949 -0.5391208 -0.8145432 -0.9270618 -0.8461671 -0.7785425 -0.8058711
70617 -0.1412152 -0.1469708 -0.5421316 -0.2455917 0.02364015 -0.2989641 -0.1302687 -0.1389751 -0.4532775 -0.2670399 -0.1456178 -0.1341958 -0.0574553 -0.1596977 0.03232384 -0.0921182 -0.121167 -0.1651761 -0.3868088 -0.160671 -0.3736561 -0.1130147 -0.112139 0.0649955 -0.2991835 -0.038964 -0.1205838 -0.0980194 -0.2251385 -0.0985007
70645 -0.66814 -0.95926415 -0.6597639 -0.44027625 -0.5285971 -0.75776185 -0.9167391 -1.02862375 -0.4241465 -1.0279132 -1.0421729 -0.65157575 -0.49038095 -0.6427398 -0.99222305 -0.94483715 -0.6214239 -0.52290595 -0.65737285 -0.7101568 -0.5052639 -0.8285412 -0.97847735 -0.8533726 -0.60024255 -0.45139705 -0.63856695 -0.8352103 -0.7939956 -0.44868885
70646 -0.162250555 -0.125069755 -0.095015715 -0.140635545 -0.060799545 -0.15306083 -0.112086575 -0.068127275 -0.15343697 -0.132470165 -0.142527835 -0.14090638 -0.30920405 -0.10857289 -0.190908495 0.34051053 0.042161705 -0.24938879 0.023669005 -0.20797126 -0.042628045 -0.16976815 -0.05906635 -0.098506775 -0.08778513 -0.283594075 -0.17211847 0.019103905 0.02134188 -0.181683675
70650 -0.6497994 -0.3175311 -0.6971138 -0.7464279 -0.7446081 -0.5598042 -0.481255 -0.3800692 -0.8325631 -0.7354489 -0.3317108 -0.6415727 -0.5341416 -0.7402202 -0.4116974 -0.6258789 -0.5805516 -0.6045198 -0.6222161 -0.6676637 -0.6728498 -0.4144301 -0.3662438 -0.5036591 -0.6859372 -0.6532392 -0.5611919 -0.3315074 -0.4632133 -0.6021395
70673 0.06197695 0.04248486 0.07918208 0.14034685 0.16993497 0.01240887 -0.0913257 -0.042503 0.19188636 -0.1066018 -0.2327518 0.10098558 -0.183735 0.16585636 -0.2990498 -0.2581704 0.4110229 0.17896121 0.0854017 -0.1563182 0.24590524 -0.0420937 0.17106117 0.26727979 0.02981104 -0.0706901 0.1366482 -0.0801399 -0.0489889 0.06337378
70693 -0.0208458 0.01992948 -0.0661483 0.02734411 0.02743493 0.07302117 -0.3053236 0.03866598 -0.0010037 -0.6184295 -0.1550596 0.07598995 0.02527088 -0.0319089 -0.343239 -0.3084548 0.3518391 -0.0857449 -0.0889909 -0.0629447 0.07925221 -0.1656091 0.1647526 -0.000758 -0.0432781 0.03246313 0.06434375 -0.0608043 -0.0335976 0.08210472
70696 -0.1009723 -0.2313671 -0.305456 -0.1222127 -0.1787059 -0.2729357 -0.1640554 -0.3873848 -0.2353831 -0.2426395 -0.4916447 -0.0873893 -0.2106734 -0.3499063 -0.2870795 -0.245376 -0.3656412 -0.0357544 -0.4210474 -0.1355323 -0.1966795 -0.3107084 -0.0700507 -0.1772545 -0.113717 -0.4061743 -0.1431302 -0.2828839 -0.0947427 -0.2504061
70699 -1.2838359 -1.5062488 -1.233107 -1.1253784 -1.0127626 -1.4847071 -1.6811143 -1.6349276 -1.1765688 -1.5553375 -1.7340294 -1.2744627 -1.3839813 -1.1659019 -1.8045377 -0.1790393 -1.4527624 -1.1477358 -1.1261736 -1.4500374 -1.0937463 -1.2851624 -1.4045444 -1.6054349 -1.2642188 -1.249347 -1.2323558 -1.4928315 -1.422435 -1.1368849
70719 1.06491962 0.28901312 0.92403799 1.09972543 0.96508566 0.64037302 0.38572183 0.15635707 1.21481685 0.57126614 0.00886046 0.45731889 1.05754125 0.9591872 0.20024386 0.03380972 0.81250782 1.0392261 0.71245026 0.86101149 1.14994359 0.66335636 0.34826017 0.31335872 0.97852344 1.02912129 0.82723557 0.36319237 0.59394701 1.19095308
70757 0.711786415 0.818984435 0.663600895 0.52861137 0.60155903 0.77417365 0.61192297 0.89370333 0.46475071 0.940418975 1.04299273 0.620579215 0.78661075 0.619645105 0.842128115 0.60387826 0.66393482 0.624939345 0.75049788 0.807020045 0.59259918 0.836898995 0.789780165 0.66180108 0.68038584 0.731405855 0.66511815 0.866394905 0.618621345 0.60870153
70762 -0.41906815 -0.272870905 -0.466617353 -0.463513125 -0.283304058 -0.244136735 -0.255249808 -0.242304785 -0.460795718 -0.204164448 -0.192801825 -0.318352908 -0.22761025 -0.402955893 -0.29131545 -0.146062488 -0.420408578 -0.42025087 -0.40303848 -0.296396525 -0.463278025 -0.284197683 -0.1858058 -0.272392443 -0.48357357 -0.446461773 -0.284526108 -0.174786133 -0.217265 -0.333366573
70767 -1.6775402 -1.4088256 -1.6431668 -1.8955101 -1.6686036 -1.5276164 -1.3345343 -1.692997 -1.7188375 -1.6680445 -1.696543 -1.4306354 -1.5895846 -1.7649664 -1.0709258 -3.0149881 -1.6044857 -2.3659912 -1.711 -1.3607754 -2.0666329 -1.7806903 -1.8109866 -1.7539933 -1.7824787 -1.5740088 -1.6515522 -1.6028823 -1.3224014 -1.9100442
70779 0.249719463 0.308575313 0.248075113 0.165528197 0.300491687 0.328438237 0.456823287 0.409894163 0.089938833 0.501597013 0.525192343 0.30755792 0.22769218 0.229497973 0.485728537 0.412397227 0.241806133 0.146901597 0.276603937 0.380210983 0.240659627 0.2967433 0.35442424 0.370123147 0.271128867 0.297886663 0.150447577 0.341416623 0.31851733 0.14388647
70791 -0.9013669 -1.0569151 -1.077558 -0.6052038 -0.9036268 -1.1143695 -1.1841626 -1.0376169 -0.7536064 -1.2611146 -1.3236571 -1.0908824 -0.9692401 -0.7462025 -1.3103187 -0.8764015 -0.7860418 -0.9173751 -0.9284248 -0.9757445 -0.7274577 -0.9577843 -1.0479527 -0.9886618 -0.8407278 -0.7681709 -1.0631168 -1.1641996 -0.9383236 -0.9285734
70797 -1.44211275 -1.3821672 -1.22196185 -1.27460825 -1.3524479 -1.31052085 -1.45827105 -1.3350809 -1.3392597 -1.034511 -1.1788954 -1.13618795 -1.6414317 -1.3220513 -1.5905124 -0.9810706 -1.21411515 -1.6288413 -1.2647206 -1.49872055 -1.2925384 -1.4989271 -1.63002975 -1.48522295 -1.22226795 -1.4722148 -1.3783749 -1.282778 -1.40659895 -1.179678
70804 -1.5319421 -1.4362687 -1.5076867 -1.6204657 -1.4757204 -1.457775 -1.5177675 -1.3331942 -1.4927775 -0.1586708 -1.6920426 -1.5126535 -1.51392 -1.6141786 -1.2913182 -1.2452982 -1.2441797 -1.5292992 -1.2434262 -1.5447828 -1.4745215 -1.6839479 -1.6515076 -1.4662651 -1.4524009 -1.7848278 -1.6911549 -1.6750362 -1.700032 -1.8811753
70807 -0.3056124 -0.288919 -0.3681435 -0.5142909 -0.3322784 -0.2881714 -0.2056837 -0.1582185 -0.471392 -0.2402701 -0.0686354 -0.3014568 -0.4042695 -0.3983377 -0.3361819 0.20731559 -0.2951601 -0.4402962 -0.2840856 -0.1605383 -0.4104133 -0.2008895 -0.2858541 -0.2753136 -0.4018906 -0.4117455 -0.3890364 -0.4290838 -0.2049347 -0.5139523
70823 -1.15982016 -0.54712708 -0.639372435 -0.77120495 -0.69262977 -0.77509174 -0.47059801 -0.553566115 -0.7474135 -0.77906489 -0.405532735 -0.722253155 -0.604488725 -0.860670875 -0.511763475 -0.438469495 -0.8927365 -0.79167556 -0.62974938 -0.585802835 -0.67184232 -0.57258636 -0.56108111 -0.556518155 -0.770434635 -0.95652521 -0.76306361 -0.614288465 -0.48925601 -0.876055625
70829 -1.4949833 -1.5874118 -1.7185842 -1.7236136 -1.7234885 -1.6239018 -1.6539257 -1.5001628 -2.4122845 -2.1574781 -1.8062311 -1.5573175 -1.5744264 -1.9668242 -1.3897451 -0.6866468 -1.8743207 -2.105796 -1.8294883 -1.6542941 -1.8422909 -1.2228571 -1.538387 -1.6926254 -1.7585904 -1.8316178 -1.4974841 -1.439981 -1.3993354 -2.0080468
70834 -0.124582873 -0.23141443 -0.25029642 -0.08570491 -0.15342439 -0.169913083 -0.182531697 -0.189271517 -0.0605535 -0.6546682 -0.419725377 -0.100779757 -0.228855077 -0.09664027 -0.517047733 0.287420097 -0.22014742 -0.170579907 -0.24287976 -0.236184287 -0.062554897 -0.236888507 -0.163016303 -0.22274851 -0.25406993 -0.170531677 -0.055091073 -0.159763547 -0.01580776 0.06556067
70861 0.65439444 0.82411117 0.79548163 0.73081457 0.7476836 0.48962412 0.37870666 0.75912023 0.67037473 0.29232553 0.58194167 0.74400823 0.64839995 0.66981295 0.03848926 0.52726956 1.27644155 0.70045735 0.56382833 0.31706016 0.96913689 0.57152816 0.82811549 0.73869388 0.73155529 0.62985765 0.62681045 0.60617006 0.66523478 0.76055466
70885 -0.848755 -0.6798915 -0.6887574 -0.3556616 -0.7163899 -0.9340406 -0.6565052 -0.7964747 -0.5327286 -0.1709773 -0.9306901 -0.7932661 -0.7961244 -1.0400208 -0.9739482 0.4056446 -0.8906771 -0.5887612 -0.6243822 -0.7968283 -0.6025356 -0.465202 -1.2398057 -0.8095201 -0.7106173 -0.9351333 -0.6355281 -0.8402014 -0.6111433 -0.5065223
70930 -0.626923175 -0.76602253 -0.7378331 -0.8416344 -0.67196496 -0.90116605 -0.76924856 -0.7543818 -0.7845218 0.241815005 -0.91236795 -0.74902075 -0.648548465 -0.9343023 -0.8894297 0.27968819 -0.8263814 -0.76779645 -0.75309882 -0.60390635 -0.65413519 -0.71358945 -0.7927688 -0.83631755 -0.75672875 -0.48424301 -0.6265681 -0.679010545 -0.77467045 -0.80070525
70970 -0.6922324 -0.678897 -0.5219848 -0.6085453 -0.5810496 -0.5974028 -0.2436591 -0.6319112 -0.6317736 -0.0889735 -0.7408768 -0.6025462 -0.3457527 -0.2817691 -0.3684825 -0.6534176 -0.8365467 -0.6300781 -0.6203945 -0.6443139 -0.7820883 -0.7417964 -0.8013349 -0.5702913 -0.6256274 -0.3469526 -0.6543807 -0.5651601 -0.2670348 -0.2875144
70981 0.69864688 0.900806275 0.71837428 0.76200341 0.89820519 0.568192755 0.651120725 0.78216664 0.767463775 0.353654675 0.645206955 0.669947245 0.69038692 0.700709565 0.51589404 0.62862797 0.947496495 0.70155097 0.60241748 0.773471665 0.87863417 0.619934645 0.88628352 0.840608365 0.747232395 0.68890018 0.70902966 0.762663205 0.796738315 0.855656225
70997 1.32178559 1.31618648 1.38086272 1.49649969 1.49239853 1.49141469 1.47290237 1.19487695 1.62710575 1.44331377 1.31954473 1.55045393 1.54942477 1.42548089 1.32346306 1.1750606 1.35265059 1.40862109 1.4026361 1.43081856 1.52750002 1.49695889 1.42181484 1.18476387 1.49773135 1.49117592 1.49192531 1.37456181 1.53246028 1.58730436
70998 1.68334106 1.91286482 1.86915889 1.80786074 1.60043347 1.46648779 1.41931392 1.64975899 1.73413054 1.30881468 1.40847511 1.65139069 1.53865451 1.66038529 1.02915565 1.7331637 2.08419838 1.73999129 1.72957402 1.38619284 2.01404176 1.6029649 1.81645583 1.80923709 1.74560117 1.34956501 1.58746587 1.63077062 1.7100732 1.68248743
70999 -0.7976098 -0.8630459 -0.8800279 -0.6107185 -1.1374257 -0.78374 -0.8177386 -0.8504543 -0.7280722 -0.5907027 -0.3826003 -1.1119305 -0.820534 -0.8550616 -0.2332167 -0.40547 -0.7653711 -0.8512883 -0.4907071 -0.8776336 -0.9822145 -0.7265423 -0.874981 -0.8458967 -0.9599117 -1.2104216 -0.8185393 -0.8014145 -0.9181191 -0.9712087
71007 -0.6437667 -0.8292905 -0.6130326 -0.8352416 -0.8876722 -0.8954425 -0.7573855 -0.5631528 -0.8842369 -0.7999534 -0.6647379 -0.7644425 -0.7408915 -0.7693664 -0.6782527 -0.4025083 -0.7699208 -0.8561018 -0.6396446 -0.7527476 -0.6987761 -0.5150301 -0.6277067 -0.7203226 -0.7114345 -0.6512076 -0.8646302 -0.8453369 -0.6999653 -0.8284789
71069 0.38369431 0.39363022 0.22102886 0.38157995 0.43125759 0.30234998 0.31858984 0.23728439 0.2899255 0.06820756 0.28297222 0.0243013 0.49719294 0.5136165 0.16994864 0.32360774 0.43207565 0.3819088 0.18886166 0.5015358 0.26236346 0.18537824 0.37212931 0.45267807 0.14329424 0.38017169 0.38058743 0.4471078 0.35297304 0.42493543
71085 1.48131605 1.46692681 1.41279899 1.42368047 1.45931684 1.47062663 1.31612792 1.42364775 1.32281164 1.22666005 1.58469698 1.46850549 1.49939114 1.34439221 1.59720605 1.32678153 1.61009039 1.30694693 1.24292017 1.35412718 1.42490426 1.36915973 1.56395919 1.46469833 1.35694481 1.5412882 1.53092528 1.47383224 1.36089804 1.45670816
71147 -0.4869791 -0.1455736 -0.5241715 -0.3696844 -0.4459643 -0.2601389 -0.3030253 -0.1503598 -0.520844 -0.3520399 0.03085395 -0.4338973 -0.3181457 -0.3692536 -0.2824795 0.11208346 -0.3710613 -0.2631095 -0.4584131 -0.5931016 -0.259661 -0.2975501 -0.3188889 -0.1913416 -0.4858055 -0.42422 -0.3755806 -0.2943139 -0.3638864 -0.4283274
71148 -1.0890629 -0.9996691 -1.2064825 -1.1515233 -1.2371017 -1.0607857 -0.9350042 -0.9545321 -1.2842824 -1.2751156 -0.84973 -0.7618341 -1.2192342 -1.0340329 -0.9548572 -0.8191392 -1.2019407 -1.178025 -1.2229004 -1.0308499 -1.1563376 -1.350809 -0.9220296 -1.0704189 -1.03922 -1.2934726 -1.2231973 -0.9613897 -0.9099249 -1.0250326
71169 -0.7037223 -0.812753667 -0.746606333 -0.698706433 -0.500461293 -0.554428033 -0.800095633 -0.901554967 -0.594726607 -0.792999033 -0.917119833 -0.553268877 -0.690263 -0.6755435 -0.828492633 -0.7513822 -0.730238233 -0.75129362 -0.743566267 -0.769482967 -0.7886175 -0.755963133 -0.762598433 -0.949110867 -0.694021967 -0.60387914 -0.629821667 -0.777225367 -0.686410867 -0.55533123
71175 -0.4471381 -0.33357889 -0.115319273 -0.202526903 -0.31513426 -0.359359787 -0.27339267 -0.472696463 -0.089292097 -0.133367123 -0.12687084 -0.240666897 -0.166440837 -0.3353247 -0.286256043 -0.278190227 -0.443182667 -0.093901757 -0.176487513 -0.24694392 -0.268168387 -0.42082013 -0.429376933 -0.400151933 -0.125785637 -0.180784533 -0.443172667 -0.4306722 -0.482263733 -0.325331167
71198 -0.17094275 -0.017164585 -0.1757302 -0.2496656 -0.11786094 -0.16620055 -0.011122485 -0.00164131 -0.3870484 0.13112619 -0.144944685 -0.17766945 -0.1929224 -0.1410923 0.03916636 0.05977219 -0.1383983 -0.23844795 -0.2149976 -0.19349535 -0.20051325 -0.097693155 -0.090079645 -0.07459418 -0.2208168 -0.2887879 -0.06766375 0.004431315 0.01011881 -0.17660186
71207 -0.5306238 -0.14973775 -0.28232465 -0.51851155 -0.4655147 -0.4358584 -0.2462256 -0.2199799 -0.5014447 -0.429723 -0.03060615 -0.29144605 -0.48273605 -0.5204586 -0.1390839 -0.12608647 -0.37838075 -0.2985869 -0.2536669 -0.47968815 -0.48793985 -0.26726025 -0.173276 -0.29859995 -0.32159305 -0.516501 -0.39920845 -0.2063934 -0.27827515 -0.54259225
71233 -1.0278051 -0.743021 -0.9283825 -1.1469238 -0.9052217 -1.0879147 -0.8281463 -0.8598671 -1.1776177 -1.2340766 -0.8170623 -1.2460871 -0.7772167 -1.3604953 -0.7600208 -0.6355481 -1.3519728 -0.7286218 -1.0864268 -1.2322728 -0.9320046 -1.064317 -0.8312187 -0.8827809 -1.0747384 -0.8812476 -1.1764386 -0.9020863 -0.9534791 -1.1736807
71242 -1.4814656 -1.2118687 -1.5771428 -1.6076503 -1.3969493 -1.7247425 -1.6225757 -1.3009228 -1.7826146 -1.5785738 -1.5500096 -1.7903102 -1.9007335 -1.7340463 -1.2006298 -1.8626543 -1.7786622 -2.6428564 -1.6800006 -1.6137454 -1.5777428 -1.3907718 -1.5889637 -1.442682 -1.71635 -1.9237419 -1.8712357 -1.2927516 -1.5100445 -1.5287781
71263 -0.4866589 -0.5573202 -0.3876023 -0.2942598 -0.5718951 -0.5226171 -0.5849651 -0.5681867 -0.3933619 -0.4993336 -0.4118916 -0.4312147 -0.4004404 -0.5024911 -0.3320794 -0.7397101 -0.4185648 -0.3841692 -0.3734915 -0.4176968 -0.4246388 -0.3998874 -0.6122866 -0.5993476 -0.3790932 -0.2722392 -0.470475 -0.5715638 -0.5326892 -0.418236
71281 1.41397822 1.58832613 1.36877671 1.10770476 1.28404937 1.20254958 1.49833396 1.39711907 0.97714392 1.2456384 1.37151053 1.03802941 1.26907703 1.22720478 1.32496916 1.59826341 1.30074638 1.19056325 1.34928538 1.27503982 1.29967217 1.30254687 1.50977706 1.36399187 1.1769983 1.19798697 1.25029398 1.32707404 1.3253721 1.08531033
71302 -0.66626065 -0.6430386 -0.6744653 -0.77924935 -0.830303 -0.7494605 -0.58458085 -0.594148 -0.68858485 -0.42337375 -0.54629545 -0.73444955 -0.75062695 -0.77887755 -0.52140525 -0.326807195 -0.7071174 -0.64507045 -0.7520121 -0.54301195 -0.8621269 -0.73442435 -0.6646842 -0.73755805 -0.67682795 -0.7037753 -0.76308645 -0.6774451 -0.8016467 -0.72473255
71310 -0.5287232 -0.44180935 -0.44934555 -0.4993346 -0.504729 -0.3919324 -0.5215191 -0.3924594 -0.46786565 -0.62758755 -0.3771044 -0.39876005 -0.5738429 -0.5541083 -0.24557561 -0.4874386 -0.4954878 -0.7495692 -0.44751665 -0.5329747 -0.447954 -0.59771125 -0.561176 -0.46904835 -0.4353059 -0.66617645 -0.5179104 -0.5689874 -0.54476345 -0.59216075
71330 -0.467557 -0.504221 -0.27459315 -0.37464615 -0.48453905 -0.50939365 -0.5823929 -0.5495907 -0.3833482 -0.5496254 -0.5901334 -0.43199955 -0.5813029 -0.19207807 -0.7619891 -0.4579977 -0.328618485 -0.39545615 -0.4402471 -0.57474375 -0.314861815 -0.47191445 -0.608252 -0.46732235 -0.44107545 -0.4387049 -0.54331835 -0.6589889 -0.3734866 -0.20687295
71340 1.492500385 1.347389935 1.360676035 1.49185783 1.47988567 1.31136105 1.223307575 1.47070574 1.53877129 1.253566425 1.467805205 1.415083995 1.44964923 1.3855404 1.36733948 1.48129613 1.799882285 1.488633985 1.697001205 1.520240015 1.42555905 1.31720455 1.474274035 1.4600592 1.587261345 1.33204383 1.4036532 1.497073235 1.23301102 1.269168465
71348 -0.6521729 -0.4075208 -0.3871842 -0.4268326 -0.4850323 -0.353576 -0.1761894 -0.4442766 -0.5032673 -0.7028166 -0.2221825 -0.2932474 -0.6876191 -0.2938601 -0.1652432 -0.3346653 -0.6656423 -0.5761023 -0.5835061 -0.4210032 -0.5349047 -0.496515 -0.2769945 -0.3600439 -0.3799723 -0.6033947 -0.5434551 -0.3461627 -0.2339034 -0.4201479
71375 0.065578618 0.177112716 0.092436706 0.098216762 0.039422476 0.090643494 0.135842544 0.21400678 0.016102796 0.070296532 0.1087554 0.100399996 0.028919586 0.04471961 0.016258136 -0.11089973 0.227824512 0.11472341 0.145926926 0.056616988 0.073100514 0.123586884 0.226272736 0.22437981 0.067434186 -0.017509166 0.133911934 0.155328322 0.192729274 0.154502038
71389 -0.12058955 0.03802285 -0.20815175 -0.40820995 -0.27739905 -0.43723395 -0.0048483 -0.1409375 -0.46512715 -0.030953345 -0.23006155 -0.35072895 -0.3373829 -0.25970675 -0.1223574 0.444059955 -0.3184822 -0.38434465 -0.112699685 -0.019822965 -0.5694543 -0.10971105 -0.089969955 -0.10459802 -0.38470435 -0.3346968 -0.2338599 0.06381808 -0.176260545 -0.5428955
71393 -0.6409582 -0.8440065 -0.6706301 -0.6450807 -0.8334428 -0.7155473 -0.8269515 -0.6989202 -0.6165559 -0.9440974 -0.6772944 -0.6869572 -0.8059866 -0.701312 -0.8150807 -0.6993986 -0.6033024 -0.6714387 -0.7607601 -0.5693577 -0.5839851 -0.8665393 -0.7304585 -0.804222 -0.5874688 -0.8227289 -0.5620758 -0.6606772 -0.8085141 -0.7665538
