Gene	GSM635888	GSM635889	GSM635884	GSM635885	GSM635886	GSM635887	GSM635895	GSM635894	GSM635893	GSM635892	GSM635891	GSM635890	GSM635897	GSM635896	GSM635899	GSM635898	GSM635901	GSM635900
11607	6.84089	6.59594	7.63969	7.44325	7.69198	6.66167	7.56256	6.98372	7.48891	7.17795	7.09626	6.95824	8.18952	8.3133	6.42609	8.0327	6.30254	6.7231
11608	4.96911	5.15352	5.31283	5.67812	5.6381	5.06902	5.2255	5.13429	4.70879	4.88921	5.17611	5.11036	5.11665	5.29352	5.01722	5.10894	5.11303	4.81227
11609	3.75997	4.25468	4.26089	4.13922	3.94351	4.21272	4.20282	4.35653	4.14027	4.17792	4.40321	3.85737	3.97186	4.11371	3.98586	4.15436	3.94351	4.0192
11610	6.66489	6.44356	8.65034	8.59212	8.90457	6.46394	7.87123	8.0444	8.02495	8.37007	8.42522	8.63966	8.04626	8.47134	6.66069	8.35449	6.66158	6.70434
11611	4.73172	4.60401	4.64317	4.42805	4.41418	4.80788	4.55768	4.47634	4.48754	4.605	4.48396	4.69438	4.63562	4.52289	4.62192	4.65225	4.56843	4.36084
11614	3.53093	4.53062	4.01235	3.79903	3.34464	4.10305	3.95531	3.97891	3.84652	4.43609	3.70565	3.67163	3.97786	3.79843	3.92439	3.7192	4.1178	3.93782
11622	6.90124	6.87898	8.26022	6.89533	8.07009	6.87548	7.28457	7.40521	7.48235	8.4635	8.21877	8.23177	7.79485	7.77128	5.82268	7.82214	6.1544	5.80079
11624	3.98797	4.31796	4.14743	3.99325	4.38645	4.01097	3.88698	4.05841	3.82237	3.81336	4.32308	3.99606	4.08782	3.99766	3.89706	4.04201	4.0194	4.08218
11625	4.25724	4.64155	4.84366	4.35502	4.50551	4.53247	4.61011	5.26747	4.75889	4.17188	4.35862	4.11911	4.28361	4.61146	4.89416	4.30899	4.65442	4.57435
11628	3.92641	4.14271	4.133	4.16679	3.9965	3.92224	4.11915	4.04109	3.92465	3.96399	4.11292	4.00471	3.81498	4.10356	4.02814	3.84549	3.88574	3.82919
