Gene	GSM684640	GSM684639	GSM684638	GSM684637	GSM684636	GSM684635	GSM684634	GSM684641	GSM684655	GSM684653	GSM684657	GSM684656	GSM684651	GSM684654	GSM684652	GSM684650
679713	7.09158	7.51254	7.22223	7.20977	7.08321	7.3555	7.09472	6.84961	7.31466	6.7283	7.10253	7.66765	6.81759	6.94231	7.41986	6.98657
679747	11.9725	12.267	12.2522	12.0576	12.1752	12.0576	12.0796	12.2468	12.3205	12.2349	12.0752	12.3103	12.3554	12.4448	12.3038	12.4811
679784	7.72996	7.59059	8.01598	7.30081	8.29011	7.61486	7.97166	7.47131	8.52621	8.37675	7.81007	8.4767	8.3553	6.10364	7.76764	8.63337
679802	3.54875	3.53704	3.5333	3.62184	3.56596	3.56286	3.5261	3.5423	3.45171	3.55953	3.51821	3.46401	3.51914	3.47185	3.50886	3.51727
679806	4.33593	4.63336	5.14544	4.63716	4.85147	4.86989	5.51683	5.2043	4.48132	4.65047	4.01354	5.54497	4.53113	9.42804	4.31585	4.54858
679811	6.61594	6.18176	6.622085	6.042275	6.469	5.991285	6.22131	6.19541	6.368425	6.56646	6.11546	5.88465	6.111025	5.54327	6.812065	5.916465
679834	3.53982	3.51591	3.3817	3.63905	3.49409	3.63216	3.35095	3.36955	3.16362	3.4113	3.24572	3.29114	3.30255	3.22393	3.30576	3.18527
679845	2.97392	3.01586	2.91252	2.97269	2.95101	3.06053	2.79988	2.91047	3.03641	2.93436	2.8889	2.8393	2.89429	2.78451	2.86851	2.79252
679869	6.892885	6.289605	7.01615	6.238225	6.84658	6.38146	7.2358475	6.55139	6.2409475	6.746145	6.184155	6.4001425	6.7765575	5.916635	6.8516225	6.5651625
679890	7.687245	7.68416	7.75764	7.59238	7.392905	7.5619	7.652695	7.752125	7.901165	7.61932	7.576025	8.0573	7.63426	7.92183	7.575345	7.530195
679894	4.01653333333333	4.02542333333333	4.20339333333333	4.20085666666667	4.06884333333333	4.3313	4.34222333333333	4.29266333333333	4.12165	4.03022	3.97770666666667	4.07050333333333	4.07909666666667	3.65284666666667	3.98136333333333	4.33439
679898	8.39328	8.35717	8.53589	8.4226	8.4919	8.3593	8.46355	8.36575	8.41991	8.41812	8.50592	8.49099	8.44448	8.61452	8.33272	8.36629
679906	8.86876	8.91489	9.101105	8.7908	9.16882	8.690515	8.757615	9.046915	9.272185	8.95555	8.957365	9.13255	8.822755	8.891505	9.388275	9.01045
679907	10.6109	10.7337	10.7666	10.5442	10.5699	10.7055	10.661	10.6024	10.275	10.4902	10.3163	10.3957	10.4871	10.0013	10.3873	10.3353
679921	7.88426	7.17705	7.52474	8.15873	7.75299	8.07225	7.54207	7.39371	7.51018	7.85413	7.58372	7.99662	7.85339	6.72414	7.72262	8.17154
679934	10.8562	10.9014	10.7839	10.7679	10.7839	10.783	10.7375	10.6818	10.8267	10.5558	10.8824	10.8761	10.8294	11.3598	10.4786	10.9063
679937	4.96579	4.59238	5.02877	4.91727	5.10253	4.57817	5.12909	5.43828	7.21314	5.40367	6.56394	6.92231	5.95672	9.55955	6.3856	6.85956
679942	4.01839	5.31442	4.06203	4.15401	4.67747	4.13704	4.05081	4.43345	3.94221	3.72198	4.01211	4.01785	4.03256	3.93424	4.03144	4.0762
679944	9.36358	9.29151	9.37946	8.99012	8.79183	8.9651	9.14639	9.45971	9.27171	9.32703	9.46204	8.56552	9.2221	8.75444	8.96053	9.06529
679949	2.370785	2.33404	2.335345	2.38597	2.37263	2.378135	2.337135	2.33946	2.198585	2.379765	2.33602	2.1535	2.359765	2.246525	2.30892	2.298365
679958	3.561785	3.44916	3.403655	3.529245	3.50719	3.52369	3.40188	3.446465	3.221165	3.46468	3.393335	3.38879	3.393785	3.292655	3.418075	3.39256
679994	3.93932	3.97346	3.87534	4.3218	4.02812	4.7794	4.98348	4.10902	4.00156	4.28635	3.81303	3.512	3.82127	3.22038	3.64389	3.42535
680006	7.73135	7.771915	7.600035	7.48404	7.40224	7.330465	7.62738	7.53781	7.766915	7.82281	7.936025	7.683815	7.66177	7.365345	7.471885	7.698015
680014	5.99157	6.137	6.165585	5.97352	5.957995	6.03187	6.210205	5.888775	6.10193	5.89007	6.0049	6.17029	6.009845	6.5212	5.91508	6.161885
680021	14.5283	14.5536	14.3198	14.3978	14.4466	14.4036	14.4937	14.2811	14.0871	14.0298	14.0688	13.9298	14.1124	12.0973	13.9406	14.0023
680025	3.41902	3.39256	3.37	3.40303	3.48717	3.46679	3.36188	3.39125	2.8285	3.78816	3.31218	3.28599	3.33734	4.13335	3.36866	3.31459
680036	5.31119	5.541395	5.23167	4.89291	5.414905	5.28105	5.852985	5.0544	7.084385	5.549375	6.45901	7.04617	6.34068	6.55756	5.826335	7.394125
680039	8.25555	8.66079	8.62129	8.57733	8.44944	8.25482	8.73332	8.58032	8.88985	8.55799	8.44953	8.89931	8.65894	8.83381	9.03626	8.61039
