Gene	EFA2a	EFA2b	EFA2c	EFA2d	EFA2e	EFA3a	EFA3b	EFA3c	EFA3d	EFA3e	EFA4a	EFA4b	EFA4c	EFA4d	EFA4e	EMA2b	EMA2c	EMA2d	EMA2e	EMA3a	EMA3c	EMA3d	EMA3e	EMA4a	EMA4b	EMA4c	EMA4d	EMA4e
Gene	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24	6	6	6	6	16	16	16	16	24	24	24	24	24
76500 1.36058999 1.22008194 1.16942619 1.15315359 1.15345692 1.16979252 1.3498197 1.269604 1.17268385 1.16315675 1.10823879 0.94192535 1.21360614 1.0783433 1.13952537 1.27903645 1.251623 1.09632475 1.16350426 1.31917547 1.243694 1.24134533 1.23544666 1.13740733 1.1817189 1.35138596 1.14723856 1.01534197
76501 0.24896528 0.36479157 -0.1661109 -0.1455524 0.02686122 0.05261476 0.61345617 0.51774493 0.28113196 -0.0321948 0.07567245 0.26664232 0.20584733 -0.0608095 0.45996861 0.34876453 0.08324722 0.15212391 0.07178663 -0.2123783 0.53250497 0.53469509 0.01566729 0.19875611 0.09695778 0.83112745 0.15711378 0.24274456
76509 -0.196449117 -0.11690005 -0.14947733 -0.2726527 0.11105348 -0.064472437 0.029845387 -0.083089663 0.11464835 0.126581297 -0.122039513 -0.09451125 -0.01344889 -0.068496443 -0.20222586 -0.46551531 -0.009980273 -0.273017427 -0.098104623 0.059993503 -0.083966153 -0.26498171 -0.07299299 0.03940036 -0.091990777 0.04255187 -0.036009587 -0.163440343
76510 0.8533294 1.06170178 0.89944527 0.89272734 0.87571751 0.91994787 0.7468602 0.84624166 0.77568996 0.81101104 0.5744224 0.62801445 0.76564729 0.88295404 1.02271326 0.90885653 0.44567924 0.89266148 0.87592879 0.8682686 0.77308562 0.61839324 0.94255851 0.73215229 0.76257051 0.85078161 0.77554353 0.8526074
76522 0.84639798 0.78701826 0.82152458 0.66486254 0.89675093 0.90204659 0.70908325 0.53230394 0.67963464 0.86149514 0.7982605 0.73441193 0.96724762 0.67297732 0.67762895 0.80375241 0.7662525 0.76246465 0.9385835 0.7245296 0.8316125 0.57512598 0.7986651 0.71432816 0.86512038 0.83044853 0.67223832 0.71969889
76524 0.06539816 -0.4824403 -0.5981365 -1.1100954 -0.3945278 -0.6457292 -0.5069767 -0.1100839 -0.7546872 -1.280855 -0.858161 -0.2606954 -0.6800623 -0.8655905 -0.1691538 -0.4263116 -0.661634 -0.6694771 -0.848022 -1.5151827 -0.2198281 -0.850369 -0.6762292 -0.9136566 -0.701034 -0.2539217 -0.9021528 -0.6727612
76527 -2.2089743 -1.9677104 -2.8533778 -2.7212103 -2.5598442 -1.7434498 -3.0324848 -2.6048491 -2.5811746 -2.978537 -2.833171 -1.7565785 -2.2374835 -2.4069534 -2.5261266 -2.2362372 -2.0658408 -1.9772062 -2.3181903 -1.9682258 -2.3850626 -3.3537838 -2.4036308 -2.8309049 -2.9556371 -2.6939926 -2.4728093 -1.2736047
76547 0.31995814 0.14447723 0.04027144 0.05872608 0.11264902 0.178791 0.01934312 0.1239984 0.11848815 0.25150251 -0.2253351 0.2209437 0.09733452 -0.0103216 0.14268937 0.41174182 -0.0548695 0.14292457 -0.0048746 0.04248482 0.33518738 -0.1765899 0.13017447 0.07079331 0.10498293 0.24295473 0.21691397 0.16661497
76559 0.68882477 0.41437976 0.39809781 0.38774586 0.56570085 0.68830325 0.71912632 0.6214579 0.60566133 0.53722514 0.71862833 0.5028403 0.67419874 0.40406452 0.49802062 0.26842418 0.65320446 0.41015559 0.45454684 0.59383934 0.56156573 0.77136298 0.42783032 0.59414629 0.61812943 0.74003087 0.47176621 0.55652094
76563 0.67346954 0.84831846 0.86480028 0.86754433 0.84360927 0.80009328 0.90284913 0.74395186 0.96854731 0.72739963 0.81228051 0.85020251 0.71186078 0.65040515 0.61202628 0.726292 0.6692225 0.95651702 0.71413618 0.3502567 0.81627849 0.84192545 0.6541786 0.73154702 0.54655658 0.72828934 0.70420489 0.87420457
76566 -0.677375 -0.898534145 0.08007646 -1.3613411 -0.69578023 -0.4494773 -0.695074215 -0.49099732 -0.98697015 -1.3375804 -0.658866215 -0.317559585 -0.70691675 -0.89067886 -0.46329699 -0.934871295 -1.60575035 -0.9220858 -0.901435 -0.783692075 -0.53932444 -0.755673485 -0.8196501 0.062474345 -1.06528545 -0.452641905 -1.246412865 -0.88013595
76568 -0.744001 -0.9425491 -0.6991984 -0.8157671 -0.9438727 -0.8814992 -0.9003964 -0.5355437 -0.7952581 -1.4072802 -1.1079705 -0.3481195 -0.7559398 -0.708951 -0.744826 -0.9544276 -0.532659 -0.7372003 -0.8537335 -0.7113657 -0.556553 -0.9399361 -0.7684372 -0.8744834 -0.8912111 -0.7011322 -0.7667436 -0.7536821
76574 -0.3467149 -0.4545325 -0.985918 -1.0451541 -0.174161 -0.9114623 -0.964115 -0.2371376 -0.8462109 -0.6853102 -1.3285311 -0.6799049 -1.1841172 -1.0638647 -0.463764 -1.0113489 -1.3029719 -1.1941666 -1.0287789 0.26617474 -0.5604586 -0.6385878 -1.1063854 -0.4834827 -0.944009 -0.5095479 -0.7195194 -0.987636
76577 0.211115995 0.467348795 0.491059895 0.58451823 0.44685297 0.64151538 0.33691124 0.259384875 0.51333664 0.3466074 0.499825345 0.542172605 0.443354995 0.596556315 0.410630875 0.54095971 0.40097643 0.615695295 0.658662025 0.33486768 0.33991844 0.48360137 0.406049815 0.39965458 0.498343875 0.108484165 0.488776995 0.513957925
76582 -0.08870236 -0.211169037 -0.0047767 -0.061688617 0.027938903 -0.198735223 -0.11603443 -0.26255981 -0.189817183 -0.420466993 -0.31820336 0.195705977 -0.02362882 0.03830023 -0.347955797 -0.017595977 -0.084913503 -0.118672163 -0.009499797 -0.231466823 -0.398357687 -0.232170027 0.166176473 -0.049704027 -0.11648486 -0.06032443 -0.189748717 -0.061434837
76594 -0.4098634 -0.4234546 -0.7542022 -0.92278 -0.6447672 -0.32122 -0.1871299 -0.2370172 -0.4019188 -0.1980183 -0.4225431 -0.2288683 -0.2684916 -0.4443295 0.01544622 -0.1351895 -0.7089098 -0.5071304 -0.4189225 -0.347736 -0.3279756 -0.2999563 -0.367451 -0.3906111 -0.4447442 -0.2278072 -0.1280916 -0.1118318
76612 -0.5736775 -0.7254273 -0.9447129 -0.5535975 -0.6687193 -0.9372081 -0.8266938 -0.5136545 -0.8958419 -1.4024012 -0.1555058 -0.8407859 -0.4913316 -1.0407813 -0.3022486 -1.6100684 -0.6578073 -0.8872659 -0.6661404 -1.207394 -0.5674438 -1.1029061 -0.997743 -0.9090858 -0.8143677 -0.4417188 -0.8679846 -0.8152793
76614 2.57894196 2.68595172 2.54915244 2.51625576 2.44835254 2.33303623 2.64243535 2.68931862 2.34723872 2.57791942 2.47809692 2.21744069 2.31662279 2.33626876 2.59144765 2.63057162 2.55127383 2.36133698 2.5550576 2.65731463 2.62471483 2.61723303 2.48355089 2.53116808 2.39905237 2.79014166 2.47683938 2.33619343
76650 -0.6698753 -0.6733049 -0.7685607 -0.3987988 -0.6637785 -0.7439005 -0.5798837 -0.5569622 -0.4000738 -1.2108484 -0.6057493 -0.6518607 -0.6232261 -0.7471845 -0.465823 -1.0141033 -0.6798281 -0.6929879 -0.5246001 -1.034537 -0.6452557 -0.8498874 -0.7708684 -0.8139977 -0.559265 -0.5963547 -0.683596 -0.6051949
76707 0.44618849 -0.0412249 0.00893709 -0.9758756 -0.407451 -0.2412472 -0.216583 -0.2976107 -0.349596 -0.5562186 -0.1236336 -0.354079 -0.2644745 -0.2617581 -0.2207765 0.06211223 -0.126224 -0.4010197 -0.4489452 0.53274211 -0.18437 -0.08778 -0.3682461 -0.4793522 -0.1117173 -0.3032821 -0.2841194 -0.0972747
76709 -0.877539 -0.4893004 -0.2258958 -0.1650003 -0.4650449 -0.6390884 -0.2342738 -0.6462738 -0.3572364 -0.6014677 -0.8866117 0.18229615 -0.4843287 -0.7116668 -0.8017074 -0.5473456 -0.4911048 -0.4155783 -0.5552816 -0.6502891 -0.5761914 -0.481695 -0.4422446 -0.4604015 -0.5531279 -0.830058 -0.5975145 -0.3142528
76719 1.247120348 1.188699635 1.299025375 1.367483598 1.22639238 1.26431069 1.221780378 1.30359281 1.234759725 1.319367683 1.435723938 1.165166533 1.033687643 1.41852334 1.234600863 1.177249505 1.358567388 1.320007185 1.357858698 1.16987255 1.130878895 1.285113153 1.248785733 1.28284735 1.31854183 1.075809505 1.28648022 1.336633773
76737 0.43291405 -0.6297726 -0.3950847 -0.5509837 -0.4893875 -0.5237439 -0.5042345 0.24965918 -0.4887423 -0.5528878 -0.5684829 -0.0938888 -0.4149307 -0.4674298 -0.3381144 -0.5397899 -0.3955386 -0.5085171 -0.4362098 -0.6881197 -0.4765315 -0.5327388 -0.3844173 -0.750753 -0.3928179 -0.058401 -0.5979998 -0.386931
76740 -0.03743876 -0.593595453 -0.29435822 -0.246389363 -0.15880745 0.36859503 -0.3415499 -0.546644347 -0.186234633 -0.161146933 -0.469750167 -0.311596547 -0.156159823 0.00577145 -0.384184507 -0.2730529 -0.454357233 -0.186309897 -0.088290873 -0.294162233 -0.36551323 -0.1893486 -0.24912569 -0.423847027 -0.288221883 -0.183881153 -0.413735813 -0.298173233
76763 -1.45152415 -1.9144288 -1.2100004 -0.8521185 -1.34142945 -1.1265656 -1.0864547 -1.3488141 -1.0778976 -1.2136755 -1.2910066 -1.10144305 -1.2932521 -1.30734945 -1.37980725 -1.09817005 -1.5956167 -1.15854545 -1.2404183 -1.45178435 -1.3799227 -1.4255605 -1.13738585 -1.2235259 -1.360546 -1.4953315 -1.442303 -1.25310595
76773 0.6844593 0.88407414 0.88375159 0.77736952 0.6590205 0.66999993 0.8820312 0.73631879 0.57172914 0.80704601 0.62042153 0.44549644 0.80519749 0.7179251 0.80822111 0.75710228 0.80178133 0.75371063 0.76853863 0.84547807 0.65927427 0.73368716 0.84113967 0.85442966 0.80360991 0.77280369 0.91364339 0.76785957
76775 0.29296069 -0.1532252 0.20078059 0.09273473 0.26544988 0.1938471 0.21141788 0.11980534 0.07455962 0.22791927 0.42440621 -0.2100102 0.15449065 0.28446864 -0.2422619 0.16155305 0.33834261 0.08654687 0.3085452 0.35485717 0.24748543 0.19702727 0.31789041 0.17881707 0.35006184 0.22530126 0.12291201 0.13418851
76784 0.168827305 0.185180615 0.175073875 0.406874075 0.208385165 0.2052644 0.28574783 -0.04665241 0.21734804 0.33788869 0.022877065 0.04281317 0.176610185 0.22050414 4.9e-05 0.200779115 0.01303827 0.179800385 0.174687255 0.44662849 -0.082648595 0.29103565 0.082590895 -0.010157115 0.1928681 -0.260263495 0.09892724 0.25106764
76788 0.44676752 0.70756131 0.43325576 0.33413305 0.47443679 0.37083622 0.79025877 0.53880932 0.3966195 0.47477914 0.24113683 0.19055019 0.40603605 0.29559125 0.30446731 0.26107574 0.60170086 0.2283556 0.38106973 0.77106585 0.42948316 0.62558968 0.49133237 0.40360787 0.45565742 0.5409425 0.49386252 0.40965234
76795 0.23997045 0.30781057 0.02622765 -0.0158838 0.03728528 0.03145097 0.21979085 0.31687379 0.14268464 0.44012617 0.21591677 0.08792211 0.20228678 0.05181951 0.39225061 0.05950785 -0.2224343 0.15456074 0.17206953 0.76366495 0.12631137 0.32288872 0.10492318 -0.1829688 0.00889207 0.16162991 0.04743494 0.04557921
76799 1.159744055 1.222687265 1.04467731 1.22892961 1.24321122 1.17644992 1.339749425 1.22327625 1.148064325 1.17823397 1.439948315 0.88020902 1.22175202 1.165658585 1.14830094 1.038916805 1.35482557 1.14749726 1.107285735 0.82992829 0.99692195 1.336527955 1.022852125 1.04200432 1.165113505 1.216749035 1.25955754 0.90109265
76800 -0.98117915 -0.36674105 -0.557407585 -1.0188158 -0.556224765 -0.520013235 -0.28414529 -0.615504335 -0.310037495 -0.6064589 -0.647930665 -0.537016965 -0.40636124 -0.556737345 -0.534539195 -0.61516892 -0.36160772 -0.373019775 -0.545623485 -0.55759142 -0.381824485 -0.48385251 -0.44211648 -0.267682275 -0.507106415 -0.497720515 -0.233414045 -0.501542425
76808 0.30656431 0.34041794 0.28243943 0.30666015 0.27370273 0.07819424 0.59818117 0.26416144 0.24731174 0.39792258 0.86166473 0.2563779 0.29904496 0.34874037 0.48110149 0.19006191 0.27411784 0.19127613 0.17208292 0.35819474 0.4934456 0.44053291 0.40775736 0.4746136 0.10542689 0.42704031 0.43008938 0.39534715
76813 -0.0232549 -0.1121785 -0.4728619 -0.0428209 -0.45375 -0.2472378 -0.2042763 0.32018723 -0.3158365 -0.4594508 -0.3071817 -0.1234801 -0.2782442 -0.5104038 -0.2295205 -0.105145 -0.4457972 -0.5672678 -0.1353083 -0.2434446 0.19882449 -0.2780546 -0.3497817 -0.3958731 -0.3055569 0.07669116 -0.2322786 -0.3735514
76815 0.09595996 0.01152249 -0.1098104 -0.0832863 -0.0645441 -0.081547 0.05357885 0.2362931 -0.1067117 -0.3512646 -0.1037712 0.1284876 -0.0604195 -0.1212467 -0.1723094 -0.0770223 -0.2944346 -0.0052553 -0.0851573 0.01198743 0.16656247 0.05883786 -0.3910054 -0.2017479 -0.0387003 -0.1873917 -0.0298919 0.00464682
76816 -0.2551562 -0.4423594 -0.8676154 -0.4409405 -0.5446971 -0.375174 -0.541154 -1.4672737 -0.6337165 -0.3212515 -1.9873202 -0.9940598 -0.8331717 -0.6799521 -0.8471841 -0.4799167 -0.3201157 -0.5963996 -0.4227366 -2.2969821 -0.9550197 -1.1025553 -0.7857214 -0.4175562 -0.7130166 -0.2680019 -0.7660801 -0.7697222
76824 1.21544516 1.4270054 1.28149833 1.27127076 1.22841095 1.32998649 1.21192883 1.36653558 1.16121462 1.36041152 1.26325776 0.91516719 1.1449827 1.23811615 1.19794772 1.276204 1.20784063 1.24142525 1.26781712 1.49651065 1.23646039 1.22097114 1.2433415 1.29794838 1.25320439 1.29349793 1.23516418 1.12341179
76843 0.62933103 0.55717751 0.585145853 0.654303947 0.670180583 0.562698887 0.654433507 0.64081153 0.585189123 0.587839663 0.814378183 0.47703143 0.48170847 0.66770589 0.484138567 0.635018767 0.60977662 0.605758677 0.59892641 0.47264078 0.497839083 0.67979178 0.45850984 0.367010953 0.717899623 0.57308816 0.620263827 0.551961543
76846 -0.4306664 -0.2569588 -0.0945458 -0.2229803 -0.2822165 -0.3548452 -0.112041 -0.2018155 -0.1171506 -0.2152521 -0.4415468 -0.111789 -0.1712812 -0.137132 -0.093015 -0.1760255 -0.1104856 -0.1446406 -0.3259721 -0.1708384 -0.0372949 -0.1211486 -0.128636 0.1144293 -0.3664545 -0.2156979 -0.1858187 -0.1554179
76857 1.13604925 0.87956902 1.18855496 1.2087189 1.1280801 1.14430423 1.2488988 0.56510895 1.5747593 0.91139307 0.86596321 1.28351812 1.37324729 1.28849651 0.9891776 1.2009599 1.41026509 1.22123777 1.07781999 1.33715787 1.24922574 1.24275518 1.34695081 1.45381769 1.34454615 1.37538033 1.18199975 1.45977782
76858 -0.1394147 -0.12429539 -0.0862846 -0.37698305 -0.00898904 -0.075137425 -0.066741225 0.19420202 -0.25354765 -0.43494855 -0.34166145 0.057657895 -0.153946725 -0.2529661 -0.17305041 -0.41805775 -0.5141747 -0.17650565 0.003153595 -0.13862323 -0.09162277 0.009787785 -0.1895954 -0.080360635 0.066605005 -0.019573475 -0.18403575 -0.1828134
76863 -0.2583008 -0.2067423 -0.3442966 -0.2826135 -0.3259618 -0.1637984 -0.3809158 -0.2402919 -0.11948 -0.5424809 -0.2160952 -0.1873527 -0.3036225 -0.378564 -0.1454877 -0.1860186 -0.1752424 -0.148804 -0.2199678 -0.6015027 0.06207048 -0.1634099 -0.1462415 -0.3028589 -0.3756974 -0.2142693 -0.2789832 -0.1892689
76866 -0.37969995 -0.108309105 -0.41223 -0.38801205 -0.466207 -0.388884505 -0.04781325 -0.00699521 -0.35995539 -0.503938205 -0.088060015 -0.1510834 -0.4411598 -0.306969515 -0.049511965 -0.31513275 -0.28250658 -0.381357485 -0.30393265 -0.35285109 0.084803955 -0.20766062 -0.40260078 -0.32130155 -0.27750205 -0.091403155 -0.17991432 -0.253336855
76877 -4.0738002 -1.730222 -1.5656079 -1.0492479 -2.1844148 -2.3508233 -1.1107307 -2.1184587 -2.0204573 -1.3019838 -1.9404729 -3.3613214 -1.9556014 -2.052069 -2.9653402 -1.4629992 -1.3855889 -1.8208549 -1.3867146 -1.3404564 -2.3604575 -2.1147894 -0.922007 -1.7138201 -2.0792705 -2.5854149 -2.6143168 -1.8668382
76890 -1.1233826 -0.9072096 -0.4927032 -0.1915987 -0.5171895 -0.4794041 -0.8650975 -0.651098 -0.1363302 -0.6347662 -0.7764667 -0.8984691 -0.535027 -0.4276075 -0.664493 -1.4152714 -0.4411943 -0.5911676 -0.436363 -0.3550231 -1.2381938 -1.0777457 -0.3547475 -0.5992651 -0.3872458 -0.780475 -0.5534456 -0.7505645
76892 -0.7056642 -0.8659007 -0.5497963 -0.8315867 -0.9264168 -0.5355711 -0.8870471 -0.781423 -0.5482284 -1.1370229 -0.9627905 -0.3694036 -0.6537342 -0.617291 -0.8103715 -0.7250686 -0.7190167 -0.4854061 -0.6264662 -0.4124624 -0.6110378 -0.7844345 -0.5550255 -0.6336762 -0.616495 -0.965754 -0.881344 -0.5934937
76893 0.51581931 0.88833703 0.52494561 0.81877377 0.54913375 0.62132345 0.54275124 0.50406391 0.72447522 0.51301021 0.76533687 0.63643569 0.53512872 0.79928993 0.79361877 0.48315596 0.61834493 0.83008431 0.54512022 0.34713778 0.81719433 0.68115458 0.71461114 0.58937398 0.43625723 0.65382029 0.8036753 0.77143946
76894 0.54061243 0.486561955 0.348614375 0.09515541 0.68429642 0.634598045 0.65246575 0.418080805 0.516621145 0.59737946 0.410024555 0.314415085 0.566245825 0.58946364 0.631500065 0.6353486 0.49466234 0.46793841 0.58592914 0.563580555 0.626519285 0.5379449 0.59382432 0.57912709 0.67818088 0.592160175 0.564864685 0.470050875
76895 -0.275089065 0.277302145 0.07774179 0.21620272 0.20036857 0.24343662 0.11696989 -0.058815115 0.244814325 -0.053337855 0.09616813 0.11219782 0.160653965 0.269298275 0.02962278 0.108855815 0.35995463 0.26898657 0.05180064 -0.081147875 0.19851028 0.119868255 0.168112415 0.200977765 0.184840925 -0.070633825 0.373198295 0.189034705
76899 -0.3102254 -0.0110351 0.01953915 -0.0910679 0.33020322 0.53170685 0.05062103 -0.0743065 0.28355285 -0.1397242 -0.2452136 0.56738053 0.23018653 0.28133388 0.0738479 0.20653502 0.22752635 0.24722164 0.40444116 -0.041983 0.14797385 0.30862007 0.25792599 0.36730846 0.50450632 -0.395538 0.35689914 0.15284532
76927 2.39630612 2.37809282 2.54146804 2.46220598 2.4056864 2.36793467 2.50031507 2.75109931 2.31842489 2.46838399 2.52497968 2.45930787 2.48662774 2.4911774 2.5450206 2.43385812 2.4589409 2.4619777 2.46278822 2.36658038 2.60543832 2.46576951 2.41504994 2.56485582 2.33941195 2.53862661 2.50129117 2.3688181
76932 0.82342946 0.48052417 0.67919126 0.62718672 0.61550922 0.7485625 0.76259746 0.6423861 0.51216694 0.52746425 0.82030158 0.50063177 0.72545919 0.54322431 0.52047783 0.60250089 0.69172918 0.66474319 0.54991354 0.84152197 0.57604007 0.72889908 0.64085852 0.55661209 0.97680592 0.61905181 0.50743491 0.79959827
76938 0.74185308 1.055096905 0.945409035 0.99122964 1.02414904 1.000128335 0.68643235 0.894259595 0.845058 0.76864326 0.574914645 0.791355355 0.86478848 0.998359485 1.011219795 0.8042951 1.001367945 1.011997945 0.99235432 0.80853529 0.76956349 0.62573615 0.93877169 0.860935435 0.90289498 0.988052675 0.73569554 0.92724264
76947 0.2271084 0.07203062 -0.0283246 -0.0455401 0.15342646 0.11059844 0.09337881 -0.1464704 0.10746612 0.22379139 -0.1257599 0.08848648 0.09368779 -0.260293 -0.3312151 0.16792203 -0.1365746 0.19568571 0.19843161 -0.1239361 -0.1112672 0.08495979 -0.0319932 -0.0304421 0.00498851 -0.307922 -0.0301572 0.32365075
76959 -0.0900782 0.48143292 0.21337845 -0.1295305 0.02834093 -0.0778524 -0.0785285 -0.0876742 0.14620581 0.1908577 -0.1953979 -0.1511681 -0.0856503 -0.0532228 0.14807181 -0.1039146 -0.0101133 -0.1683634 -0.2166034 0.4133291 0.06669889 0.00058722 -0.0573883 -0.0337836 0.00299406 0.1142933 -0.1973446 -0.3318404
76960 0.25754809 -0.2215053 -0.1599073 -0.2791296 -0.0484892 -0.0224636 -0.2566442 -0.2969582 0.05066416 -0.1643659 -0.1528981 -0.0907543 0.10184943 -0.0742568 0.07385098 -0.2922844 0.03340132 -0.1246454 -0.0417392 -0.2343064 -0.088742 0.11808631 -0.1212814 0.02709385 0.05426615 0.18857936 -0.0958372 0.01268598
76967 0.160929075 -0.300828245 -0.1389061 0.17194006 0.34508117 0.2107017 -0.228496685 -0.093875315 0.028920495 0.21642019 0.144538015 0.24450667 -0.15373833 0.232372595 -0.0322706 -0.070855435 -0.074374475 0.07561582 0.10185664 0.154793585 -0.16520328 -0.262071895 -0.028179155 -0.066763435 0.142862345 -0.403474585 -0.240212725 0.163595915
76976 0.23461755 0.05986542 0.05675567 -0.079934 -0.0459417 -0.0358078 0.34900889 0.06498474 0.04927138 0.09638172 0.08257737 0.17056794 0.14597583 0.065402 0.15374135 -0.1538308 0.1862014 0.02837836 -0.0386897 -0.0773025 0.20578316 0.08659944 0.01026456 0.1905884 -0.0674943 0.36265972 0.10840473 -0.0595541
77034 -0.1053166 0.11107811 0.4779983 0.29905107 0.13501213 0.35836369 0.01466633 -0.0468058 0.37785218 0.24670859 -0.3052733 -0.4142735 0.33938382 0.31021424 0.03079993 0.02100078 0.36254228 0.31444758 0.08372788 0.34531365 0.04298947 -0.0404429 0.37191381 0.30593313 0.23388572 -0.0637996 0.14381377 0.26051005
77038 0.81921355 1.05990358 0.80400603 0.96526563 0.86543172 0.78846523 0.74900988 0.77553841 0.68501944 0.87578209 0.74723974 0.61364044 0.79729682 0.83748033 0.93846562 0.82574735 1.01159185 0.85721464 0.71775678 0.77251664 0.89697381 0.67618471 0.87070786 0.86502789 0.86262946 0.96673396 0.81603071 0.68406786
77044 -0.159708697 0.017959083 -0.072530037 -0.087748923 0.011943413 0.107639153 0.10521729 -0.08157686 -0.018648307 -0.024843597 0.067855337 -0.277257633 0.145655273 -0.7799144 0.037889 -0.156475263 0.055466163 -0.057799983 -0.007425477 -0.096965453 -0.0501297 0.094544937 0.070240403 0.046197597 0.08355698 0.190619447 0.117381077 -0.018831457
77048 0.12883024 0.32355985 -0.1719852 -0.2040157 0.35639943 0.38075334 0.42622105 0.25293552 0.32465729 0.28581883 0.58522318 0.19034954 0.3178059 0.22607725 0.5828483 0.30137923 0.37702507 0.13730296 0.28083189 0.29565388 0.6157882 0.66505175 0.49175624 0.35635191 0.3464973 0.68997559 0.49962692 0.25526882
77053 0.385170527 0.362918593 0.2380496 0.490085357 0.431409973 0.424675137 0.359207543 0.413509483 0.349028283 0.289325037 0.08568199 0.495867173 0.362632257 0.513978393 0.582762207 0.528119107 0.471130003 0.38726833 0.490125197 0.4273973 0.52667133 0.305836997 0.404076283 0.372323223 0.509025263 0.663127593 0.326329787 0.42969726
77065 1.4652039 1.373749855 1.504551715 1.636211125 1.471097715 1.528153715 1.28449087 1.3899511 1.490323125 1.45469893 1.53539428 1.583919855 1.452469115 1.701876495 1.37533038 1.56491042 1.53773385 1.463809105 1.567911795 1.359033845 1.30556089 1.38937746 1.46229518 1.448767235 1.554155355 1.11249623 1.477993805 1.587378705
77087 -0.2802839 -0.5840293 -0.4870666 -0.5808137 -0.5267262 -0.6352858 -0.2703021 -0.2889534 -0.4294501 -0.5641115 -0.5215884 -0.3122491 -0.4455464 -0.94553 -0.3287525 -0.7344098 -0.6029324 -0.4999484 -0.6219054 -0.667192 -0.0025519 -0.5166981 -0.3844674 -0.4193998 -0.6245515 -0.3139679 -0.3628937 -0.5258767
77097 0.315635838 0.441157238 0.282258775 0.250458653 0.323714083 0.286331993 0.355615278 0.29234844 0.309893425 0.290521018 0.33916701 0.144966733 0.244212933 0.339984883 0.410805453 0.42477596 0.30198939 0.237916023 0.32599636 0.263715865 0.43156048 0.210837528 0.336002343 0.356473313 0.278853535 0.381786385 0.373292138 0.29864984
77110 1.17500637 1.32956242 1.42718108 1.36253473 1.34332245 1.36715241 1.39397779 1.17625296 1.55049344 1.40363366 1.22097014 1.04370195 1.23593001 1.45436042 1.40302183 1.1018022 1.5915026 1.31991509 1.41716048 1.55495378 1.45153983 1.23544795 1.55449654 1.50363033 1.30182177 1.33322712 1.38267452 1.43050372
77116 0.34956144 0.29376106 0.17105489 0.38352443 0.25748626 0.52243874 0.30703888 0.17907863 0.42599094 0.35936525 0.18259123 0.37535479 0.30431389 0.18772424 0.11619001 0.46985794 0.178516 0.26094128 0.38910855 0.02300602 0.27972487 0.4087501 0.38174609 0.12836692 0.31672868 0.05463987 0.31597811 0.25873199
77128 1.01065611 1.10070932 0.9078001 0.91222035 1.12013181 1.18013744 1.18823366 0.90570736 0.98447466 1.00143 1.34671115 0.81366402 0.94163271 1.03939658 0.92694286 0.56006726 0.98431502 0.87880525 1.0625039 0.81926456 0.7053798 1.18495125 0.75347617 0.8820864 1.1281125 0.95253187 1.05914631 0.85737522
77219 0.19107023 0.54557791 0.64241463 0.44091551 0.44169108 0.67058509 0.33341021 0.18449068 0.58946634 0.41411781 0.28281496 0.34800224 0.43009098 0.56296697 0.41754295 0.42736177 0.08733693 0.41670698 0.45972326 0.46935823 0.46631443 0.47699081 0.34888831 0.35690932 0.5326694 0.54187116 0.3593189 0.56095005
77252 -0.5239548 -0.8487548 -0.6722169 -0.6259153 -0.6381156 -0.6051086 -0.6454934 -0.7246019 -0.5263861 -0.7054246 -0.7588631 -0.5282501 -0.7868593 -0.6430144 -0.631393 -0.7598899 -0.5754441 -0.5657346 -0.6681468 -0.9270531 -0.4695483 -0.8402624 -0.5717241 -0.6012715 -0.4417604 -0.5946827 -0.6741695 -0.2777224
77254 -0.847811 -0.4329299 -0.8389252 -0.8189885 -0.5624859 -1.0587037 -0.3713853 -0.3965203 -0.5934089 -0.6743561 -0.3681851 -0.9960898 -0.7313814 -0.6876817 -0.2714714 -0.8579765 -0.7772883 -0.9750411 -1.0759629 -1.2269121 -0.3674592 -0.4794908 -0.5589086 -0.7100574 -0.5603854 -0.3960296 -0.3665532 -0.5822157
77286 -1.0494379 -0.5358289 -0.8553416 -1.1225763 -0.9707095 -0.959854 -0.938729 -0.838622 -1.4755717 0.03235012 -0.4115689 -1.3277585 -1.3629774 -1.2573639 -0.9552438 -0.5866933 -1.1780646 -1.1715747 -0.7898771 -1.3417712 -1.1541898 -0.4955146 -0.6674755 -0.7202506 -0.1432826 -0.6160633 -0.6126813 -1.6159695
77305 0.14273928 0.49982179 0.41743073 0.33392888 0.32984455 0.4666933 0.53769495 0.15943909 0.49746884 0.38576496 0.16898859 0.28648329 0.49681736 0.24644735 0.45140615 0.54519813 0.32314706 0.34285229 0.37818942 0.41021242 0.43377705 0.44467577 0.46209623 0.44077452 0.38889959 0.365395 0.45013564 0.26851149
77371 0.20447616 0.27330645 0.32912507 0.3258739 0.28371194 0.00419811 0.4249325 0.2533539 0.47243693 0.25572179 0.2188589 0.25585529 0.38674753 0.27576641 0.34859094 0.1920761 0.3418682 0.28297124 0.23246765 0.42630193 0.42662534 0.32923634 0.18848743 0.34148366 0.06845837 0.19938244 0.44886555 0.37347345
