Gene	BmFA2a	BmFA2b	BmFA2c	BmFA2d	BmFA2e	BmFA3a	BmFA3b	BmFA3c	BmFA3d	BmFA3e	BmFA4d	BmMA2a	BmMA2b	BmMA2c	BmMA2d	BmMA2e	BmMA3a	BmMA3b	BmMA3c	BmMA3d	BmMA3e	BmMA4a	BmMA4b	BmMA4c	BmMA4e
Gene	6	6	6	6	6	16	16	16	16	16	24	6	6	6	6	6	16	16	16	16	16	24	24	24	24
11287 1.5397499 1.32449529 1.3338381 1.62385778 1.61204797 1.59719437 1.46900697 1.49309632 1.62308868 1.17678947 1.57542256 1.14138923 1.23362473 1.40255229 1.65416234 1.70180894 1.58909653 1.37447302 1.34314828 1.3919355 1.42048208 1.75100469 1.21481569 1.52314529 1.71987948
327826 -0.0789732 -0.0228354 0.07109708 -0.2942951 -0.7182099 -0.2230029 -0.1811876 -0.1013616 -0.3499018 0.02855782 -0.5733274 0.24083995 0.11938665 -0.1270037 -0.8261076 -0.4534467 -0.3966973 0.06458762 0.02706445 -0.0617197 -0.168899 -0.3016724 0.06954138 -0.0961087 -0.4306438
327963 -0.356341 -0.3339622 -0.5633363 -0.283079 -0.0986959 -0.4359023 -0.2508133 -0.3881093 -0.2630533 -0.7837992 -0.3012912 -0.6614915 -0.4331393 -0.6258494 -0.3737365 -0.4041461 -0.5344601 -0.721679 -0.7057451 -0.5979431 -0.3981283 -0.580842 -0.4981149 -0.0975544 -0.236894
327987 0.27287222 -0.06293355 -0.139156335 -0.02467809 -0.2391251 0.01218479 -0.2156719 0.048387885 -0.1137454 -0.19852845 -0.10814015 0.031501515 0.03455558 -0.11404093 0.040239855 0.056150945 -0.3712497 0.148916265 -0.02977265 0.063215315 -0.0818843 -0.0437732 0.154223695 0.019054965 -0.017838465
328108 0.074171415 0.10243363 -0.17933421 0.10618609 0.42469695 0.08946701 -0.038908725 0.21121982 0.268522275 -0.37816405 -0.03695409 -0.043314455 -0.16577548 -0.298529485 0.3046097 0.09992741 -0.2460185 -0.14425517 0.00796097 0.16719327 0.06832698 0.16202531 -0.05233897 0.212293885 0.200242055
328110 -0.9763236 -0.8834901 -0.5499372 -0.9142311 -0.7492414 -1.3577216 -0.4863194 -1.0671719 -0.9013252 -1.8010269 -0.7212031 -0.9387135 -1.3720754 -1.1283647 -1.1032604 -0.9944513 -1.592349 -1.2408461 -0.9699303 -0.6953505 -0.8661506 -0.8823097 -0.9726146 -0.6558346 -0.6491696
328133 0.39788945 -0.3013917 0.49751325 0.14414281 -0.3160622 0.31250551 -0.1814689 -0.1196165 0.03297308 0.01442387 0.33217279 0.03052188 0.5608667 0.48104686 0.18286354 0.00876031 -0.2410832 0.28023771 0.06774974 -0.194576 -0.2563904 -0.1294986 0.44587371 -0.2620833 0.03772532
328329 0.4772403 0.422267565 0.352422365 0.514705015 0.353720845 0.43059946 0.394466795 0.55491348 0.57541012 0.2585098 0.37984123 0.41092527 0.21572342 0.41623661 0.483913195 0.60004306 0.361716955 0.32122061 0.317107595 0.50494315 0.360526505 0.51350126 0.41831703 0.525178785 0.47935382
328365 0.308850433 0.173518087 0.204291017 0.30020561 0.30697198 0.34465563 0.11378414 0.363417537 0.43167766 0.133593417 0.19551835 0.160895837 0.21638141 0.254199583 0.321213367 0.39149883 0.194509013 0.199767563 0.19255809 0.266721873 0.227741533 0.272155873 0.232493203 0.128682223 0.360667613
328385 0.14215719 0.53641551 1.01590033 0.5475529 0.51589951 0.47359628 0.93361976 0.57156625 0.28954154 0.3184324 0.50095454 0.93077078 0.33370706 0.32814531 0.29612494 0.54344086 0.55165203 0.69526364 0.68909158 1.1745535 0.36892668 0.53958399 0.38547331 0.40290665 0.48782268
328949 0.93197981 1.12254367 0.971009545 1.023817025 0.989767945 0.9316536 1.073722155 1.0629739 0.75768682 1.12630187 0.8957166 1.14565145 1.095729265 1.260718485 0.920163005 1.005749995 1.00467131 1.13006452 1.1136477 0.905385495 1.15399806 1.068263645 1.05978075 1.129666475 0.95212135
328977 1.66913485 1.72588251 1.72200353 1.8859004 1.84457609 1.8519246 1.85483327 1.82084426 1.76957497 1.96888017 1.71603463 1.68807067 1.7321435 1.83103497 1.87711257 1.86420693 1.8966039 1.72380385 1.84660672 1.70508503 1.91618702 1.80659642 1.68838083 1.71418573 1.79233146
329015 0.59899798 1.0109552 0.68219285 0.75588131 0.27670102 0.66816554 0.90652813 0.60675596 0.27977849 1.20724157 0.76987145 0.92500883 0.92978519 0.50242701 0.44728286 0.4642267 0.84608269 0.92473535 0.9533467 0.60389578 0.88698845 0.49030739 0.92732195 0.4850688 0.27579776
329159 1.0969183 0.66741858 1.28000361 1.38842374 1.04592886 1.36932114 1.06713674 0.75514353 1.24652614 1.13771814 1.33400918 0.3756903 1.44664252 1.2043413 1.35650686 1.01493197 1.25160024 1.22175404 1.39244874 0.80187085 1.03634681 1.21231003 0.98043879 0.79424667 1.37119387
329165 0.6563217 0.626178015 0.728918195 0.654142245 0.528133095 0.639812555 0.733596525 0.59799537 0.67279997 0.67121633 0.745227755 0.648848075 0.72081374 0.748788255 0.606547955 0.642418285 0.522836735 0.723337935 0.690384375 0.65465385 0.640338905 0.656565435 0.814519785 0.836995545 0.59744007
329251 0.08306405 -0.0840414 0.29493908 0.02131541 -0.1621249 0.03296298 0.20061289 0.19054047 0.17521176 0.14713612 -0.0246945 0.23260346 0.1947171 0.25278857 -0.0501108 0.01861612 -0.0345886 0.13870908 0.13222854 0.10450076 -0.0386614 0.03645846 0.30938651 0.1075724 0.02398649
329252 0.15494308 0.13079099 0.04877176 0.10745865 0.37109301 0.02809598 -0.0759735 0.31466064 0.03068021 -0.2588757 -0.1530995 0.09999109 -0.0162929 -0.0100697 0.26678605 0.49927211 -0.0207688 -0.1408087 0.05475982 0.12695108 0.03407268 0.03843593 -0.0280762 0.17019061 0.38450947
329480 -0.3663069 -0.22810788 -0.219562303 -0.260773023 -0.264064463 -0.288238407 -0.12025094 -0.259246077 -0.282175997 -0.235092353 -0.365939617 -0.268028693 -0.27777578 -0.307710673 -0.303288603 -0.272738257 -0.229278333 -0.292140327 -0.286008317 -0.325727587 -0.222937667 -0.260570627 -0.278552477 -0.223969357 -0.294653327
329506 0.274700223 0.2383226 0.25850054 0.339662213 0.193724215 0.23432374 0.296425255 0.30202763 0.257748085 0.099712463 0.305509645 0.270925833 0.140478403 0.176646495 0.333646233 0.334035805 0.117954575 0.149200613 0.202574233 0.356535895 0.199178835 0.23356228 0.21337048 0.28648365 0.376345048
329540 -0.525557365 -0.41684787 -0.46984755 -0.33412867 -0.33900619 -0.36491702 -0.4426212 -0.36715037 -0.375595415 -0.4775367 -0.35595051 -0.44485567 -0.42495 -0.323209775 -0.406915795 -0.473011045 -0.431745195 -0.4741897 -0.4512193 -0.38544523 -0.33443087 -0.54388575 -0.44484845 -0.368501505 -0.38558497
329559 0.63553735 0.967323 0.65599387 0.61393783 0.64593458 0.6064681 0.83928864 0.6042542 0.51486743 1.01042897 0.64686362 1.01975233 0.85244335 0.62730507 0.56418274 0.593284 1.07615156 0.9297691 0.85932625 0.75575058 0.9367121 0.51542148 0.85503245 0.45903516 0.33619802
329828 1.44733764 1.46063556 1.33437778 1.57512667 1.73380948 1.53617014 1.54590531 1.43653161 1.46931405 1.40681807 1.55488377 1.39208323 1.40659497 1.42614606 1.7199666 1.5254087 1.50219801 1.54088897 1.40101607 1.33203391 1.51770241 1.69744652 1.41854029 1.73371509 1.64819116
329877 -1.5616595 -1.4903545 -1.6336156 -1.5317963 -0.9214279 -1.6169625 -1.7001805 -1.5450729 -1.9632036 -1.6379994 -1.4756993 -1.4918694 -1.6663553 -1.8330932 -1.3575255 -1.6530979 -1.5417401 -1.6684777 -2.0704468 -1.642102 -1.7234563 -1.6230498 -1.3104899 -1.6047923 -1.3072963
329908 0.230004748 0.313332878 0.192651853 0.140921705 0.20492205 0.244688343 0.323846275 0.241029533 0.164150598 0.34059796 0.253378635 0.292063055 0.226935445 0.129303858 0.2689823 0.282825548 0.313566583 0.230855405 0.324701265 0.267471943 0.227089085 0.253185635 0.22463116 0.20964845 0.184741238
329977 -0.4508775 -0.360488 -0.3538181 -0.2664676 -0.6996558 -0.4238306 -0.3629423 -0.410475 -0.6191771 0.03247783 -0.3622026 -0.4681355 -0.4174748 -0.7075118 -0.3882445 -0.6203966 -0.3255063 -0.440349 -0.4650237 -0.6397499 -0.4842705 -0.5178867 -0.3940204 -0.6292977 -0.6126761
330064 -0.1120995 -0.1986806 -0.36313676 -0.28242085 0.052850345 -0.30226855 -0.21784792 -0.066316985 -0.19086455 -0.37614945 -0.21628051 -0.029270675 -0.203382555 -0.2098971 -0.3676785 -0.2387419 -0.47603405 -0.17758011 -0.185628795 -0.050237345 -0.19780765 -0.34862965 -0.10001957 -0.2056397 -0.2624331
330192 -0.2463093 -0.4452244 -0.4832388 -0.3617573 -0.0488973 -0.3031266 -0.6246614 -0.3750748 -0.3667017 -0.6363119 -0.4745383 -0.4297116 -0.4934531 -0.5941731 -0.1586858 -0.1817648 -0.3848737 -0.4959653 -0.341607 -0.4203283 -0.3477838 -0.307018 -0.3093868 -0.3163155 -0.235734
330222 0.13728305 -0.0279276 0.00255478 0.11018353 0.2838007 -0.1267574 -0.2055699 -0.1207279 -0.0387406 -0.3622857 -0.0018101 0.00295089 -0.2528676 -0.1393255 0.39916622 0.10989633 0.06529812 -0.677441 -0.1635142 -0.1329071 0.04013107 0.09974129 -0.1718498 0.41803141 0.24087594
330228 -0.7729888 -0.7245901 -0.8629126 -0.8225298 -0.6887289 -0.8868688 -0.7897455 -0.6633874 -0.6548631 -0.7485066 -0.8158857 -0.801916 -0.7776642 -0.7654788 -0.7816692 -0.7407843 -0.7990261 -0.6935178 -0.7378325 -0.7748716 -0.7844447 -0.7077985 -0.8106989 -0.6410368 -0.8511001
330267 -1.4256657 -1.5324991 -1.0849381 -1.8562062 -1.5500666 -0.9993323 -1.168251 -1.6752929 -1.0647218 -1.4841731 -1.4373555 -1.511744 -1.0160286 -1.2035304 -1.2427225 -1.7134912 -1.3528721 -1.1331004 -1.2183304 -1.0965382 -1.5645735 -1.617073 -1.1014294 -1.4273059 -1.447644
330283 0.32153609 0.477199605 0.09337974 0.224945795 0.381103465 0.22943685 0.25511642 0.398970645 0.097002575 0.550450185 0.3223579 0.472125665 0.318646545 0.054676185 0.13729115 0.252016995 0.46044229 0.373374835 0.322705675 0.30107053 0.34678795 0.126378315 0.331557335 0.152672895 0.065990025
330286 -0.4730805 -0.5595886 -0.1498163 -0.6428979 -0.7063375 -0.3378213 -0.2285057 -0.5318306 -0.5918207 -0.2776412 -0.4821962 -0.3031075 -0.1675681 -0.2183814 -0.5377654 -0.6038816 -0.6209515 -0.218964 -0.3098588 -0.3372819 -0.4917039 -0.7271982 -0.101813 -0.6671174 -0.6475225
330409 -0.3224336 -0.21696565 -0.141051655 -0.28394965 -0.34993105 -0.3923134 -0.18679405 -0.36616345 -0.12500355 -0.1637195 -0.18495175 -0.3638528 -0.20278985 -0.08109518 -0.11350045 -0.2663754 -0.08916623 -0.3490956 -0.3220861 -0.09763675 -0.2626303 -0.08597935 -0.37029325 -0.18217425 -0.1258627
330474 -1.4298274 -1.5918647 -1.2285969 -1.4153803 -1.5988773 -1.4189351 -1.3685726 -1.7267492 -1.0592746 -1.3734186 -1.4288745 -1.3876806 -1.2670232 -1.2484369 -1.3791656 -1.563891 -1.3449072 -1.1615394 -1.2390721 -1.3388626 -1.399591 -1.5930912 -1.2467471 -1.6019474 -1.4945169
330490 0.31871188 0.2780137 0.41839441 0.14310716 0.14114757 0.31474667 0.36115051 0.21871258 0.21333566 0.03571064 0.28744682 0.39349725 0.4937123 0.55111792 0.25659414 0.19987777 0.3820386 0.36705969 0.34241528 0.38036915 0.23163086 0.13953763 0.44640982 0.07746889 0.03888838
330635 -2.3727854 -2.312644 -2.3801969 -2.3480984 -2.2421678 -2.1227392 -2.4921525 -2.0249221 -2.3287114 -2.569071 -2.5423562 -2.4284633 -2.3954498 -2.0857857 -2.1460458 -1.9965148 -2.4535433 -2.2536715 -2.4374803 -2.1326001 -2.6245715 -2.1943817 -2.1100737 -2.6171076 -2.3944436
330790 -0.7432314 -0.9666546 -0.9690471 -0.8882974 -0.926291 -0.9586873 -1.1356928 -0.7541557 -1.0120806 -1.0661386 -0.9531665 -1.0107935 -1.0815306 -1.0382751 -0.9888988 -0.7804559 -1.0207849 -0.9112283 -1.0363933 -0.9385528 -0.8547534 -1.0249398 -1.0050972 -1.0672258 -0.8409907
330796 -0.1538653 -0.2451702 -0.4162036 -0.0786975 -0.1662302 -0.1907404 -0.2612717 -0.2820044 0.1416382 -0.4716167 -0.1410506 -0.508863 -0.2464318 -0.3158575 -0.105219 -0.1574888 -0.2816957 -0.4587795 -0.3387212 -0.0944451 -0.2029789 -0.1595849 -0.3547253 -0.3029517 0.02077678
330817 0.391708995 0.419181965 0.38523982 0.453595865 0.589621945 0.40532871 0.499655875 0.45190368 0.37006588 0.54117414 0.39509394 0.53538934 0.45675815 0.55169261 0.317425345 0.42613655 0.29907041 0.479256185 0.48713001 0.42860974 0.447611825 0.45861889 0.404480425 0.51469786 0.390495945
330836 1.30835618 1.4184071 1.32249435 1.20568979 1.03518337 0.89878472 1.15937724 1.35554584 1.1014298 1.38353773 1.15236395 1.24742889 1.30929633 1.57857774 1.11057288 1.25394407 1.14224493 1.39014046 1.21818834 1.20589017 1.32946448 1.20863882 1.36417073 1.2633039 1.21147679
330914 -0.4296395 -0.4120691 -0.3790835 -0.2158388 -0.2620773 -0.3882715 -0.4329372 -0.353738 -0.5004913 -0.3787959 -0.4982256 -0.3703467 -0.4453585 -0.0587669 -0.2770689 -0.3034156 -0.1623646 -0.4443337 -0.3767535 -0.5936759 -0.3019551 -0.2071611 -0.4254509 -0.1447672 -0.1197281
330938 0.67086857 0.55667303 0.13762299 0.83057144 0.72164547 0.71122291 0.53912212 0.60368196 0.52116156 0.03035 0.6370903 0.48836775 0.31116067 0.30266261 0.84113991 0.55480687 0.19367729 0.22557037 0.38463589 0.31618893 0.48849523 0.67823508 0.3206667 0.73481648 0.78040252
330963 -1.2455316 -1.7249128 -1.1749511 -1.3048123 -1.155582 -2.1393474 -1.7413829 -1.1843239 -2.952732 -1.4561395 -1.3941573 -1.5286247 -1.7458153 -1.5386584 -0.9693404 -1.2935923 -1.3909571 -1.7938594 -1.2884488 -1.5994316 -1.4154293 -1.4939802 -1.5436601 -1.2291108 -1.2262507
331004 -1.80550405 -1.40816715 -1.56467385 -1.73915875 -2.21787805 -1.6833973 -1.5064791 -1.80726205 -1.6991362 -1.32257425 -1.5834422 -1.45296255 -1.39611915 -1.6643472 -1.78313095 -2.2350133 -1.4491189 -1.4260528 -1.50121445 -1.6579829 -1.3921303 -1.9223711 -1.3243636 -1.89501895 -1.53891125
331026 -0.5918302 -0.7537661 -0.6352724 -0.5971844 -0.7258011 -0.4906011 -0.6119239 -0.8146703 -0.4707708 -0.7211312 -0.6582471 -0.7546884 -0.6465849 -0.8248395 -0.5747172 -0.918102 -0.577621 -0.6992149 -0.7519145 -0.5586488 -0.7326129 -0.8541402 -0.669655 -0.6522012 -0.4462673
331401 -1.65925315 -1.38000435 -1.34682195 -1.3903995 -1.28721925 -1.67879545 -1.8586343 -2.69106815 -1.716519 -1.2243767 -1.4564115 -1.14592115 -1.42300025 -1.3919615 -1.48276725 -1.5308936 -1.38112305 -1.42247465 -1.39926675 -1.59738165 -1.27514595 -1.32155235 -1.56427025 -1.19293615 -1.9641951
331424 0.55835828 0.759451915 0.5425024 0.665345845 0.67245222 0.57432613 0.73440828 0.51431148 0.613202385 0.752208705 0.64631236 0.620354945 0.685800975 0.67629668 0.400385595 0.55591931 0.74176051 0.575099625 0.63504003 0.58583261 0.745572355 0.77249745 0.640405005 0.743179425 0.63718989
331493 -1.8119444 -1.7457337 -1.4670198 -1.8774648 -1.8314811 -1.6175616 -1.974925 -1.4506174 -2.0287498 -1.5619841 -1.8526815 -1.5907399 -1.421534 -1.6880143 -1.7537041 -1.6896258 -1.5564034 -1.3456897 -1.5068455 -1.8203917 -1.6788848 -1.932602 -1.4683342 -1.5521403 -1.8690622
332175 -1.62433065 -1.7051143 -2.1495361 -2.0152279 -1.9965411 -2.1612094 -2.7122512 -1.90284105 -1.8574155 -1.55076385 -1.8341933 -1.73030675 -1.90375165 -1.88145875 -1.4906484 -0.97986315 -1.8647249 -1.9712057 -1.76094365 -2.29725255 -1.99118195 -1.58705975 -2.1790844 -2.23605985 -2.47099155
332397 -0.5478238 -0.6206044 -0.6166186 -0.6571021 -0.8130209 -0.6794141 -0.8256688 -0.7366246 -0.8299482 -0.6477044 -0.659178 -0.5668479 -0.5632405 -0.7671256 -0.4412524 -0.711468 -0.7790822 -0.6564584 -0.5703755 -0.7301668 -0.6719158 -0.7806593 -0.5286879 -0.6571776 -0.6258185
332937 -1.4430006 -1.7475649 -1.5930861 -1.7455019 -1.8469211 -1.891153 -1.7296465 -2.4004044 -1.9950762 -1.4156298 -1.6253402 -1.6615464 -1.8226616 -1.9959179 -1.9760208 -1.8666255 -1.5154143 -1.5240772 -1.6107827 -2.1043661 -1.4677545 -1.7450825 -1.6341812 -1.9313792 -2.018342
333182 -1.3094812 -1.1719606 -1.1851243 -1.1383492 -1.7146561 -1.4199714 -1.1583896 -1.3372397 -1.2484025 -1.0238787 -1.1841956 -1.07489 -0.9681522 -0.9859347 -0.9252738 -1.4316114 -1.1481475 -0.920655 -1.2653974 -1.0814632 -1.0954861 -1.259215 -0.9813043 -1.1928568 -1.3652297
333307 -0.8641206 -0.7903551 -1.4934352 -1.218734 -0.3180766 -1.2618379 -1.0332474 -0.5589709 -0.8284172 -1.090767 -0.8777824 -1.0101749 -1.1124787 -0.9328774 -1.3577185 -0.4925427 -0.9710837 -1.0894546 -1.0114951 -0.7393378 -0.7594159 -0.660788 -0.863928 -1.1726301 -0.8160638
333315 0.97543973 0.8436472 0.72096291 0.89219048 0.83346412 0.92208832 0.76001217 1.12099253 1.07234122 0.69421037 0.93427141 0.67932827 0.70610351 0.85731628 0.95485405 0.98596078 0.9766948 0.76893485 0.77157396 0.856991 0.74235362 0.99340578 0.73734867 0.82625587 1.01196812
333639 0.34737484 0.101309385 0.13252124 0.22652739 0.01429346 0.18028417 0.15038405 0.31218773 0.275242945 -0.011459975 0.165483795 0.18617715 0.20881225 0.26880404 0.15445163 0.0626092 -0.06539647 0.283626755 0.038566145 0.244768705 0.0397069 0.18921173 0.12295024 0.3058876 0.30731687
338320 -0.56528622 -0.59789211 -0.67154616 -0.541162135 -0.591750615 -0.493140315 -0.485188845 -0.548535615 -0.57239499 -0.73213164 -0.56924238 -0.480148025 -0.761468015 -0.709418905 -0.547811845 -0.59473548 -0.59249564 -0.643197535 -0.61928434 -0.514659475 -0.586654925 -0.363851295 -0.61592763 -0.53933118 -0.662767725
338351 1.32862351 1.13872628 1.06247762 1.34304657 1.28614688 0.76331791 1.1554642 1.46463624 1.43561701 1.27156914 1.22237677 0.95637912 1.13307799 1.17919074 1.36500121 1.0108856 1.22025651 1.08272684 1.15143669 1.14077539 1.22643337 1.3904964 1.22736603 1.24221484 1.43539037
338355 -0.5999536 -0.2136414 -0.515224 -0.5106891 -0.6514873 -0.8262903 -0.4485414 -0.5252823 -0.6010577 0.05655914 -0.4234013 -0.2926019 -0.2409111 -0.1276935 -0.7848421 -0.5438437 -0.1331199 -0.2421826 -0.2652363 -0.5853892 -0.2921346 -0.2921084 -0.1840502 -0.2107934 -0.7244157
338359 1.33014599 1.10683135 1.15646282 1.23310789 1.1106444 1.41522547 1.17437431 1.05763908 1.3881533 0.94933499 1.31444751 1.04357278 0.9847749 1.09529371 1.37046843 1.31275182 1.27640249 1.14603043 1.05134179 1.28750981 1.13374454 1.18805839 1.11033421 1.3283881 1.32084646
338362 0.81078041 0.52060761 0.27145682 0.35578958 0.22884321 0.57863318 0.3480216 0.51860124 0.41845017 0.2275674 0.75024408 0.72835193 0.66013269 0.49587676 0.78776924 0.51959696 0.14334778 0.50185412 0.49686962 0.41296839 0.41730495 0.41958812 0.8999977 0.55491435 0.75134482
338367 -0.51197214 -0.44456632 -0.19060867 -0.402840435 -0.40190366 -0.174112995 -0.3082733 -0.489909485 -0.244967515 -0.45855817 -0.39662991 -0.33374763 -0.50239249 -0.429404565 -0.497421285 -0.34828207 -0.397486175 -0.342536285 -0.38131873 -0.274873675 -0.617568835 -0.490555475 -0.64716247 -0.31710489 -0.33451588
338467 -0.731137 -0.6508065 -0.7525225 -0.7553419 -0.9801874 -0.6761002 -0.6602783 -0.7156394 -0.4550662 -0.6117426 -0.6759618 -0.8820304 -0.5132262 -0.5218042 -0.6388083 -0.7173848 -0.6137634 -0.6516768 -0.7240961 -0.6381073 -0.7651821 -0.7868271 -0.643553 -0.7287108 -0.6422093
338523 1.109253343 1.023889533 1.001735983 1.167184257 1.176992737 1.148563477 1.184843457 1.171284487 1.22932209 1.0905627 1.09072051 0.921753733 1.053891517 0.95245084 1.182567577 1.149773333 1.23960068 1.07113648 1.150380007 1.155547803 1.173574833 1.083513147 1.019755243 1.056130037 1.245348223
347708 0.474214145 0.301829685 0.160827695 0.455818395 0.514226055 0.42360455 0.23016624 0.50993381 0.43018747 0.161467075 0.29542708 0.2294422 0.124365635 0.24463251 0.417494045 0.553695245 0.32291928 0.138442235 0.239091555 0.261970755 0.421377535 0.45155807 0.15780981 0.435967485 0.377302165
347712 -0.7831929 -0.7282733 -0.611608 -0.8816305 -1.3206774 -1.104423 -0.7989227 -1.2274642 -3.7859847 -0.9190124 -0.984744 -0.9834928 -0.6779096 -0.3946088 -0.8879212 -1.2324649 -1.2226943 -0.9292418 -0.6944766 -0.837858 -0.8736082 -1.0387815 -0.6890046 -0.8584025 -1.3406345
347722 -1.1179799 -1.0656691 -0.7890023 -1.0617151 -1.0685724 -0.9206005 -0.9040489 -0.9648076 -1.3534228 -0.8765923 -1.1086567 -1.0433705 -1.0149147 -0.7867343 -1.0315106 -1.1270458 -0.9853625 -1.0247998 -0.9223323 -1.1020023 -0.9168666 -1.125367 -1.1565368 -1.010996 -1.0423398
347740 -0.8187752 -0.7163657 -0.3766333 -0.8249247 -1.12374 -0.5803566 -0.4669487 -0.9975948 -0.7766803 -0.0514072 -0.6476021 -0.5809437 -0.0959775 -0.3075892 -0.8978118 -1.0346791 -0.3521747 -0.2412467 -0.3068589 -0.7089705 -0.7001197 -0.7797264 -0.1895555 -0.8158611 -1.0300782
353047 1.048912 1.24889039 0.87303025 1.13582592 1.16648225 1.09936585 1.06090104 1.0894134 1.10023442 1.19143519 1.05989011 1.1615066 1.0165687 0.97871013 1.04140188 1.02397325 1.10474844 1.02676033 0.98146415 0.96008577 1.16466901 1.10564293 0.96260849 1.11040629 1.02189488
353170 1.26523034 1.17788023 1.09733429 1.34696138 1.1883623 1.21564463 1.11441975 1.28573415 1.29052115 1.12945262 1.29226443 1.19161178 1.10948962 0.98001044 1.34519808 1.19767523 1.43730331 1.16319369 1.17734142 1.11364101 1.32537423 1.32145748 1.06028006 1.48329824 1.3722075
353172 -0.4675745 -0.3433514 -0.5033252 -0.6858812 -0.7092271 -0.5680157 -0.454739 -0.6561705 -0.4801191 -0.2255696 -0.5698067 -0.3506169 -0.3184649 -0.5262248 -0.7069167 -0.7128742 -0.346504 -0.2518848 -0.3411389 -0.6023124 -0.5438498 -0.5806884 -0.286629 -0.7390036 -0.9237216
353187 -1.2501194 -1.2558961 -1.029164 -1.3134357 -1.3342431 -1.1753088 -1.1775399 -1.4030908 -1.4251527 -0.9288945 -1.2581145 -1.4987425 -1.0315726 -0.9441978 -1.3597202 -1.2975433 -1.0024507 -1.0904522 -1.1768253 -1.4016439 -1.1899145 -1.3663374 -1.2114339 -1.2764745 -1.4407123
353190 -0.68429445 -0.56157465 -0.484118155 -0.52801155 -0.509798 -0.5860146 -0.33884035 -0.6140259 -0.56192455 -0.71057995 -0.58913715 -0.4568681 -0.519707005 -0.579327305 -0.70234715 -0.5235803 -0.7860918 -0.5898937 -0.6553124 -0.24219245 -0.70940135 -0.6446205 -0.4530089 -0.4017985 -0.6571608
353258 -1.1450334 -1.3925665 -1.5688199 -1.2288598 -1.0382485 -1.4288633 -1.4189203 -1.2816518 -1.1675249 -1.3030657 -1.1498769 -1.2491906 -1.401971 -1.3410311 -0.9165513 -1.2406479 -1.1716312 -1.3920134 -1.4729276 -1.3203248 -1.2141823 -0.9419266 -1.3550174 -1.4514565 -0.9782189
353282 0.51986854 0.41399432 0.19329125 0.4500402 0.1977607 0.38481706 0.24723558 0.38442996 0.66172557 0.22460512 0.38564744 0.13108382 0.33844365 0.26726301 0.52404841 0.51584812 0.4602492 0.40479672 0.26149517 0.30108028 0.25971196 0.39711119 0.43172117 0.29798288 0.57996128
353502 -0.1721351 -0.4085467 -0.4526152 -0.4001885 -0.4764445 -0.547282 -0.5753145 -0.1767014 -0.4365161 -0.3967685 -0.4018417 -0.2579397 -0.5566588 -0.6452644 -0.1859972 -0.2361743 -0.3694412 -0.4801585 -0.4348947 -0.4655287 -0.3171651 -0.2977799 -0.4021047 -0.5911661 -0.2505898
360213 1.31776938 1.34205031 1.48750649 1.19862559 1.18522683 0.97338022 1.2553615 1.2918577 1.01663355 1.36332409 1.32256458 1.60607164 1.39573641 1.69521758 1.28113215 1.04335653 1.12884763 1.18689889 1.43174466 1.31658866 1.37555105 1.30381115 1.3722151 1.48811879 1.1678789
378702 -0.310515665 -0.197690995 -0.391283355 -0.38049867 -0.29831679 -0.404781705 -0.270399675 -0.4583282 -0.4576937 -0.18734225 -0.328457595 -0.16600057 -0.20963304 -0.224322865 -0.6239082 -0.44619995 -0.42193895 -0.24748811 -0.17826595 -0.33759016 -0.238140245 -0.260813715 -0.219726455 -0.281884445 -0.41523512
380601 -0.476492567 -0.356220567 -0.3713472 -0.507536567 -0.380476067 -0.488676233 -0.350800167 -0.44242 -0.633037267 -0.3198702 -0.483847433 -0.287035233 -0.272081167 -0.115283427 -0.520797333 -0.437662633 -0.3279735 -0.112071967 -0.2692405 -0.394494433 -0.381649433 -0.434891167 -0.173094483 -0.349283303 -0.614553467
380664 -0.4237603 -0.4871566 -0.5294289 -0.3583369 -0.5438781 -0.6107701 -0.3680146 -0.4509248 -0.1393694 -0.5814193 -0.455392 -0.6612695 -0.4727419 -0.4642844 -0.2492595 -0.467962 -0.4472178 -0.6091589 -0.4928605 -0.3240537 -0.647163 -0.5864932 -0.6121969 -0.4808764 -0.2863096
380712 0.27090632 0.40268679 0.12601831 0.22803594 0.1135167 0.09259693 0.09636443 0.24940663 0.16488032 0.57360457 0.18350128 0.38967117 0.21315013 0.4725714 0.27979377 0.32959093 0.49244857 0.23426226 0.21533948 0.10593793 0.31400034 0.36913063 0.35608947 0.32956201 0.26446239
380752 -0.5966615 -0.51377185 -0.256108315 -0.441225495 -0.69709425 -0.397625305 -0.437913815 -0.49857937 -0.41494019 -0.3623854 -0.57443434 -0.586498 -0.40667965 -0.24471722 -0.60605665 -0.576853245 -0.36827478 -0.5601932 -0.51216195 -0.61712865 -0.416505475 -0.5154807 -0.5791863 -0.48225897 -0.5882445
380753 -0.22993073 -0.182710935 -0.3084894 -0.09591982 -0.18398133 -0.229496535 -0.250023955 -0.07687333 -0.0274748 -0.33208105 -0.216498945 -0.32643765 -0.42416995 -0.2348965 -0.06433612 -0.196242205 -0.42046525 -0.48075225 -0.44025805 -0.097446575 -0.289266165 -0.04795442 -0.402577 -0.06662932 -0.028748525
