Gene	TFA2a	TFA2b	TFA2c	TFA2d	TFA2e	TFA3a	TFA3b	TFA3c	TFA3d	TFA3e	TFA4a	TFA4b	TFA4c	TFA4d	TFA4e	TMA2a	TMA2b	TMA2c	TMA2d	TMA2e	TMA3a	TMA3b	TMA3c	TMA3d	TMA3e	TMA4a	TMA4b	TMA4c	TMA4d	TMA4e
74764 -0.5151653 -0.5176201 -0.2843388 -0.4532139 -0.4186682 -0.429556 -0.6034173 -0.7093232 -0.5099795 -0.4183822 -0.5172463 -0.6030799 -0.5346376 -0.6562567 -0.6610096 -0.492554 -0.2180249 -0.3580744 -0.3834518 -0.3974654 -0.4260767 -0.5532778 -0.4465364 -0.5974891 -0.6787274 -0.5936727 -0.5702984 -0.7802091 -0.4457792 -0.3159451
74769 1.63873029 1.22202208 1.39809782 1.26501971 1.00038472 1.43455347 1.29102967 1.26968775 1.53809153 1.51669718 1.12816199 1.56317813 1.7582346 1.483002 1.54087358 1.37071167 1.56952007 1.40388146 1.53202547 1.4622597 1.70440863 1.25633434 1.39399163 1.47581102 1.8268107 1.88168044 1.41980059 1.53640554 1.65444368 1.53079326
74776 0.02554824 -0.3420174 -0.2991488 -0.0880795 -0.364378 -0.2079704 0.05300386 -0.326335 -0.0822735 -0.3348181 -0.4899947 -0.4182459 0.03712533 -0.364698 0.00218258 -0.1458169 -0.2295346 -0.0389669 -0.2262906 -0.1140882 -0.1821028 -0.1101541 -0.1267042 0.03082199 0.06737275 0.08760404 -0.0748231 -0.0596893 -0.1093048 0.19642569
74838 0.07063213 0.027179385 -0.065707283 0.051816815 0.148237035 -0.050757873 -0.07028732 -0.003113313 -0.06891723 -0.035976405 -0.033334178 -0.086711565 0.049140893 0.07481377 -0.027329543 0.007488533 -0.149460793 -0.058714868 -0.049641388 0.049976553 -0.022012903 -0.02523164 -0.273494893 0.05228987 -0.609856803 -0.101377583 -0.028768465 -0.065088108 0.023770263 -0.06250663
74840 -1.0093365 -0.3878085 -0.4762306 -0.4576597 -0.4284723 -0.4899052 -0.7015514 -0.8786071 -0.1561108 -0.6227415 -0.2864833 -0.6624923 -1.0466573 -0.6011768 -0.747177 -0.5218455 -0.8291132 -0.452873 -0.393115 -0.7508023 -1.1258973 -0.4622864 -0.6179592 -0.9030728 -1.1981254 -0.7753729 -0.6156511 -1.0670832 -0.6759246 -1.3253522
74919 0.317679925 0.31789824 0.48954541 0.4702403 0.359287015 0.44048076 0.2938081 0.41488732 0.63393553 0.46658484 0.54109995 0.401172215 0.43425879 0.374782695 0.14412452 0.50413756 0.507665125 0.42474082 0.442757005 0.44911376 0.22322533 0.35632454 0.506602485 0.372471285 0.239412955 0.37972995 0.33353781 0.384607495 0.473057565 0.315350745
74998 -0.13482995 -0.1145232 -0.08105247 -0.10900465 -0.08185775 0.291954575 -0.04771597 -0.017208745 -0.094732135 -0.15653583 0.19075611 -0.098179 -0.13626941 -0.0918155 -0.13750065 0.07180152 0.002442165 -0.184804725 -0.22682265 -0.34646285 -0.22931435 0.091695865 0.105392475 -0.03546119 -0.34684238 -0.2165299 -0.05192045 0.086760045 -0.16399255 -0.02132383
75007 0.0667819 0.11182755 -0.0378349 -0.1629487 0.06834577 -0.3330506 -0.2426307 -0.0048122 -0.279438 0.02196296 -0.0210727 -0.3252043 0.17438042 0.02530495 0.03474861 -0.17231 -0.0418778 0.13074172 -0.0571708 0.16417098 0.23463909 -0.093727 -0.3251151 -0.149057 0.62179932 -0.3150979 -0.2960018 -0.2255006 0.09574658 -0.0698274
75062 -2.1121633 -1.2036415 -0.9476381 -1.3358803 -1.4287492 -1.1772323 -1.7036496 -1.5588142 -0.8680316 -1.7691923 -0.9407955 -1.4940531 -2.0845316 -1.7808087 -1.4872629 -1.2258344 -1.4298961 -1.1568755 -1.4523311 -1.4716661 -2.6491272 -1.2090464 -1.2863359 -1.7247503 -1.7108499 -1.6774182 -1.2867117 -1.5775336 -1.8609743 -1.9359157
75084 1.129177515 0.48093559 0.751451595 0.652315515 1.32180828 0.44143209 0.98553311 1.05728357 0.95654359 0.95626059 0.379376545 1.13195463 1.312625695 1.095278115 1.12403568 0.28537296 0.91150847 0.526859885 0.780129225 1.25296902 1.328549905 0.808895525 0.77025123 1.442034515 1.540999015 1.57007781 1.174699305 1.547916325 1.38348987 1.38203184
75099 0.47430992 -0.2516378 -0.3487653 -0.4048567 0.06339947 -0.2716155 0.27003171 0.01385049 -0.0590438 -0.2389381 -0.4933748 0.24400228 0.31011668 -0.0340015 0.49754373 -0.2887131 -0.1798626 -0.452427 -0.3614114 0.09577386 0.02956598 -0.2284306 -0.3295228 0.37009374 0.11176023 0.42831714 0.20163737 0.21667257 0.28976002 -0.0543114
75104 -0.5318022 -0.9273597 -0.9258975 -0.7362865 -0.7414376 -0.7104211 -0.5610272 -0.6329113 -0.5637137 -0.8148212 -0.8381203 -0.513016 -0.4754558 -0.6539862 -0.6848924 -0.5412598 -0.5937181 -0.859951 -0.8674185 -0.6236038 -0.3347898 -0.7763946 -0.516769 -0.4875444 -0.7537638 -0.5235461 -0.5651306 -0.222524 -0.3254264 -0.4788004
75115 0.3296649 0.22144479 0.43819942 0.5726855 0.42264107 0.60916829 0.54595932 0.42676207 0.68267948 0.44270416 0.53119902 0.67389031 0.44481015 0.58890221 0.40221887 0.54624174 0.5644282 0.5470866 0.56300884 0.5027777 0.54651384 0.42260773 0.41741022 0.64896014 0.14014857 0.4487131 0.63079813 0.78217513 0.38227427 0.58724034
75137 -1.987997 -1.9859858 -1.864018 -2.0390108 -1.8647379 -2.0098984 -2.0588523 -0.5574237 -1.6056755 -1.6404157 -2.1063119 -2.2943628 -2.2141035 -2.8501198 -2.0628943 -3.3892795 -2.1643497 -1.6252054 -1.6737606 -2.4767599 -2.122082 -2.2273711 -1.8227803 -2.3389 -1.1056526 -2.2346187 -2.2839479 -2.3790121 -2.3466703 -1.8448488
75141 0.04729462 -0.6801334 -0.5762548 -0.1460168 -0.2942939 -0.5274351 -0.2601604 0.04051932 -0.7289065 -0.3482107 -0.5101122 -0.1591278 -0.1092555 -0.3634985 0.00053102 -0.5637661 -0.4730821 -0.5418029 -0.5467855 -0.1766203 -0.3140466 -0.5684693 -0.4804538 -0.1224235 -0.2546109 -0.1481341 -0.1725818 -0.1420357 0.32111327 -0.2287878
75164 0.10333853 -0.6730481 -0.3210288 -0.5211901 -0.404991 -0.2444724 -0.0687657 -0.0609445 -0.5247193 -0.1617294 -0.6915206 0.28668586 0.23256854 -0.2821498 0.00306837 -0.2941282 -0.1112249 -0.5054129 -0.2538668 0.05023596 0.11709604 -0.3652386 -0.1500284 0.20759239 -0.6013415 0.06859486 0.10783198 0.17604966 0.31633774 0.25456266
75210 -1.0188194 -1.2783387 -1.2643625 -1.0402045 -1.207452 -1.0878537 -1.0131763 -1.0111673 -1.0463244 -1.1303146 -1.001312 -0.9100453 -0.8033227 -1.1224106 -0.9796677 -1.0376981 -1.0421336 -1.1569569 -1.4130144 -1.2242505 -1.0453065 -1.0234109 -1.0324924 -0.8732383 -0.3738824 -0.9937175 -1.0023795 -0.8063017 -0.7664669 -1.0894593
75212 0.11265071 0.017887533 0.106433927 0.019435353 0.01182572 0.17802137 0.165684477 0.187254693 -0.13509815 0.08210735 0.04717434 0.028707523 0.284135107 0.220144033 0.163878553 0.169511897 0.180302087 0.071910183 -0.034368947 0.114236393 0.27078819 0.191806997 0.213774217 0.139256027 0.427999227 0.09645771 0.165633633 0.159909323 -0.047282497 0.25197329
75234 0.40770475 0.139313755 0.23896049 0.11322083 -0.01032526 0.234085155 0.248886205 0.375356405 0.27647833 0.306411905 -0.04289034 0.378714175 0.36640579 0.177552015 0.4237401 0.23509848 0.102229 0.12834284 0.289989945 0.260221375 0.246006045 0.124502075 0.33813602 0.424806405 0.48186922 0.30991803 0.203081755 0.22551043 0.238032435 0.30197282
75273 -1.6441525 -1.3314816 -1.3596363 -1.5814788 -1.2457364 -1.3532843 -1.5578731 -1.6066688 -1.3466945 -1.4620983 -1.1989417 -1.4352856 -1.57616 -1.7629037 -1.4937407 -1.1950768 -1.5143689 -1.3488011 -1.4759877 -1.730161 -1.5286171 -1.2767288 -1.3372337 -1.4117037 -1.14795 -1.5949816 -1.6645392 -1.4345099 -1.2505735 -1.599759
75292 -0.845878937 -0.884087223 -1.3647297 -0.92749747 -0.884986997 -0.802683067 -0.91690593 -0.911690177 -1.249585737 -1.235083143 -0.724216507 -0.991622203 -0.778018087 -0.903828727 -1.156751123 -1.18428938 -0.903661343 -1.19231825 -1.148532007 -0.872826183 -0.814808533 -0.83052638 -0.88796367 -0.869753063 -0.406756593 -0.970336367 -0.987598333 -1.01060142 -0.9008554 -0.730057737
75302 1.37818146 1.15515245 1.16286433 1.58824259 1.29080099 1.13487282 1.5011686 1.26909133 1.13088451 1.37966212 1.26068097 1.19945773 1.52854885 1.64614738 1.47701745 1.36571403 1.18335237 1.29972566 1.30545232 1.32988888 1.57052361 1.21831087 1.19449961 1.4056372 1.44399405 1.30902699 1.31086714 1.34626575 1.1438874 1.12880745
75311 -0.6310017 -0.48594305 -0.35063375 -0.293940545 -0.37606825 -0.397682875 -0.44724505 -0.5346835 -0.225723235 -0.5291978 -0.32656549 -0.5480033 -0.7328206 -0.38275095 -0.5287529 -0.395020685 -0.7075203 -0.2566847 -0.347776025 -0.7119537 -1.01904815 -0.37795655 -0.45374465 -0.69053535 -0.78482905 -0.47874485 -0.49466655 -0.68367145 -0.584891 -0.6736608
75316 -1.1044246 -1.2800378 -1.1988946 -1.0181364 -1.1076949 -0.9949916 -1.0667555 -1.2028674 -0.8504231 -1.0582745 -0.6888172 -0.9238713 -1.2909864 -1.0813492 -1.1347261 -0.9230423 -1.1595509 -0.9416232 -1.046252 -0.9602969 -0.8065764 -1.2161443 -1.1501122 -0.9806794 -0.4142584 -1.112722 -1.1134489 -1.0107711 -1.1273006 -0.939567
75320 0.406096443 0.361694013 0.396843083 0.547316023 0.261026728 0.26813902 0.367923305 0.34179054 0.495965845 0.487116633 0.34342675 0.394595378 0.509846978 0.5164592 0.369398935 0.441799835 0.200007673 0.445670508 0.447850423 0.418896655 0.424724953 0.322680255 0.32923268 0.304476558 0.093129618 0.437405613 0.33595702 0.428436835 0.360835958 0.364689425
75339 0.230372105 0.420416775 0.226804705 0.17557348 0.404773515 0.63121298 0.41686244 0.261746755 0.14778053 0.20072872 0.411496885 0.27025209 0.431040355 0.27292139 0.32562218 0.379754345 0.306603275 0.104131395 0.13883302 0.29046069 0.27819851 0.50705501 0.21851033 0.494093255 0.463013485 0.075584585 0.245165105 0.31436272 0.344883295 0.378891705
75359 -0.6279418 -0.7064861 -0.8049816 -0.5795597 -0.9191654 -0.9851319 -0.7901161 -0.9672894 -0.9761258 -0.684179 -0.7495702 -1.0953928 -0.8069479 -0.5221815 -0.7640919 -0.9579692 -0.850567 -0.6961858 -0.9634401 -0.7563797 -0.6144488 -0.8352179 -1.0772445 -0.5927224 -0.9162425 -0.83009 -0.9163651 -0.7068684 -0.6677935 -0.8054181
75396 0.88719698 0.66302087 0.47085441 0.47817701 0.70692964 0.48294271 0.88591402 0.76903744 0.62723136 0.55620731 0.52814115 0.82299582 0.77857744 0.67506652 0.94671175 0.51002842 0.59360698 0.41454592 0.62628094 0.77062193 0.73056272 0.6458211 0.58496502 0.91333151 0.77267646 0.97633394 0.79552059 0.72415888 1.03361079 0.54422968
75398 0.35623161 0.42048413 0.26312153 0.57834751 0.52441436 0.29794633 0.39659782 0.60521714 0.33427216 0.67766593 0.37135969 -0.1899549 0.46545686 0.35717789 0.13817985 0.21050856 0.11282066 0.35744959 0.4320397 0.36424603 0.15886144 0.23827305 0.19995193 0.21326977 0.71744636 0.24922371 0.00130526 0.18482257 0.01924398 0.35224301
75406 0.84791896 0.76461916 0.82960126 0.96889352 0.84578397 0.54914758 0.84284047 0.77657426 0.6464644 0.75623476 0.76545039 0.58549126 0.94756371 0.87503942 0.79382926 0.83097838 0.71432828 0.81133841 0.69532475 0.97013972 0.94886441 0.73195516 0.67725847 0.75702504 0.56938988 0.78929298 0.6577918 0.75051743 0.5376105 0.81661739
75410 -0.4220721 -0.4755807 -0.4982794 -0.4971612 -0.5715741 -0.1945245 -0.3898365 -0.2338169 -0.4481957 -0.3833115 -0.1485462 -0.6011972 -0.3472093 -0.4576229 -0.3634428 -0.2833745 -0.3196828 -0.4046165 -0.4900846 -0.3683471 -0.3423505 -0.2323506 -0.3025054 -0.2333931 -0.5162317 -0.489256 -0.3658066 -0.520072 -0.2948278 -0.344323
75415 -1.8457089 -1.648636 -1.6742829 -1.3595803 -1.4937108 -1.4474771 -1.6832443 -1.3051132 -1.2352797 -1.345736 -1.3828301 -1.6756557 -1.6949145 -1.5226182 -2.0525425 -1.7469552 -1.8104001 -1.5122852 -1.4302646 -1.7496324 -1.6154929 -1.7054738 -1.7931817 -1.745032 -2.1797305 -1.5826008 -1.7535233 -1.8894622 -1.7265887 -1.6533736
75416 0.06610213 0.300924585 0.345485605 0.36161361 0.22977619 0.46050499 0.23769726 0.083470745 0.71531281 0.29024475 0.36125652 0.325075815 0.143597175 0.36468871 0.17571197 0.43912836 0.21494898 0.595801075 0.586289885 0.03911683 -0.1178062 0.333480335 0.278905255 -0.108326405 -0.184866885 0.204124195 0.398165915 0.011324835 0.157147895 0.165685105
75420 0.99153672 0.86229188 1.10076733 1.0159238 0.74213718 0.87210562 1.01449037 1.02053883 1.33350177 0.74904974 1.10917224 0.97496061 0.53365372 0.93436976 0.86355074 0.70294992 0.82405037 0.6087843 0.89524911 1.23153116 0.66264926 0.88662758 1.16595778 0.85343125 1.2036197 1.13289285 0.95212417 1.17573645 0.774973 0.92087163
75422 0.69789986 0.03544105 0.22121139 0.31632597 0.54487066 0.09354977 0.6358682 0.45033557 0.72698176 0.46580628 0.1168209 0.4717821 0.77432993 0.38875976 0.90885484 0.35556993 0.68481358 -0.0165189 0.29169167 0.52149963 1.01025653 0.47761135 0.31601724 1.00351966 1.2088343 1.65591373 0.46923138 1.02225945 1.14702343 0.75418221
75423 -0.3647873 -0.2003058 -0.39556755 -0.27259125 -0.192528645 -0.42757445 -0.46722245 -0.5430717 -0.5867407 -0.4087347 -0.21323715 -0.5507154 -0.27334416 -0.3221686 -0.40874085 -0.27660995 -0.39681995 -0.237755 -0.43179815 -0.182758745 -0.3921586 -0.2822915 -0.4835907 -0.3669385 -0.189058625 -0.67476055 -0.4228744 -0.5748407 -0.3880089 -0.5210071
75424 -0.1098076 -0.3317784 -0.4897826 -0.5189183 -0.4406043 -0.6980452 -0.4541263 -0.2669136 -0.2808103 -0.579067 -0.3451288 -0.3937957 -0.3219576 -0.3901841 -0.4240019 -0.4424545 -0.4141102 -0.3104533 -0.283675 -0.1432951 -0.3933653 -0.5359648 -0.4896184 -0.5545742 -0.7439317 -0.5675424 -0.5798815 -0.4607073 -0.4025999 -0.3033011
75425 -0.5128902 -0.3264259 -0.1750931 -0.1021453 -0.4466785 -0.2320758 -0.4966434 -0.495886 0.13529303 -0.3058809 -0.083211 -0.3017712 -0.6482473 -0.2768454 -0.5302791 -0.3419408 -0.1865386 -0.348143 -0.0987931 -0.28052 -0.4135293 -0.2983405 -0.2657662 -0.4411098 -0.3031118 -0.1572428 -0.2925399 -0.7016785 -0.2280041 -0.5826518
75465 0.19535358 0.20282953 0.06597322 0.18311971 0.26123724 -0.0068916 0.15336306 0.31056419 -0.1475625 0.17812956 0.12100324 0.13276122 0.29504532 0.04376736 0.26069219 0.04938605 0.06903025 0.29243019 -0.04213 0.45248097 0.45584622 0.11894751 0.04362813 0.23426268 0.20296079 0.05022091 0.09877111 0.17132324 0.21634302 0.28050179
75475 0.05373641 -0.0235761 -0.130536 -0.0614963 0.06689558 -0.2102593 -0.2283721 -0.354178 -0.3178017 0.01497376 -0.1572348 -0.1346852 0.21978985 -0.035885 0.01177268 -0.1449355 -0.1565206 -0.1222193 -0.1043289 0.20395614 0.17837426 -0.1673345 -0.348462 -0.0746137 -0.2868182 -0.2413978 -0.1230374 -0.1392006 -0.0405123 -0.0739306
75538 -2.0333313 -1.8219712 -2.5392073 -2.1789656 -2.1840271 -1.7515437 -1.7551966 -1.9347703 -2.5449719 -1.8165082 -2.2998554 -1.956902 -1.8534588 -2.233861 -1.9270849 -1.7915083 -1.7853294 -2.4653883 -2.5574059 -1.6895606 -1.4635443 -2.0504173 -1.9563747 -2.083855 -0.9630928 -1.628879 -1.9996765 -1.8275773 -1.836382 -1.9034359
75556 -1.0229327 -0.9469207 -0.8854578 -0.8270308 -1.1798921 -0.6749983 -0.7961314 -1.0379104 -0.8160781 -0.8472707 -0.9438536 -0.7914046 -0.7142608 -0.7059904 -0.8162786 -0.7827034 -1.013435 -0.7565377 -0.7662964 -0.8044353 -0.5598855 -0.9349595 -0.7642538 -0.6119166 -0.3205558 -0.8319183 -0.8873231 -0.7236038 -1.0461881 -0.5964928
75560 0.81999196 0.802795585 0.712395105 0.870106495 0.89729878 0.552836775 0.77987907 0.8105993 0.62513903 0.79210063 0.531920915 0.702495925 0.807844505 0.625606365 0.88549723 0.577256455 0.703898865 0.85130535 0.75027849 0.89082784 0.969603845 0.647573495 0.723347515 0.851371285 0.74804144 0.738946005 0.851561515 0.66665997 0.660724595 0.7019541
75564 -1.3874361 -1.5797319 -1.6688182 -1.5358944 -1.2853845 -1.5195668 -1.5985762 -1.5029312 -1.7411148 -1.544273 -1.5864966 -1.6040991 -1.1040956 -1.4674176 -1.286725 -1.4359859 -1.7320889 -1.5249749 -1.6486762 -1.5415189 -1.2177862 -1.6009672 -1.6996979 -1.3435125 -0.5477161 -1.3580145 -1.773829 -1.3023234 -1.450511 -1.3744023
75565 -0.9987487 -0.7748426 -0.8650107 -0.8808198 -0.7015211 -0.646088 -0.7895461 -1.1642219 -0.8986915 -1.0552723 -0.9163026 -0.983186 -0.8789864 -0.9116406 -0.9005146 -0.8453648 -0.9066922 -0.9267057 -0.8719925 -0.9257653 -0.8858615 -0.8671082 -1.0642077 -0.932569 -0.2848982 -1.159991 -0.9616454 -1.1001794 -0.9326605 -0.7895653
75590 0.01402433 -0.318640505 -0.37292758 -0.26773116 -0.255646015 -0.450934125 -0.256160815 -0.388285585 -0.538113555 -0.2110799 -0.34334172 -0.271465525 -0.03465437 -0.25485631 -0.31017766 -0.365180725 -0.29526281 -0.32178705 -0.265792125 -0.07207629 0.09045479 -0.46158858 -0.264866445 -0.024837685 -0.55466895 -0.385124305 -0.129581105 -0.21386373 0.01131131 -0.03488789
75605 0.18075586 -0.23271561 -0.10198394 -0.038904653 0.04764471 -0.239360953 -0.14711929 -0.12181699 -0.277623703 -0.01921812 -0.113810157 -0.160642573 -0.009289723 0.066027217 -0.226827953 -0.045251533 -0.123000597 0.032462067 -0.05588444 0.060997803 0.09546633 -0.21104432 -0.410281493 -0.145117407 0.095842197 -0.235537847 -0.268937083 -0.094825107 -0.057623053 0.046933333
75608 0.31277716 0.15184171 0.05177535 0.28561783 0.14858766 0.17751526 0.20365735 0.16778231 0.04679857 0.2536685 0.20300343 -0.0456327 0.31558705 0.20149211 0.30409588 0.13061627 0.16302584 0.32967462 0.16107296 0.2901297 0.34696695 0.06635707 0.08781445 0.25914314 -0.4089956 0.04792077 0.04550597 0.39387914 0.37476132 0.44546875
75613 -0.5898683 -0.6915291 -0.67012545 -0.93038495 -1.01010945 -0.5942974 -0.74645695 -0.52342545 -0.8948594 -0.9933872 -0.5937762 -0.7124306 -0.719972 -0.78493595 -0.6472434 -0.84098045 -0.41575805 -0.70592145 -0.90680185 -0.87874595 -0.68728455 -0.59841235 -0.4680049 -0.5954819 -0.1512406 -0.7445509 -0.6169836 -0.5971282 -0.6898175 -0.56673775
75617 0.11749042 0.34213922 0.59959022 0.49360668 0.56425372 0.34957654 0.2084752 0.23619384 0.83407364 0.55004333 0.53078079 0.44176338 -0.4219527 0.409461 0.13489352 0.41609967 0.08012251 0.64723528 0.73611187 0.07924618 -0.3309842 0.4860828 0.15423732 -0.1975894 -0.1839647 0.38980753 0.14076758 -0.0765791 0.28890089 -0.2014415
75619 -1.8714798 -1.6266842 -1.3738113 -1.5296759 -1.553653 -1.3811776 -1.8871726 -1.4958843 -1.2443633 -1.7955664 -1.4008387 -1.980758 -2.1646013 -1.689328 -1.8084062 -1.6910695 -1.6818793 -1.5330982 -1.6778384 -1.5206054 -1.9432751 -1.5426802 -1.4834989 -2.2775156 -1.292626 -1.8710578 -1.8194341 -1.9940439 -2.4026851 -2.1841349
75623 -1.325931 -1.9061839 -1.4830029 -1.6619768 -1.6847454 -1.9153869 -1.9243685 -1.7750752 -1.8383976 -1.5559244 -1.968544 -1.725221 -1.4747592 -1.9250928 -1.7489853 -1.6939016 -1.6722265 -1.7641694 -1.6297512 -1.5046526 -0.8568731 -1.9504131 -1.5281629 -1.5835048 -1.2642285 -1.4566021 -2.0276457 -1.6878701 -1.5036338 -1.5738542
75646 -0.9742345 -1.03050935 -1.0462014 -0.96722135 -1.03869475 -0.71981165 -0.8731366 -0.94341645 -1.08408215 -0.99967195 -1.0065746 -1.2031484 -0.7875792 -0.94715705 -1.0739953 -1.11298665 -1.1170946 -1.04058075 -1.05941075 -0.9389188 -0.93193025 -1.0662107 -0.932241 -0.94759065 -0.82101405 -0.93562495 -1.13353095 -0.7492837 -0.9755463 -0.78061895
75665 -0.4032285 -0.3217641 -0.1590241 -0.3585805 -0.1551906 -0.4046484 -0.462219 -0.3668213 -0.2346951 -0.4445899 -1.1026354 -0.3571807 -0.4722743 -0.4028837 -0.335198 -0.4252019 -0.5292315 -0.1356635 -0.4927519 -0.5037175 -0.5020353 -0.2759925 -0.4353579 -0.5161228 -1.2446356 -0.5558876 -0.4176751 -0.8271404 -1.0338317 -0.7106957
75669 -1.9858756 -1.9033576 -2.1181554 -2.0018914 -2.5963222 -2.03985 -2.2074835 -2.0403319 -2.2485908 -1.5936636 -2.1582324 -2.080495 -1.8080284 -2.7324726 -1.8987125 -1.8548019 -1.696723 -2.1945063 -2.1799283 -1.9628697 -1.1027765 -2.4372475 -2.0928216 -1.8193374 -1.3702548 -2.1270546 -1.8664859 -1.4221979 -1.921836 -1.6959058
75705 -0.288937127 -0.178557853 -0.165226287 -0.29044025 -0.286899183 -0.175016033 -0.264450923 -0.318943343 -0.213526833 -0.309134153 -0.235118307 -0.33531917 -0.390313473 -0.302357883 -0.392938323 -0.130218887 -0.131522857 -0.093913013 -0.279573023 -0.277847337 -0.24508999 -0.15059549 -0.240730907 -0.421272647 -0.688362667 -0.358656193 -0.38003202 -0.4333225 -0.24448513 -0.402112597
75717 0.56658981 1.13387709 1.252438095 1.11196732 0.759990815 1.415076575 0.90294335 1.00884711 1.18189846 1.008952545 1.428166065 0.99609166 0.62960466 0.959617805 0.873118305 1.33752014 1.342935555 1.11875307 1.07340439 0.924008005 0.815497765 1.323600225 1.349180465 1.00086141 0.90016519 0.90157145 1.07936233 0.924067935 0.905899595 0.892012695
75721 1.87946207 1.49180386 1.69421627 1.80179302 1.37166285 1.54344924 1.69985251 1.87085991 1.58297161 1.78447777 1.75734296 1.71102045 1.74138055 1.79582185 1.75080027 1.55532958 1.4484815 1.78624678 1.64343277 1.75791481 1.81090381 1.41856826 1.9165798 1.50529513 1.85812942 1.54252531 1.82129789 1.81641849 1.51727201 1.90858283
75723 0.76855619 1.59036987 1.6419134 1.38063171 1.01189584 1.45070731 1.1685241 0.94052533 1.93199819 1.27070204 1.68905766 1.47140547 0.13944817 1.12102827 1.06880835 1.34837251 1.45074795 1.4735035 1.58864635 0.73163559 0.1232265 1.32725104 1.53045647 0.73097909 0.76740201 1.4851177 1.1831136 0.87127275 1.36511142 0.3000077
75725 -0.8292362 -0.57544005 -0.48405885 -0.49740935 -0.8637491 -0.7138133 -0.72788795 -0.67724075 -0.075081755 -0.74481275 -0.418266315 -0.65559785 -1.1571472 -0.78282925 -0.73444365 -0.53897665 -1.037179 -0.38395384 -0.459424635 -1.19643085 -1.20246955 -0.60346845 -0.5190573 -1.31034675 -0.7211894 -0.8106039 -0.6331967 -0.81070325 -0.88346855 -1.12147245
75747 -1.6299104 -1.7190089 -1.7917793 -1.6770153 -1.6455827 -1.8523537 -1.6118019 -1.6980359 -1.7646689 -1.9049063 -1.6864155 -1.6284907 -1.8748982 -1.4704808 -1.6716428 -1.6783163 -1.508243 -1.8184081 -1.5722078 -1.4941172 -1.3568681 -1.7664858 -1.5627319 -1.6373645 -0.4284554 -2.0450133 -1.926517 -1.2193854 -1.403684 -1.5449942
75750 -0.0992619 -0.2477612 -0.151072 0.26494623 -0.0581385 -0.0059217 0.01726674 -0.0887002 -0.1492951 0.07115809 -0.0110498 -0.2393741 0.12372158 0.32684531 -0.1568564 0.2014309 -0.3092391 0.05602932 0.06090956 0.17137094 0.17694992 -0.0318889 -0.2565037 0.06904905 -0.5614897 -0.1700747 -0.1295842 0.00909529 -0.1619631 0.14459358
75751 -0.4412602 -0.5391 -0.2436331 -0.2153514 -0.4511336 -0.3771053 -0.6655544 -0.7029397 -0.1285055 -0.4757173 -0.5569402 -0.3345339 -0.3806746 -0.514083 -0.521465 -0.3673818 -0.342805 -0.2521199 -0.3673243 -0.4004488 -0.346544 -0.5292313 -0.296617 -0.6160266 -0.3388211 -0.4037664 -0.6597696 -0.5307419 -0.4614792 -0.3405496
75753 -0.58469075 -0.7128338 -0.84720345 -0.7725358 -0.764136 -0.82904745 -0.63825765 -0.58876745 -0.94377795 -0.59655875 -0.77125415 -0.9108962 -0.3374423 -0.58622425 -0.5960354 -0.66088715 -0.61900305 -0.8712216 -0.8345604 -0.50134467 -0.33889325 -0.8067796 -0.78789995 -0.47547725 -0.6567825 -0.4353006 -0.8127549 -0.63144715 -0.39280835 -0.64145355
75763 -1.149292 -0.4998354 -0.7335677 -0.7738571 -0.7671333 -0.5558033 -0.8253066 -0.9464313 -0.7553491 -0.7503149 -0.4800845 -0.8443015 -0.9439129 -0.9103949 -0.958962 -0.7013276 -0.9758338 -0.8651281 -0.8589367 -1.0055481 -1.0673793 -0.5774944 -0.920196 -0.8377505 -0.7095046 -1.0766518 -0.8492538 -1.1945115 -0.9209889 -0.9430192
75767 -0.2075473 -0.0379028 0.2498087 0.32703283 -0.1271862 0.25392668 -0.1352044 -0.3078596 0.71910393 0.07379715 0.30321306 0.09081464 -0.4806769 0.09482005 -0.0315591 0.15852692 -0.0472 0.33376993 0.35074622 -0.1664591 -0.2264243 0.10118464 0.09814559 -0.1048406 -0.708536 0.16760266 0.04624341 -0.252776 -3.61e-05 -0.2657735
75782 0.89315961 1.33220447 1.39414825 1.25353945 1.38710842 1.16337007 1.10243143 0.88415209 1.65544725 1.05547218 1.42583534 1.06847252 0.3795683 0.96832552 0.98427639 1.07319287 0.85273438 1.46216737 1.43313007 0.67177944 0.5351032 1.12795511 1.15938125 0.6038188 0.26448601 0.9271802 1.06362859 0.40922122 0.92536375 0.51137702
75788 1.60107177 1.24865356 1.33319856 1.4406813 1.51558368 1.37693065 1.44314262 1.44631456 1.45736145 1.6512594 1.51534026 1.53610468 1.76195821 1.46260359 1.46065477 1.48435737 1.56849103 1.37988583 1.42912569 1.42285325 1.72161683 1.34655006 1.51213747 1.62887663 2.07068647 1.38060582 1.47518029 1.7455941 1.51833094 1.71431643
75796 1.24845393 1.14307506 0.94944825 1.10264006 1.20726232 0.68089212 0.8839778 0.91055254 0.63968853 1.02713015 1.04045466 0.96965066 1.10751816 1.07556888 1.00894261 0.97401534 0.95717368 1.13374447 1.04661365 1.27635651 1.24229421 0.84662252 0.88609372 0.94757407 0.62736216 0.75788552 0.88913373 0.9987686 0.97084826 1.03248863
