Gene	LuFA2a	LuFA2b	LuFA2c	LuFA2d	LuFA2e	LuFA3a	LuFA3b	LuFA3c	LuFA3d	LuFA3e	LuFA4a	LuFA4b	LuFA4c	LuFA4d	LuFA4e	LuMA2a	LuMA2b	LuMA2c	LuMA2d	LuMA2e	LuMA3a	LuMA3b	LuMA3c	LuMA3d	LuMA3e	LuMA4a	LuMA4b	LuMA4c	LuMA4d	LuMA4e
102857 -0.40414375 -1.21698165 -0.59165575 -0.63888825 -0.56066285 -0.62127175 -0.72039475 -0.53933225 -0.6813594 -0.4835752 -0.8877349 -0.51039855 -0.3441607 -0.5416625 -0.5547117 -0.73036225 -0.65718015 -0.77870255 -0.65938915 -0.54339215 -0.38077125 -0.5931581 -0.6224867 -0.68617415 -0.6161954 -0.5460932 -0.47806265 -0.5856819 -0.5850935 -0.5107182
102866 1.20566296 0.93930148 0.90566448 0.54826871 0.83493756 0.89454064 1.18592244 1.28945265 0.93570364 0.69144617 0.51906299 0.61383517 0.79749281 0.50023326 1.03970625 1.32993576 1.06557981 0.72703407 0.80461236 0.5302242 1.17078645 0.86403011 0.8560522 0.77613285 0.94321156 0.61366951 0.84085642 1.17431424 0.93885532 0.93328016
102920 1.82201746 1.4394258 1.59827975 1.10938912 1.34477859 1.54520639 1.77117712 1.80390208 1.71552112 1.3429683 0.93313173 1.26463912 1.40605172 1.14350652 1.32352775 1.92582166 2.09543308 1.47442496 1.41994597 1.0926805 2.20193892 1.59087921 1.54437794 1.28074083 1.82062641 0.98046219 1.37535721 1.7867432 1.22239597 1.7386456
102975 -1.0736762 -1.6887219 -1.6646008 -1.5462922 -0.5207202 -1.3863206 -1.3047184 -0.1402191 -1.6283446 -0.5208376 -1.1853618 -0.6628332 -1.1105162 -0.998648 -1.2956068 -1.49152 -1.4096847 -1.777051 -1.3599179 -1.6241626 -1.4546847 -1.3138647 -1.0067592 -0.9643242 -1.4073777 -0.61081 -1.2215704 -1.224142 -0.4279769 -1.3549081
102991 -0.1927287 -0.4103942 -0.738196 -0.7264578 -0.7812487 -0.789669 -0.6371571 -0.3808933 -0.8149642 -0.7282332 -0.6343405 -0.1446061 -0.8350051 -0.6281955 -0.7668687 0.41608808 -1.0069611 -0.9681829 -0.6351589 -0.2546151 -0.7450081 -0.7810432 -0.7913273 -0.3488094 -0.7560084 -0.5598972 -0.5947306 -0.8310459 -0.7980621 -0.4958025
103135 -0.9911543 -1.6521708 -1.2471514 -1.4108327 -1.2804835 -1.3558805 -1.6697473 -1.7203852 -1.3575621 -1.5203606 -2.0042662 -1.9285435 -1.4472113 -1.5408657 -1.5835751 -1.6561851 -1.5887934 -1.2240104 -1.2391688 -1.9239013 -1.5584211 -1.112845 -1.4893357 -1.6065042 -1.2487627 -2.05546 -1.3148348 -1.2381925 -1.7485821 -1.3689241
103136 0.28538562 0.443981137 0.5637278 0.603822247 0.56600499 0.679094737 0.368147307 0.373700227 0.659047983 0.62275732 0.64735158 0.648985373 0.51179686 0.675387597 0.37167178 0.388419493 0.464972973 0.67601501 0.55918937 0.7634357 0.292741803 0.675329793 0.37558593 0.349007913 0.59855768 0.644681193 0.4217433 0.300099483 0.52442613 0.55312749
103236 0.4064172 0.52673685 -0.0132583 0.13743782 0.09210792 0.22917356 0.29712096 0.40228718 -0.0250759 0.1113115 -0.2822401 0.11094468 0.21350669 0.10436038 0.3956397 0.32192388 0.30731435 0.18848885 0.09964252 0.21509207 0.15950241 0.2299418 0.38187027 0.14470748 0.08259724 0.2005253 0.13826822 0.49817412 0.42687686 0.07099228
103268 0.31177148 0.2077502 0.22216162 0.14655921 0.26027848 0.40091518 0.07728781 0.23252207 0.33903234 0.12185739 -0.1161193 -0.0665877 0.27049625 0.04809194 0.20876961 0.6133325 0.65372695 0.73682147 0.20498465 -0.2768345 0.8338298 0.38771012 0.35945 0.03642888 0.2476163 0.07254985 -0.0369887 0.42675978 0.01286205 0.27852435
103364 -0.82786975 -0.86081025 -0.8826601 -0.62338109 -0.9152264 -0.84000615 -1.0737898 -0.9480774 -0.89461385 -0.83762655 -0.9885089 -0.93254635 -0.84557275 -0.667926175 -0.82837635 -0.86663855 -0.9539203 -0.8036834 -0.93563085 -0.765398 -1.22832875 -0.87319445 -0.9958826 -1.1821352 -0.69505635 -0.54200805 -1.02493535 -0.86259625 -0.9156349 -0.8372956
103468 -0.488170883 -0.559866693 -0.5196883 -0.4587515 -0.6096935 -0.5061192 -0.477311767 -0.619119367 -0.41245 -0.5500119 -0.40136465 -0.33603347 -0.575100533 -0.4014156 -0.503049067 -0.391829 -0.465549567 -0.408316633 -0.729060167 -0.309809933 -0.820147233 -0.593651067 -0.507767167 -0.414653267 -0.342562 -0.455245767 -0.531013867 -0.6074264 -0.477896367 -0.4552663
103534 -0.1624906 -0.383071 -0.1037016 -0.102897 -0.1778696 -0.0305929 -0.421926 -0.6199518 -0.1501785 -0.4879589 -0.4155557 -0.5160471 -0.2969436 -0.337255 -0.4767284 -0.4592736 -0.0565602 -0.1486655 -0.0480162 -0.0924443 0.12997216 -0.0940029 -0.2275832 -0.3951966 -0.1631955 -0.3667773 -0.3677658 -0.4405005 -0.5346074 -0.1590332
103537 0.16524017 -0.02756286 -0.007450305 -0.24577755 0.17256159 -0.021709465 0.287502145 0.209045285 -0.13585403 -0.3877045 0.130324925 -0.1363771 -0.17181514 -0.23265425 0.102204705 0.339171925 -0.00236513 -0.311175 0.01871474 -0.21433355 -0.025177345 -0.03982946 0.048402135 -0.082690885 0.010153875 -0.35789535 -0.043114855 0.16977566 0.19349513 0.13578276
103554 0.098218435 0.071316995 -0.00947535 0.108033785 0.00184274 0.02900061 0.044767385 0.049878015 -0.079826915 0.043925375 -0.102252725 -0.123287235 0.155403615 0.039469045 0.304254985 0.082425965 0.033823905 -0.16714456 -0.005643105 0.022412955 0.047667285 0.031774725 0.125397605 0.15326703 -0.07625411 0.00869866 0.12298243 0.09274918 0.06388305 0.06446505
103573 -0.3627167 -0.427012 -0.291902 -0.4140319 -0.2374153 -0.333415 -0.4767419 -0.4940155 -0.3198215 -0.2184943 0.05555024 -0.5536828 -0.2207767 -0.2729451 -0.3909879 -0.4874164 -0.3794302 -0.225336 -0.6513031 -0.0428029 -0.5538892 -0.2408141 -0.389438 -0.452269 -0.2629406 0.03412794 -0.3340719 -0.369943 -0.3492042 -0.3272479
103583 0.281514998 0.284563523 0.285884513 0.457269968 0.162988155 0.38310068 0.301346425 0.233506295 0.366169773 0.298527468 0.095594338 0.344267885 0.168214278 0.321346485 0.364760788 0.295619968 0.420343133 0.330664125 0.204235163 0.376502563 0.260517928 0.243852283 0.369548808 0.356206935 0.372719885 0.379175885 0.31242002 0.372627733 0.315185968 0.228626338
103655 -0.5895495 -0.6039654 -0.2960501 -0.8412657 -0.7677594 -0.9485076 -0.5929382 -0.5729776 -0.6452448 -0.696685 -0.597702 -0.1254145 -0.5802281 -0.8603574 -0.2917255 -0.5349944 -0.6451184 -0.782437 -0.6789426 -0.7248453 -0.8443221 -0.6280206 -0.6627533 -0.856955 -0.6997537 -0.2575732 -0.871188 -0.5217786 -0.7092721 -0.6597457
103694 1.14078265 1.21014661 0.98622093 0.90064204 0.92367093 1.06164617 1.12265835 1.21609594 1.11692841 0.85906539 0.68370234 0.91933184 0.95710367 0.85846345 1.31590159 1.22637195 1.08326729 1.03619733 0.79753822 0.69206752 1.15231097 1.07325184 1.21946606 1.00701832 0.91048429 0.86251008 0.98236667 1.36607477 1.04251432 0.96605199
103711 -0.158024 -0.3118004 0.25639839 0.069479 0.36362804 0.17797309 -0.1121085 -0.197592 0.1460092 0.03750027 0.53830959 -0.1169197 0.20806548 0.17831332 -0.190358 -0.2383066 0.0858104 -0.0995616 0.19949984 -0.2283876 0.07980525 0.25006118 -0.0308227 0.06594774 0.11722623 -0.1452224 0.04128533 -0.1057363 -0.3289501 0.19532881
103712 -0.6293703 -0.55990745 -0.589573895 -0.519046015 -0.7273789 -0.70141335 -0.6217926 -0.65092235 -0.56870965 -0.422679005 -0.6321528 -0.325283505 -0.44420078 -0.520882225 -0.48460275 -0.5520749 -0.6129725 -0.35667031 -0.476285335 -0.648431425 -0.6657392 -0.64104375 -0.60693425 -0.709975525 -0.54214105 -0.240432035 -0.422719495 -0.71280645 -0.58734662 -0.54116519
103724 1.13291451 0.7483721 0.81672721 0.4123136 0.67972486 0.80296534 1.04989479 1.07479353 0.87837257 0.64133616 0.33036839 0.56289468 0.70197515 0.41285913 0.83567875 1.18409966 1.1817938 0.65858634 0.81569334 0.41318385 1.29596411 0.79632233 0.85302775 0.56056181 0.94146306 0.54793357 0.77465576 1.06568824 0.65233676 0.96715438
103742 -0.6540188 -0.4426887 -0.2769674 -0.3480263 -0.4183375 -0.3138236 -0.3270299 -0.4180903 -0.4704122 -0.2031184 -0.7844003 -0.5725918 -0.1125098 -0.4242633 -0.1757912 -0.6093058 -0.5470438 -0.3641537 -0.333384 -0.4616533 -0.5491818 -0.226602 -0.6438181 -0.5321293 -0.3358401 -0.3048142 -0.3457746 -0.4049693 -0.4275679 -0.4367422
103743 1.48240959 1.86439194 1.32770435 1.45423474 1.78783691 1.61790103 1.73021828 1.51721508 1.4398355 1.61494575 1.98211483 1.64422518 1.54610794 1.55025681 1.2656931 1.49144748 1.29173131 1.57952397 1.46503741 1.74249115 1.1154765 1.59389786 1.62300459 1.79044324 1.4126351 1.73458498 1.54634358 1.35124679 1.74823692 1.46876639
103765 0.82115184 0.85412438 0.77683307 1.06912224 0.61939612 0.91218414 0.62455245 0.78851955 0.8757061 0.76546949 0.59687398 0.86857408 0.76912467 0.7682204 0.89592337 0.7373911 0.68826241 0.89790821 0.60530964 0.83973545 0.74721966 0.82381226 0.93914738 0.91490732 0.71885133 1.06455196 0.6975973 0.96003845 0.96066807 0.72042339
103767 0.55520788 0.79308086 0.42755361 0.65969263 0.38803512 0.47567489 0.53946633 0.51808689 0.49785933 0.27447395 0.69179091 0.41358511 0.291831 0.6769514 0.75202471 0.67799603 0.39121542 0.53574284 0.32678097 0.49631749 0.33994108 0.36311796 0.69478288 0.73040053 0.47202746 0.4980153 0.22401684 0.47086168 0.77604251 0.37272853
103768 -1.5337582 -1.2917257 -1.1271077 -1.1669163 -1.2415794 -1.0228284 -1.5286691 -1.503773 -0.9217603 -0.9008382 -1.2911314 -1.2960528 -0.9154635 -1.0432375 -1.1239859 -1.2876891 -0.7334175 -0.9094892 -0.9704959 -1.0968442 -0.780594 -1.06127 -1.4645004 -1.3677377 -1.0384565 -0.6883339 -1.0164392 -1.3878531 -1.4414577 -1.1500899
103784 -0.9677362 -1.0252874 -0.9981446 -0.8913924 -0.8035666 -0.9471345 -0.953052 -1.4292641 -0.9335519 -0.8518303 -0.8111474 -0.877342 -0.91708 -0.9626997 -0.7437555 -0.9771384 -1.0996956 -1.0571327 -0.7952053 -0.964865 -1.1842063 -0.8720361 -0.8698219 -0.9666789 -1.2454198 -1.2753481 -0.8003787 -1.1309652 -0.827071 -1.0088743
103836 0.13273929 0.14176516 0.33592299 0.19714844 0.37616474 0.37345606 0.45874436 0.44491104 0.23797016 0.04602618 0.6503091 0.49048538 0.25352088 0.25794092 0.40558444 0.30716937 0.13498661 0.02814913 0.31033894 0.5564818 0.15222726 0.24767417 0.11391661 0.1839767 0.29019612 0.17146831 0.36736554 0.45206752 0.41538743 0.44553549
103850 0.02161317 0.01009964 0.17510365 0.43256917 0.26790671 0.29482646 -0.1875839 -0.0492168 0.11469385 0.3752657 -0.0867907 0.26447318 0.31311886 0.25539926 0.10630327 -0.1902087 0.12165252 0.19462693 0.11960629 0.10760935 0.18166685 0.1748111 0.00535624 -0.1013373 0.0056546 0.44326836 0.16009458 -0.0020371 -0.0936529 0.17808034
103963 0.741312645 0.919841865 0.763524175 0.77721256 0.995832185 0.905682705 0.80444911 0.765229465 0.795848105 0.70942015 1.259914275 0.74884939 0.82617797 0.80926516 0.812005485 0.787562465 0.629625565 0.80708142 0.852953115 0.82864221 0.50736114 0.89510873 0.76341644 0.964973225 0.75411619 0.777735705 0.714758465 0.64599541 0.9358229 0.752064955
103978 0.61454419 1.13504591 0.97785394 0.89063412 1.42178419 1.06069966 1.12746633 1.08328901 1.24171612 0.97802208 1.14199109 1.09748443 1.07270299 1.02218942 1.17459042 1.18819641 1.16203551 1.18092193 1.42488158 0.7992298 0.88245833 1.33084469 1.12935392 0.91324048 1.07892086 1.01193846 1.16830216 0.9613586 0.9712945 1.27020705
104010 0.623810055 0.52256134 0.185803415 0.26704515 0.259204265 0.24638204 0.533157695 0.408016095 0.23370031 0.30338064 0.483005115 0.28796986 0.283929495 0.324808495 0.482129185 0.42539936 0.172756105 0.259459385 0.28888593 0.287229095 0.12647058 0.29396373 0.40934947 0.593714745 0.17174996 0.29450333 0.164291185 0.291410655 0.54965094 0.09068395
104015 1.10347299 0.92948906 0.77692101 1.03675231 0.53719305 0.64524049 0.85917684 1.06142979 0.69340728 0.72593538 0.74547004 0.88534899 0.60479588 0.88145422 1.11103779 0.86709354 0.55812161 0.70437074 0.4918098 0.97564045 0.44365114 0.49390394 1.06292561 1.01752466 0.79600369 0.84010858 0.63299724 0.99065056 1.09979764 0.58784731
104082 1.01911102 0.74316273 0.78448215 0.602898895 0.71330002 0.65457604 0.96946613 0.99665607 0.58696095 0.841976885 0.42241398 0.66108632 0.650586375 0.57980339 0.55422888 0.983418725 0.85587813 0.55651229 0.856152975 0.565189535 1.027116115 0.64405525 0.943169925 0.90545863 0.66209736 0.684295775 0.75319176 0.85671843 0.8053694 0.82485003
104099 -0.887903803 -0.64279796 -0.75912261 -0.721707288 -0.767575458 -0.680277743 -0.982844785 -0.712592358 -0.993609093 -0.7029275 -1.288037575 -0.82479254 -0.87374201 -0.841140435 -0.947883178 -0.942694415 -0.760581133 -0.963766248 -0.885275595 -0.817794178 -2.15894576 -1.025811393 -0.787828443 -0.790218805 -0.551203508 -0.531186908 -0.803815243 -0.979187933 -0.89435604 -0.79317374
104112 -1.0138877 -0.6300408 -0.0944152 0.14160625 0.4464918 0.17484659 -0.3096261 -0.4581594 0.10110561 -0.2203187 0.82154577 0.49777128 -0.0691982 0.12234108 -0.4314972 -0.2775005 -0.1412084 -0.0190485 0.26148667 -0.0031384 0.09647373 0.22307642 -0.3086507 -0.2276652 -0.0129521 -0.5799366 -0.0049876 -0.3627221 -0.2586545 0.15371873
104130 0.42503716 0.4063251 0.45745489 0.53126212 0.45191241 0.50447173 0.27344134 0.3826986 0.45475653 0.44564615 -0.1159694 0.28598126 0.54833047 0.14918744 0.36848469 0.32960395 0.51244733 0.46709232 0.45526698 0.36926426 0.54109439 0.50841451 0.34970608 0.10486325 0.43137479 0.38623682 0.4760067 0.40868478 0.09581635 0.29409204
104158 0.46115107 0.35954728 -0.0472725 0.10964414 -0.0494604 0.25298628 0.41539084 0.38593748 0.07259154 -0.0234937 0.12459702 0.19234104 0.1053137 0.10667122 0.32178687 0.2079104 0.15383242 0.24915123 0.13682576 0.14458679 0.08135173 -0.002937 0.3662456 0.20406021 0.12103811 0.22604504 0.18320016 0.58757175 0.51323335 0.04896916
104174 0.34112918 0.130520562 0.375099672 0.205460178 0.461734796 0.27953629 0.28716625 0.301902268 0.42417071 0.374390814 0.31367076 0.309095418 0.472206088 0.226034856 0.427882794 0.324259964 0.426279852 0.310283668 0.354865498 0.29849948 0.305502874 0.410996202 0.32319108 0.134174508 0.43871226 0.34270283 0.481346594 0.348169802 0.141048778 0.368805382
104175 0.8924296 0.8865532 0.97782328 0.72581106 1.1478467 1.10069958 0.98511262 0.98974296 0.92443443 1.01261145 1.6104411 0.89758885 0.98504376 0.91698819 0.98827553 0.89743909 0.74656835 0.85563773 0.8280489 0.87355421 0.6975105 1.16301823 0.76834795 0.75197755 0.98877557 0.73170946 1.10539125 0.81866414 1.05788827 1.01623739
104215 1.57432769 1.20691724 1.4559628 1.27189419 1.47128736 1.39365597 1.49219855 1.51898785 1.38978192 1.51342239 0.92034402 1.38473919 1.54186395 1.13487711 1.38395875 1.65825739 1.65832815 1.37532463 1.47769034 1.13705493 1.72653946 1.37941454 1.3825947 1.10105262 1.45281144 1.27548288 1.37729513 1.43528141 1.1432783 1.65675965
104248 -1.8986855 -1.7046637 -0.7926701 -1.2062656 -1.2752882 -1.1937156 -1.2216834 -1.25472 -0.7928219 -1.366574 -1.1932635 -1.5309225 -0.9599538 -1.0857213 -1.189472 -1.1252326 -0.8395904 -0.9741917 -0.9412529 -1.4428159 -1.1047869 -1.4155558 -1.2205461 -1.1824849 -1.0480838 -2.0500979 -1.3186313 -1.0898612 -1.3729948 -0.9739551
104263 -0.303301225 -0.421163225 -0.547898168 -0.54214291 -0.563503408 -0.474716365 -0.420268565 -0.38338352 -0.580568105 -0.44086916 -0.683518653 -0.586171795 -0.606369915 -0.525217863 -0.577983283 -0.534962165 -0.599786125 -0.617667473 -0.48106514 -0.421472903 -0.45625379 -0.581864365 -0.50035282 -0.476849063 -0.603153028 -0.573595418 -0.421326163 -0.464764283 -0.542834418 -0.52436991
104271 0.79528733 0.7784698 0.53753533 0.77486874 0.52388616 0.56189062 0.83944806 0.84678326 0.62888512 0.61195137 0.81848961 0.76338628 0.60917864 0.9228157 0.93229477 0.74869539 0.65827857 0.76250404 0.70750051 0.87185817 0.47892322 0.59397566 0.80948977 0.9365164 0.71332139 0.76000869 0.60804145 1.00887402 0.92304225 0.6358408
104303 0.2802842 0.29472837 0.4411885 0.40135333 0.56701187 0.80181998 0.50313883 0.31116912 0.71587342 0.21849732 0.13076549 0.20298909 0.5878283 0.29137179 0.82186188 0.39404303 0.95775991 0.64842949 0.47920607 0.02647803 0.75418755 0.81905207 0.55530977 0.42853063 0.3810085 0.28394339 0.85710957 0.70348176 0.37040285 0.14428711
104318 -1.12242885 -0.545694 -0.97958625 -0.8359783 -0.45351525 -0.93701695 -1.17625855 -0.98259725 -1.0335939 -0.8661728 -0.96500417 -0.8464096 -0.85905745 -0.8667369 -1.2200826 -1.2075018 -0.8670834 -0.89149095 -1.06660075 -0.93633375 -0.90758475 -0.9461659 -1.0870955 -0.7734304 -0.9708193 -0.715097035 -1.1646309 -1.1090606 -1.17632515 -0.96185775
104346 -1.2979149 -0.9979125 -0.8717389 -0.7037713 -0.6537713 -1.0289777 -1.1723132 -1.0048733 -0.8981685 -0.3882978 -1.2303577 -1.0466391 -0.6481481 -0.6871755 -0.9678855 -1.0692335 -1.0082853 -1.0316763 -1.3551705 -0.7372186 -0.5430118 -1.2041356 -1.0389248 -0.995578 -0.958537 -0.7005204 -1.5035797 -1.0711398 -1.0950269 -1.1008593
104394 -0.4020795 -0.18703443 -0.14623575 -0.280989675 -0.123183665 -0.12305203 -0.195471445 -0.3716709 0.04316183 -0.40505975 -0.30561706 -0.465874 -0.2708901 -0.2608799 -0.196556415 -0.17646625 -0.09387444 -0.110223565 -0.131998275 -0.55811605 -0.06459737 -0.11901278 -0.21263071 -0.236441225 -0.19667555 -0.3752372 -0.03934437 -0.29842857 -0.3706016 -0.21983815
104401 0.90290663 1.05244503 0.30424975 0.30669336 0.42410669 0.43618664 0.94279663 0.84629423 0.34827453 0.46434752 0.84552356 0.45865895 0.23559454 0.33661565 0.91934008 1.00978531 0.50033538 0.17864714 0.38514011 0.28873615 0.31030478 0.36899779 1.01221205 1.11410303 0.13943867 0.53715403 0.40142796 0.92056367 0.98560151 0.35185967
104416 0.03785012 0.24168117 0.34400929 0.21896458 0.41172343 0.62277257 0.33308088 0.25868433 0.4461058 0.24062109 0.40622511 0.66803183 0.58922206 0.29930748 0.45539669 0.30173068 0.5549464 0.37057704 0.38710167 0.09773693 0.85111637 0.52043857 0.51199492 0.45572511 0.20564665 -0.1148808 0.46635551 0.35446065 0.38415915 0.37032432
104444 1.69946252 2.09589536 1.77032109 1.82953541 2.18172961 2.10549729 1.87165335 1.70164292 2.09223977 1.70543602 2.26736298 1.82218693 2.08714472 1.80006416 1.84654461 1.91398643 2.05463808 1.84139767 2.1388929 1.85743134 2.0176682 2.09974148 1.7744578 2.04313571 1.80829423 1.72955636 2.18892212 1.7252733 1.81142048 1.74993329
104445 -0.6060789 -0.5485685 -0.9525737 -1.0744809 -0.7615678 -0.8932365 -0.5294178 -0.6635366 -0.8106594 -0.8797167 -0.0340664 -1.0397508 -0.8235081 -0.9227382 -0.5837381 -0.5447327 -0.9329516 -0.8382412 -0.6993038 -1.1287291 -0.7320748 -0.7807904 -0.6077023 -0.6025335 -1.0128009 -0.8874587 -0.8560981 -0.6134309 -0.3845866 -1.0145434
104457 0.24228277 0.29118954 0.35095279 0.46762382 0.1822853 0.42485423 0.43951001 0.39523041 0.3516996 0.27635473 0.51179971 0.45317488 0.36814912 0.54666159 0.46052017 0.45394259 0.31010233 0.27685546 0.31139377 0.46321608 0.20030832 0.38267551 0.213196 0.12683462 0.46267199 0.31001147 0.34081961 0.27533204 0.44261869 0.40463585
104458 -0.8574865 -0.6051738 -0.8723247 -0.927404 -0.640122 -0.533982 -0.6670034 -0.8585029 -0.2325709 -0.8125341 -0.3176536 -0.5218393 -0.7643236 -0.8891944 -0.4590593 -0.8119061 -0.16622 -0.4813371 -0.5453205 -0.6723469 -0.5118514 -0.3637852 -0.6043016 -0.9824713 -0.6779094 -0.7906918 -0.4231622 -0.616646 -0.9521011 -0.7020011
104479 -0.1578211 0.04268582 0.22021299 -0.0339136 0.29024836 0.27171355 0.24793939 0.23228796 0.31873572 -0.0797363 0.24002934 -0.1592137 0.21840204 -0.0193066 0.32261704 0.34190604 0.19482182 0.38746949 0.22414651 -0.2369325 0.26559916 0.438263 0.11088164 -0.1572923 0.2090516 -0.0399531 0.19101871 0.1370743 0.03296219 0.33239022
104570 -0.24874515 -0.53964037 -0.40560625 -0.63454565 -0.09469805 -0.5148266 -0.5916327 -0.5142014 -0.53132585 -0.55284305 -0.161209885 -0.51816865 -0.42098875 -0.50660205 -0.52039 -0.5896937 -0.60985965 -0.5508999 -0.5416306 -0.36008285 -0.48547935 -0.4723886 -0.5782357 -0.6116185 -0.68483005 -0.6026714 -0.5107201 -0.457805325 -0.18184717 -0.50885235
104625 -0.014962743 -0.08795667 -0.20878662 -0.30621071 -0.162221768 -0.137110743 -0.04082755 -0.05126632 -0.158495405 -0.28131022 -0.144640915 -0.12730943 -0.171653825 -0.25235192 0.00540101 -0.013984718 -0.07417584 -0.186124918 -0.30208512 -0.27236259 -0.16814495 -0.083816723 -0.108668805 -0.137928145 -0.161024315 -0.277658303 -0.19846324 -0.017102125 -0.132643268 -0.136892095
104718 0.64303204 0.69387354 0.496807583 0.720394723 0.564661743 0.653746563 0.632075673 0.61242722 0.710501983 0.634399933 0.686839203 0.605914093 0.747127477 0.606227603 0.71825256 0.706741437 0.672400393 0.63885199 0.63185613 0.691359857 0.637585857 0.574150643 0.75796223 0.874451937 0.516497833 0.57940829 0.699389887 0.664848097 0.73487816 0.521552187
104732 -0.9116668 -0.9446226 -0.7328781 -0.7357435 -0.8046171 -0.8314697 -0.7713886 -0.8614083 -0.7612944 -0.816857 -1.0837679 -1.0405172 -0.6536648 -0.9429484 -0.7049713 -0.8104596 -0.8097548 -0.7037734 -0.6234484 -0.7786635 -0.8973063 -0.8077312 -0.8036106 -0.8769183 -0.7343865 -0.8011617 -0.7717956 -0.9104914 -0.9161411 -0.7636011
104776 0.34669815 0.25611525 0.699549 0.40213973 0.59493215 0.64245901 0.16957432 0.54212423 0.5569313 0.52143017 0.18860552 0.2927323 0.71320886 0.35545833 0.89916433 0.40621246 0.70982204 0.69595092 0.45302288 -0.1177455 0.67512545 0.58969577 0.35959551 0.12944938 0.41317051 0.21478128 0.59755282 0.73747701 0.05546344 0.41854728
104799 0.31958457 0.460912215 0.318624835 0.460233065 0.523018285 0.5678273 0.34984756 0.30499559 0.471969215 0.30514826 0.147146815 0.238813005 0.40850731 0.32378032 0.40986301 0.28256307 0.59647459 0.44612665 0.366508655 0.22156017 0.573862035 0.55629346 0.43905027 0.433089895 0.248918715 0.48677946 0.58945777 0.38218546 0.33144581 0.330856275
104806 -0.1467664 -0.8056638 -0.563184 -0.3823058 -0.6337047 -0.4340273 -0.4464703 -0.4878088 -0.6427264 -0.7036848 -0.2856452 -1.3665258 -0.6289816 -0.3359648 -0.548597 -0.5623397 -0.905313 -0.700423 -0.3545618 -0.4491938 -0.7336799 -0.380546 -0.6640109 -0.623349 -0.3864559 -0.6272462 -0.8445132 -0.644971 -0.2083089 -0.3582179
104816 -0.7751292 -0.7744134 -1.1596224 -0.994842 -1.077806 -1.1295763 -0.7548924 -0.7444144 -1.0801188 -0.5415353 -0.9252887 -1.1087169 -0.4917578 -0.939328 -0.6133807 -0.7738499 -1.0134087 -1.0815471 -0.8891871 -0.9610337 -0.6067623 -1.0063513 -0.8983458 -0.8613698 -0.8333593 -0.5348197 -1.2729819 -1.0546511 -0.7428627 -1.1704699
104836 -1.112148 -1.2800157 -1.1290545 -0.798916 -1.2009211 -1.1328343 -1.3570586 -0.8489789 -1.0350676 -1.1916251 -1.0451522 -1.0014905 -1.2836285 -0.9838024 -1.0250286 -1.1432729 -0.8986823 -1.188846 -1.2746167 -1.3135238 -1.0041155 -1.2740559 -1.0206524 -0.8600091 -1.1905538 -1.3838185 -0.9811607 -1.122961 -0.9157 -1.5262455
104859 0.42475256 0.42780794 0.48940604 0.28182267 0.52434767 0.45938271 0.43793313 0.49384684 0.45380069 0.30152536 0.53198433 0.2867646 0.51730589 0.29612387 0.51601437 0.27680048 0.32225031 0.35551052 0.42433334 0.10716169 0.3514059 0.50045144 0.52116322 0.31380031 0.34745952 0.30735941 0.43435356 0.52993704 0.33163639 0.45874242
104884 -1.0555274 -0.9975021 -0.8781753 -1.0610844 -1.2151613 -0.9023439 -0.8286299 -0.973015 -1.1341465 -0.9972241 -1.133755 -0.8358624 -0.8381732 -1.1618837 -0.7738289 -0.8233552 -0.8707778 -0.8773176 -1.311854 -0.6769374 -0.8079609 -0.960191 -1.1973726 -0.98746 -0.7149989 -0.6573069 -0.8879422 -0.8700122 -0.6726148 -0.9617678
104923 -0.2719408 -0.3444662 0.16044995 0.0664338 0.21841726 0.30251021 -0.000911 0.15116128 0.04563193 -0.2765336 -0.0127793 -0.0584788 -0.0223919 -0.0031442 0.03366496 -0.0767317 -0.0083103 -0.1072733 0.05078485 0.41085717 -0.0957401 0.20981103 -0.3020958 -0.4756062 0.11093219 -0.1064428 0.37646339 -0.0433572 0.19197078 0.18721438
104932 -0.7515572 -0.8994426 -1.3284222 -1.2398028 -1.6884536 -1.1173948 -0.9868003 -1.3808637 -0.9471139 -0.9795898 -1.1864067 -0.9562744 -1.1197019 -1.5133793 -0.7325463 -0.9028891 -0.9705386 -1.0458716 -1.2701491 -1.1548869 -1.4836224 -1.2425527 -0.9828089 -1.0119072 -1.0564613 -0.9693734 -1.0280085 -1.2830724 -0.9367584 -1.0403098
104943 -1.8409026 -1.7724791 -1.4665363 -1.5968598 -0.7042337 -2.1448215 -1.5823862 -1.3935371 -1.8983851 -1.6819311 -1.6840843 -0.2258022 -2.0162047 -1.5870901 -2.1119679 -1.8466853 -1.6811051 -1.9211662 -1.7845535 0.11682077 -1.9520292 -1.9777294 -1.7905464 -0.688357 -1.6752539 -1.2573515 -1.163861 -1.935396 -1.467434 -1.7269711
105000 -0.1923761 -0.1642861 -0.0698098 -0.0666469 -0.2421539 -0.0186057 -0.3992845 0.01101857 -0.1459507 -0.2042572 -0.2458688 -0.0574359 -0.1001185 -0.1892804 -0.1784373 -0.2238542 -0.1470572 -0.0628934 -0.1833118 0.13821351 -0.3356374 -0.1254351 -0.1965812 -0.1042579 -0.13866 -0.0870319 0.0163268 -0.2867491 -0.1370166 -0.1719196
